Date,DTAC
2016-07-14,31.8
2016-07-15,31.9
2016-07-20,32.25
2016-07-21,32.25
2016-07-22,32.1
2016-07-25,31.75
2016-07-26,31.35
2016-07-27,31.85
2016-07-28,32.1
2016-07-29,32.25
2016-08-01,32.15
2016-08-02,31.8
2016-08-03,31.5
2016-08-04,31.35
2016-08-05,31.65
2016-08-08,32.1
2016-08-09,32.5
2016-08-10,34.65
2016-08-11,36.85
2016-08-15,36.5
2016-08-16,34.85
2016-08-17,34.85
2016-08-18,35.75
2016-08-19,35.6
2016-08-22,34.6
2016-08-23,34.85
2016-08-24,36.0
2016-08-25,35.8
2016-08-26,34.9
2016-08-29,34.75
2016-08-30,34.5
2016-08-31,34.5
2016-09-01,34.35
2016-09-02,33.6
2016-09-05,32.6
2016-09-06,32.35
2016-09-07,32.0
2016-09-08,31.15
2016-09-09,30.1
2016-09-12,29.5
2016-09-13,30.65
2016-09-14,30.1
2016-09-15,30.65
2016-09-16,31.1
2016-09-19,32.6
2016-09-20,32.75
2016-09-21,32.85
2016-09-22,33.2
2016-09-23,33.15
2016-09-26,32.5
2016-09-27,32.8
2016-09-28,32.4
2016-09-29,32.1
2016-09-30,31.65
2016-10-03,31.5
2016-10-04,31.35
2016-10-05,31.25
2016-10-06,31.5
2016-10-07,31.65
2016-10-10,30.0
2016-10-11,30.35
2016-10-12,29.85
2016-10-13,29.15
2016-10-14,30.8
2016-10-17,30.85
2016-10-18,31.2
2016-10-19,31.1
2016-10-20,31.1
2016-10-21,31.5
2016-10-25,32.0
2016-10-26,31.6
2016-10-27,31.0
2016-10-28,31.15
2016-10-31,31.5
2016-11-01,31.5
2016-11-02,31.35
2016-11-03,31.1
2016-11-04,31.0
2016-11-07,31.5
2016-11-08,32.5
2016-11-09,33.4
2016-11-10,35.15
2016-11-11,36.5
2016-11-14,38.0
2016-11-15,35.85
2016-11-16,34.85
2016-11-17,35.35
2016-11-18,35.75
2016-11-21,35.1
2016-11-22,35.0
2016-11-23,34.5
2016-11-24,33.85
2016-11-25,33.85
2016-11-28,34.1
2016-11-29,34.5
2016-11-30,34.4
2016-12-01,33.7
2016-12-02,33.0
2016-12-06,32.5
2016-12-07,33.2
2016-12-08,34.15
2016-12-09,34.0
2016-12-13,34.35
2016-12-14,34.65
2016-12-15,35.15
2016-12-16,35.65
2016-12-19,35.8
2016-12-20,35.3
2016-12-21,35.0
2016-12-22,35.1
2016-12-23,35.1
2016-12-26,35.35
2016-12-27,35.75
2016-12-28,37.0
2016-12-29,37.5
2016-12-30,37.8
2017-01-04,39.3
2017-01-05,41.15
2017-01-06,41.6
2017-01-09,40.9
2017-01-10,40.9
2017-01-11,41.65
2017-01-12,42.5
2017-01-16,41.75
2017-01-17,41.65
2017-01-18,42.9
2017-01-19,43.75
2017-01-20,44.5
2017-01-23,45.6
2017-01-24,46.0
2017-01-25,45.0
2017-01-26,43.0
2017-01-27,42.15
2017-01-30,41.75
2017-01-31,39.6
2017-02-01,40.5
2017-02-02,42.4
2017-02-03,42.85
2017-02-06,43.35
2017-02-07,42.5
2017-02-08,42.1
2017-02-09,41.7
2017-02-10,41.5
2017-02-14,41.65
2017-02-15,42.15
2017-02-16,43.5
2017-02-17,44.2
2017-02-20,44.15
2017-02-21,43.75
2017-02-22,43.0
2017-02-23,42.9
2017-02-24,42.75
2017-02-27,42.75
2017-02-28,43.5
2017-03-01,43.5
2017-03-02,43.0
2017-03-03,41.85
2017-03-06,41.0
2017-03-07,40.0
2017-03-08,39.8
2017-03-09,40.15
2017-03-10,40.3
2017-03-13,39.5
2017-03-14,39.75
2017-03-15,40.5
2017-03-16,41.25
2017-03-17,41.5
2017-03-20,41.65
2017-03-21,42.25
2017-03-22,42.4
2017-03-23,42.9
2017-03-24,43.0
2017-03-27,43.35
2017-03-28,43.85
2017-03-29,44.2
2017-03-30,43.85
2017-03-31,43.6
2017-04-03,43.6
2017-04-04,42.6
2017-04-05,42.25
2017-04-07,42.4
2017-04-10,42.65
2017-04-11,42.35
2017-04-12,42.85
2017-04-17,43.0
2017-04-18,42.75
2017-04-19,41.85
2017-04-20,42.65
2017-04-21,42.7
2017-04-24,42.5
2017-04-25,42.4
2017-04-26,41.4
2017-04-27,41.1
2017-04-28,41.5
2017-05-02,41.5
2017-05-03,41.5
2017-05-04,41.75
2017-05-08,41.65
2017-05-09,41.5
2017-05-11,41.35
2017-05-12,41.35
2017-05-15,41.0
2017-05-16,41.25
2017-05-17,41.15
2017-05-18,40.65
2017-05-19,40.9
2017-05-22,41.5
2017-05-23,42.1
2017-05-24,44.0
2017-05-25,43.65
2017-05-26,43.9
2017-05-29,44.85
2017-05-30,46.75
2017-05-31,47.15
2017-06-01,46.6
2017-06-02,46.65
2017-06-05,46.9
2017-06-06,46.25
2017-06-07,46.35
2017-06-08,47.5
2017-06-09,50.15
2017-06-12,50.65
2017-06-13,51.75
2017-06-14,52.5
2017-06-15,51.8
2017-06-16,51.6
2017-06-19,51.75
2017-06-20,52.1
2017-06-21,51.75
2017-06-22,51.8
2017-06-23,52.9
2017-06-26,53.75
2017-06-27,53.3
2017-06-28,52.5
2017-06-29,52.35
2017-06-30,52.5
2017-07-03,53.0
2017-07-04,52.65
2017-07-05,52.15
2017-07-06,52.15
2017-07-07,51.4
2017-07-11,51.0
2017-07-12,53.0
2017-07-13,55.25
2017-07-14,54.9
2017-07-17,54.9
2017-07-18,54.6
2017-07-19,55.65
2017-07-20,55.85
2017-07-21,55.65
2017-07-24,56.0
2017-07-25,56.35
2017-07-26,56.4
2017-07-27,56.15
2017-07-31,55.0
2017-08-01,54.8
2017-08-02,55.25
2017-08-03,55.65
2017-08-04,55.65
2017-08-07,55.6
2017-08-08,55.35
2017-08-09,55.5
2017-08-10,56.0
2017-08-11,55.25
2017-08-15,54.75
2017-08-16,54.6
2017-08-17,53.35
2017-08-18,52.75
2017-08-21,53.5
2017-08-22,53.9
2017-08-23,53.75
2017-08-24,52.5
2017-08-25,52.25
2017-08-28,52.8
2017-08-29,54.0
2017-08-30,54.85
2017-08-31,54.65
2017-09-01,54.8
2017-09-04,55.9
2017-09-05,57.6
2017-09-06,58.2
2017-09-07,58.5
2017-09-08,58.75
2017-09-11,58.65
2017-09-12,58.0
2017-09-13,57.9
2017-09-14,58.25
2017-09-15,58.35
2017-09-18,58.0
2017-09-19,57.4
2017-09-20,56.15
2017-09-21,55.0
2017-09-22,54.65
2017-09-25,54.8
2017-09-26,55.5
2017-09-27,56.4
2017-09-28,56.6
2017-09-29,56.6
2017-10-02,57.6
2017-10-03,57.75
2017-10-04,57.5
2017-10-05,58.1
2017-10-06,57.675
2017-10-09,57.25
2017-10-10,57.0
2017-10-11,58.15
2017-10-12,58.4
2017-10-16,57.5
2017-10-17,55.5
2017-10-18,52.7
2017-10-19,52.65
2017-10-20,52.75
2017-10-24,52.9
2017-10-25,53.6
2017-10-27,53.9
2017-10-30,53.75
2017-10-31,53.7
2017-11-01,52.1
2017-11-02,48.15
2017-11-03,45.8
2017-11-06,46.6
2017-11-07,47.9
2017-11-08,47.9
2017-11-09,48.5
2017-11-10,48.4
2017-11-13,46.4
2017-11-14,45.4
2017-11-15,46.0
2017-11-16,46.3
2017-11-17,46.3
2017-11-20,45.5
2017-11-21,44.8
2017-11-22,44.75
2017-11-23,43.15
2017-11-24,42.1
2017-11-27,42.4
2017-11-28,42.9
2017-11-29,42.75
2017-11-30,42.35
2017-12-01,43.4
2017-12-04,43.6
2017-12-06,44.2
2017-12-07,45.35
2017-12-08,45.5
2017-12-12,45.35
2017-12-13,45.3
2017-12-14,44.65
2017-12-15,43.85
2017-12-18,43.35
2017-12-19,43.15
2017-12-20,42.8
2017-12-21,43.6
2017-12-22,44.25
2017-12-25,43.85
2017-12-26,43.5
2017-12-27,43.5
2017-12-28,49.6
2017-12-29,49.1
