Date,KBANK
2013-03-01,216.0
2013-03-04,219.5
2013-03-05,217.5
2013-03-06,217.0
2013-03-07,213.5
2013-03-08,214.0
2013-03-11,215.5
2013-03-12,215.5
2013-03-13,213.5
2013-03-14,214.5
2013-03-15,216.5
2013-03-18,216.5
2013-03-19,218.0
2013-03-20,210.5
2013-03-21,204.5
2013-03-22,203.0
2013-03-25,207.5
2013-03-26,210.5
2013-03-27,214.5
2013-03-28,211.0
2013-03-29,208.5
2013-04-01,206.5
2013-04-02,205.0
2013-04-03,204.5
2013-04-04,201.5
2013-04-05,201.5
2013-04-09,198.5
2013-04-10,194.75
2013-04-11,199.0
2013-04-12,199.0
2013-04-17,197.25
2013-04-18,195.25
2013-04-19,197.25
2013-04-22,206.0
2013-04-23,208.0
2013-04-24,210.0
2013-04-25,208.5
2013-04-26,210.5
2013-04-29,210.5
2013-04-30,211.0
2013-05-02,211.5
2013-05-03,209.5
2013-05-07,209.5
2013-05-08,214.5
2013-05-09,216.5
2013-05-10,218.0
2013-05-13,216.0
2013-05-14,216.5
2013-05-15,219.0
2013-05-16,216.5
2013-05-17,215.0
2013-05-20,216.5
2013-05-21,220.0
2013-05-22,220.5
2013-05-23,216.0
2013-05-27,210.5
2013-05-28,206.0
2013-05-29,204.5
2013-05-30,199.75
2013-05-31,196.5
2013-06-03,195.25
2013-06-04,199.25
2013-06-05,196.5
2013-06-06,194.0
2013-06-07,194.25
2013-06-10,195.25
2013-06-11,186.75
2013-06-12,175.75
2013-06-13,174.5
2013-06-14,190.0
2013-06-17,194.0
2013-06-18,191.0
2013-06-19,189.75
2013-06-20,180.0
2013-06-21,176.25
2013-06-24,173.0
2013-06-25,174.5
2013-06-26,178.5
2013-06-27,186.0
2013-06-28,190.5
2013-07-02,190.25
2013-07-03,186.75
2013-07-04,183.5
2013-07-05,181.75
2013-07-08,177.0
2013-07-09,173.5
2013-07-10,174.5
2013-07-11,183.0
2013-07-12,188.75
2013-07-15,187.5
2013-07-16,185.0
2013-07-17,186.25
2013-07-18,188.75
2013-07-19,187.25
2013-07-23,186.75
2013-07-24,187.5
2013-07-25,185.75
2013-07-26,186.0
2013-07-29,185.0
2013-07-30,184.0
2013-07-31,182.25
2013-08-01,184.5
2013-08-02,182.75
2013-08-05,177.75
2013-08-06,175.5
2013-08-07,176.0
2013-08-08,177.5
2013-08-09,178.25
2013-08-13,181.0
2013-08-14,185.75
2013-08-15,186.5
2013-08-16,184.25
2013-08-19,179.5
2013-08-20,172.0
2013-08-21,167.25
2013-08-22,162.5
2013-08-23,164.75
2013-08-26,163.5
2013-08-27,162.25
2013-08-28,160.5
2013-08-29,160.5
2013-08-30,160.5
2013-09-02,161.25
2013-09-03,162.25
2013-09-04,161.5
2013-09-05,162.5
2013-09-06,165.5
2013-09-09,173.5
2013-09-10,179.0
2013-09-11,181.75
2013-09-12,181.0
2013-09-13,179.25
2013-09-16,187.0
2013-09-17,188.75
2013-09-18,187.0
2013-09-19,197.5
2013-09-20,195.0
2013-09-23,189.75
2013-09-24,185.5
2013-09-25,185.5
2013-09-26,184.0
2013-09-27,183.5
2013-09-30,177.0
2013-10-01,178.0
2013-10-02,177.0
2013-10-03,179.0
2013-10-04,177.75
2013-10-07,175.5
2013-10-08,176.25
2013-10-09,178.0
2013-10-10,182.0
2013-10-11,188.5
2013-10-14,186.5
2013-10-15,189.5
2013-10-16,189.75
2013-10-17,189.0
2013-10-18,190.75
2013-10-21,188.5
2013-10-22,185.25
2013-10-24,185.75
2013-10-25,186.0
2013-10-28,186.25
2013-10-29,185.5
2013-10-30,184.75
2013-10-31,186.5
2013-11-01,186.5
2013-11-04,182.0
2013-11-05,183.0
2013-11-06,186.0
2013-11-07,187.75
2013-11-08,184.5
2013-11-11,182.5
2013-11-12,185.0
2013-11-13,181.5
2013-11-14,182.25
2013-11-15,183.25
2013-11-18,182.5
2013-11-19,180.5
2013-11-20,180.75
2013-11-21,175.5
2013-11-22,171.5
2013-11-25,171.75
2013-11-26,171.0
2013-11-27,170.75
2013-11-28,169.5
2013-11-29,168.0
2013-12-02,166.75
2013-12-03,167.0
2013-12-04,167.5
2013-12-06,167.0
2013-12-09,167.0
2013-12-11,166.5
2013-12-12,167.0
2013-12-13,166.75
2013-12-16,167.25
2013-12-17,168.75
2013-12-18,170.5
2013-12-19,172.0
2013-12-20,170.0
2013-12-23,166.75
2013-12-24,165.5
2013-12-25,165.5
2013-12-26,162.75
2013-12-27,157.75
2014-01-02,150.75
2014-01-03,148.75
2014-01-06,154.25
2014-01-07,160.0
2014-01-08,162.25
2014-01-09,161.75
2014-01-10,159.0
2014-01-13,161.25
2014-01-14,163.25
2014-01-15,161.75
2014-01-16,163.5
2014-01-17,167.5
2014-01-20,165.75
2014-01-21,168.0
2014-01-22,168.0
2014-01-23,172.75
2014-01-24,175.5
2014-01-27,171.5
2014-01-28,169.75
2014-01-29,170.0
2014-01-30,169.5
2014-01-31,170.0
2014-02-03,171.0
2014-02-04,167.25
2014-02-05,168.0
2014-02-06,168.5
2014-02-07,168.25
2014-02-10,166.75
2014-02-11,166.5
2014-02-12,168.5
2014-02-13,168.75
2014-02-17,169.5
2014-02-18,169.75
2014-02-19,169.0
2014-02-20,166.25
2014-02-21,165.75
2014-02-24,165.0
2014-02-25,165.75
2014-02-26,166.0
2014-02-27,168.0
2014-02-28,169.75
2014-03-03,171.5
2014-03-04,173.0
2014-03-05,174.5
2014-03-06,175.0
2014-03-07,175.25
2014-03-10,173.25
2014-03-11,173.0
2014-03-12,172.5
2014-03-13,172.25
2014-03-14,171.5
2014-03-17,173.0
2014-03-18,174.25
2014-03-19,175.5
2014-03-20,174.0
2014-03-21,172.25
2014-03-24,170.5
2014-03-25,170.75
2014-03-26,172.0
2014-03-27,171.75
2014-03-28,173.25
2014-03-31,176.75
2014-04-01,179.25
2014-04-02,181.75
2014-04-03,182.25
2014-04-04,183.5
2014-04-08,183.25
2014-04-09,183.5
2014-04-10,184.5
2014-04-11,181.5
2014-04-16,182.0
2014-04-17,185.5
2014-04-18,188.0
2014-04-21,189.75
2014-04-22,192.5
2014-04-23,196.5
2014-04-24,193.5
2014-04-25,188.25
2014-04-28,188.5
2014-04-29,190.0
2014-04-30,191.5
2014-05-02,191.75
2014-05-06,192.25
2014-05-07,191.0
2014-05-08,189.5
2014-05-09,188.0
2014-05-12,188.25
2014-05-14,190.0
2014-05-15,192.25
2014-05-16,193.75
2014-05-19,195.25
2014-05-20,192.0
2014-05-21,190.5
2014-05-22,191.75
2014-05-23,188.0
2014-05-26,186.5
2014-05-27,185.75
2014-05-28,188.75
2014-05-29,188.75
2014-05-30,188.0
2014-06-02,191.25
2014-06-03,197.5
2014-06-04,197.25
2014-06-05,196.75
2014-06-06,198.25
2014-06-09,199.25
2014-06-10,202.75
2014-06-11,205.0
2014-06-12,202.0
2014-06-13,202.0
2014-06-16,203.0
2014-06-17,201.5
2014-06-18,199.75
2014-06-19,201.0
2014-06-20,203.0
2014-06-23,203.0
2014-06-24,202.0
2014-06-25,203.0
2014-06-26,204.5
2014-06-27,204.0
2014-06-30,203.5
2014-07-02,207.0
2014-07-03,211.0
2014-07-04,212.0
2014-07-07,213.5
2014-07-08,215.0
2014-07-09,213.0
2014-07-10,213.5
2014-07-14,215.0
2014-07-15,215.5
2014-07-16,213.0
2014-07-17,212.0
2014-07-18,213.5
2014-07-21,216.5
2014-07-22,216.0
2014-07-23,215.0
2014-07-24,215.0
2014-07-25,213.0
2014-07-28,210.5
2014-07-29,206.5
2014-07-30,206.0
2014-07-31,207.5
2014-08-01,209.5
2014-08-04,213.5
2014-08-05,214.5
2014-08-06,214.5
2014-08-07,217.5
2014-08-08,218.0
2014-08-13,222.0
2014-08-14,227.0
2014-08-15,227.0
2014-08-18,225.5
2014-08-19,224.0
2014-08-20,224.0
2014-08-21,223.0
2014-08-22,222.0
2014-08-25,224.0
2014-08-26,223.0
2014-08-27,225.0
2014-08-28,226.0
2014-08-29,225.0
2014-09-01,226.5
2014-09-02,227.0
2014-09-03,229.5
2014-09-04,233.0
2014-09-05,238.5
2014-09-08,241.0
2014-09-09,238.0
2014-09-10,234.0
2014-09-11,229.0
2014-09-12,227.5
2014-09-15,226.5
2014-09-16,226.0
2014-09-17,226.0
2014-09-18,233.0
2014-09-19,235.0
2014-09-22,234.5
2014-09-23,233.5
2014-09-24,232.5
2014-09-25,234.5
2014-09-26,235.0
2014-09-29,234.5
2014-09-30,234.5
2014-10-01,235.5
2014-10-02,235.0
2014-10-03,231.5
2014-10-06,224.0
2014-10-07,223.0
2014-10-08,222.5
2014-10-09,228.5
2014-10-10,227.0
2014-10-13,225.0
2014-10-14,224.0
2014-10-15,225.0
2014-10-16,222.0
2014-10-17,222.5
2014-10-20,229.5
2014-10-21,233.0
2014-10-22,234.0
2014-10-24,233.5
2014-10-27,236.5
2014-10-28,237.5
2014-10-29,238.0
2014-10-30,235.5
2014-10-31,235.0
2014-11-03,234.5
2014-11-04,233.75
2014-11-05,233.0
2014-11-06,233.5
2014-11-07,235.0
2014-11-10,236.5
2014-11-11,236.5
2014-11-12,237.0
2014-11-13,237.5
2014-11-14,237.5
2014-11-17,237.5
2014-11-18,238.5
2014-11-19,240.6
2014-11-20,242.7
2014-11-21,244.8
2014-11-24,246.9
2014-11-25,249.0
2014-11-26,248.25
2014-11-27,247.5
2014-11-28,247.5
2014-12-01,247.5
2014-12-02,247.0
2014-12-03,244.0
2014-12-04,241.0
2014-12-08,240.5
2014-12-09,241.0
2014-12-11,239.0
2014-12-12,236.5
2014-12-15,235.5
2014-12-16,228.5
2014-12-17,226.0
2014-12-18,232.0
2014-12-19,234.0
2014-12-22,233.0
2014-12-23,233.5
2014-12-24,232.5
2014-12-25,229.5
2014-12-26,229.5
2014-12-29,230.0
2014-12-30,228.5
2015-01-05,224.5
2015-01-06,214.0
2015-01-07,216.5
2015-01-08,225.5
2015-01-09,229.5
2015-01-12,227.0
2015-01-13,225.0
2015-01-14,225.0
2015-01-15,226.0
2015-01-16,225.0
2015-01-19,224.5
2015-01-20,223.0
2015-01-21,222.0
2015-01-22,226.5
2015-01-23,233.5
2015-01-26,232.5
2015-01-27,232.0
2015-01-28,231.5
2015-01-29,228.5
2015-01-30,222.5
2015-02-02,220.0
2015-02-03,224.0
2015-02-04,226.5
2015-02-05,225.0
2015-02-06,226.0
2015-02-09,223.5
2015-02-10,222.5
2015-02-11,225.5
2015-02-12,226.5
2015-02-13,225.0
2015-02-16,224.0
2015-02-17,222.0
2015-02-18,221.5
2015-02-19,222.5
2015-02-20,221.0
2015-02-23,218.5
2015-02-24,220.0
2015-02-25,220.5
2015-02-26,217.5
2015-02-27,216.5
2015-03-02,217.5
2015-03-03,221.5
2015-03-05,225.5
2015-03-06,228.5
2015-03-09,227.5
2015-03-10,226.5
2015-03-11,225.5
2015-03-12,226.0
2015-03-13,224.5
2015-03-16,222.0
2015-03-17,222.0
2015-03-18,224.0
2015-03-19,229.0
2015-03-20,229.0
2015-03-23,228.5
2015-03-24,225.5
2015-03-25,225.5
2015-03-26,224.0
2015-03-27,225.5
2015-03-30,228.0
2015-03-31,229.0
2015-04-01,229.5
2015-04-02,230.5
2015-04-03,231.0
2015-04-07,232.0
2015-04-08,233.5
2015-04-09,232.5
2015-04-10,234.0
2015-04-16,234.0
2015-04-17,234.0
2015-04-20,233.5
2015-04-21,232.5
2015-04-22,229.0
2015-04-23,223.0
2015-04-24,222.0
2015-04-27,218.5
2015-04-28,212.0
2015-04-29,209.0
2015-04-30,209.5
2015-05-04,210.0
2015-05-06,205.5
2015-05-07,201.5
2015-05-08,205.5
2015-05-11,210.5
2015-05-12,209.0
2015-05-13,208.0
2015-05-14,208.5
2015-05-15,207.5
2015-05-18,207.0
2015-05-19,207.0
2015-05-20,204.0
2015-05-21,200.75
2015-05-22,200.0
2015-05-25,199.75
2015-05-26,199.75
2015-05-27,197.25
2015-05-28,196.75
2015-05-29,195.75
2015-06-02,193.75
2015-06-03,194.25
2015-06-04,197.25
2015-06-05,201.5
2015-06-08,202.5
2015-06-09,200.5
2015-06-10,200.0
2015-06-11,203.5
2015-06-12,204.5
2015-06-15,202.0
2015-06-16,200.0
2015-06-17,199.5
2015-06-18,199.5
2015-06-19,198.5
2015-06-22,199.5
2015-06-23,200.25
2015-06-24,199.0
2015-06-25,199.0
2015-06-26,199.5
2015-06-29,197.25
2015-06-30,192.25
2015-07-02,184.0
2015-07-03,179.5
2015-07-06,178.5
2015-07-07,181.0
2015-07-08,180.75
2015-07-09,182.5
2015-07-10,186.5
2015-07-13,189.75
2015-07-14,190.25
2015-07-15,189.0
2015-07-16,189.5
2015-07-17,189.0
2015-07-20,189.25
2015-07-21,184.25
2015-07-22,181.25
2015-07-23,181.75
2015-07-24,180.25
2015-07-27,177.25
2015-07-28,174.25
2015-07-29,173.25
2015-07-31,175.0
2015-08-03,179.5
2015-08-04,180.5
2015-08-05,178.75
2015-08-06,176.75
2015-08-07,176.0
2015-08-10,176.25
2015-08-11,175.75
2015-08-13,172.75
2015-08-14,171.75
2015-08-17,173.0
2015-08-18,170.0
2015-08-19,172.75
2015-08-20,172.75
2015-08-21,172.5
2015-08-24,166.25
2015-08-25,167.25
2015-08-26,169.0
2015-08-27,178.0
2015-08-28,180.5
2015-08-31,179.25
2015-09-01,179.5
2015-09-02,179.25
2015-09-03,181.25
2015-09-04,181.0
2015-09-07,179.5
2015-09-08,178.75
2015-09-09,182.5
2015-09-10,183.25
2015-09-11,182.5
2015-09-14,180.25
2015-09-15,179.25
2015-09-16,179.5
2015-09-17,179.75
2015-09-18,181.75
2015-09-21,183.25
2015-09-22,184.25
2015-09-23,182.5
2015-09-24,181.25
2015-09-25,181.5
2015-09-28,178.75
2015-09-29,175.0
2015-09-30,173.25
2015-10-01,170.25
2015-10-02,168.75
2015-10-05,170.5
2015-10-06,173.0
2015-10-07,176.25
2015-10-08,178.0
2015-10-09,182.0
2015-10-12,184.5
2015-10-13,184.5
2015-10-14,183.75
2015-10-15,186.75
2015-10-16,188.5
2015-10-19,189.25
2015-10-20,187.75
2015-10-21,185.25
2015-10-22,185.0
2015-10-26,183.5
2015-10-27,179.75
2015-10-28,177.0
2015-10-29,174.25
2015-10-30,172.75
2015-11-02,175.5
2015-11-03,178.0
2015-11-04,177.75
2015-11-05,177.0
2015-11-06,177.25
2015-11-09,176.75
2015-11-10,175.25
2015-11-11,174.25
2015-11-12,175.25
2015-11-13,175.75
2015-11-16,173.5
2015-11-17,173.75
2015-11-18,172.5
2015-11-19,170.5
2015-11-20,169.5
2015-11-23,170.0
2015-11-24,169.25
2015-11-25,169.75
2015-11-26,169.25
2015-11-27,168.25
2015-11-30,169.0
2015-12-01,169.5
2015-12-02,168.0
2015-12-03,166.5
2015-12-04,166.5
2015-12-08,163.5
2015-12-09,159.25
2015-12-11,155.5
2015-12-14,151.25
2015-12-15,153.5
2015-12-16,154.75
2015-12-17,153.5
2015-12-18,151.25
2015-12-21,150.25
2015-12-22,149.5
2015-12-23,149.5
2015-12-24,152.0
2015-12-25,151.0
2015-12-28,151.75
2015-12-29,151.5
2015-12-30,151.25
2016-01-04,149.25
2016-01-05,146.75
2016-01-06,147.0
2016-01-07,144.75
2016-01-08,145.75
2016-01-11,146.25
2016-01-12,151.5
2016-01-13,160.5
2016-01-14,160.0
2016-01-15,157.0
2016-01-18,152.0
2016-01-19,156.5
2016-01-20,159.0
2016-01-21,161.75
2016-01-22,162.0
2016-01-25,160.75
2016-01-26,157.75
2016-01-27,160.75
2016-01-28,163.25
2016-01-29,167.0
2016-02-01,168.5
2016-02-02,166.5
2016-02-03,163.25
2016-02-04,164.75
2016-02-05,168.0
2016-02-08,169.25
2016-02-09,166.0
2016-02-10,165.75
2016-02-11,164.5
2016-02-12,162.0
2016-02-15,163.0
2016-02-16,164.0
2016-02-17,162.25
2016-02-18,163.75
2016-02-19,166.5
2016-02-23,170.0
2016-02-24,171.75
2016-02-25,172.5
2016-02-26,172.75
2016-02-29,171.75
2016-03-01,172.0
2016-03-02,175.0
2016-03-03,178.0
2016-03-04,180.0
2016-03-07,182.5
2016-03-08,182.0
2016-03-09,180.5
2016-03-10,179.5
2016-03-11,179.5
2016-03-14,183.75
2016-03-15,182.75
2016-03-16,177.0
2016-03-17,173.0
2016-03-18,173.0
2016-03-21,174.5
2016-03-22,175.0
2016-03-23,176.5
2016-03-24,176.75
2016-03-25,174.5
2016-03-28,171.25
2016-03-29,168.25
2016-03-30,171.5
2016-03-31,173.0
2016-04-01,170.25
2016-04-04,168.75
2016-04-05,161.25
2016-04-07,158.25
2016-04-08,157.5
2016-04-11,159.75
2016-04-12,159.75
2016-04-18,161.0
2016-04-19,162.5
2016-04-20,161.5
2016-04-21,164.75
2016-04-22,163.5
2016-04-25,162.25
2016-04-26,163.0
2016-04-27,163.0
2016-04-28,163.0
2016-04-29,164.25
2016-05-03,165.5
2016-05-04,164.0
2016-05-09,163.0
2016-05-10,161.5
2016-05-11,159.25
2016-05-12,158.5
2016-05-13,159.0
2016-05-16,160.5
2016-05-17,162.25
2016-05-18,162.75
2016-05-19,160.5
2016-05-23,160.25
2016-05-24,161.75
2016-05-25,163.75
2016-05-26,165.25
2016-05-27,166.75
2016-05-30,171.5
2016-05-31,173.75
2016-06-01,173.5
2016-06-02,173.0
2016-06-03,175.0
2016-06-06,176.25
2016-06-07,177.25
2016-06-08,175.0
2016-06-09,172.75
2016-06-10,169.5
2016-06-13,166.5
2016-06-14,166.25
2016-06-15,167.5
2016-06-16,164.5
2016-06-17,163.0
2016-06-20,161.5
2016-06-21,162.5
2016-06-22,165.0
2016-06-23,166.5
2016-06-24,164.75
2016-06-27,166.0
2016-06-28,168.5
2016-06-29,173.0
2016-06-30,172.75
2016-07-04,173.75
2016-07-05,178.25
2016-07-06,177.5
2016-07-07,177.75
2016-07-08,175.5
2016-07-11,178.0
2016-07-12,179.5
2016-07-13,177.75
2016-07-14,178.0
2016-07-15,179.5
2016-07-20,181.0
2016-07-21,182.0
2016-07-22,179.5
2016-07-25,180.0
2016-07-26,180.25
2016-07-27,182.5
2016-07-28,190.25
2016-07-29,196.25
2016-08-01,196.25
2016-08-02,192.0
2016-08-03,191.5
2016-08-04,190.75
2016-08-05,189.75
2016-08-08,198.25
2016-08-09,200.5
2016-08-10,200.5
2016-08-11,199.5
2016-08-15,199.75
2016-08-16,199.25
2016-08-17,195.5
2016-08-18,196.25
2016-08-19,196.0
2016-08-22,196.0
2016-08-23,195.5
2016-08-24,196.75
2016-08-25,197.0
2016-08-26,196.5
2016-08-29,198.0
2016-08-30,198.25
2016-08-31,197.5
2016-09-01,199.0
2016-09-02,195.75
2016-09-05,191.75
2016-09-06,188.75
2016-09-07,190.0
2016-09-08,189.25
2016-09-09,186.75
2016-09-12,181.75
2016-09-13,184.75
2016-09-14,187.25
2016-09-15,189.0
2016-09-16,188.5
2016-09-19,188.5
2016-09-20,186.0
2016-09-21,187.25
2016-09-22,191.25
2016-09-23,189.25
2016-09-26,187.25
2016-09-27,189.0
2016-09-28,187.0
2016-09-29,188.5
2016-09-30,187.25
2016-10-03,189.0
2016-10-04,192.0
2016-10-05,194.0
2016-10-06,194.0
2016-10-07,192.75
2016-10-10,186.0
2016-10-11,185.75
2016-10-12,182.5
2016-10-13,183.5
2016-10-14,192.25
2016-10-17,180.25
2016-10-18,177.75
2016-10-19,175.75
2016-10-20,177.75
2016-10-21,177.25
2016-10-25,175.75
2016-10-26,173.25
2016-10-27,172.5
2016-10-28,172.5
2016-10-31,172.0
2016-11-01,171.5
2016-11-02,170.0
2016-11-03,168.25
2016-11-04,166.25
2016-11-07,169.0
2016-11-08,171.0
2016-11-09,169.75
2016-11-10,171.75
2016-11-11,169.75
2016-11-14,167.5
2016-11-15,168.0
2016-11-16,167.25
2016-11-17,168.5
2016-11-18,169.75
2016-11-21,170.0
2016-11-22,170.5
2016-11-23,171.25
2016-11-24,170.0
2016-11-25,171.0
2016-11-28,170.75
2016-11-29,170.25
2016-11-30,169.0
2016-12-01,170.5
2016-12-02,169.75
2016-12-06,169.5
2016-12-07,169.75
2016-12-08,173.0
2016-12-09,174.75
2016-12-13,173.5
2016-12-14,171.5
2016-12-15,169.75
2016-12-16,170.25
2016-12-19,170.0
2016-12-20,170.75
2016-12-21,171.25
2016-12-22,171.5
2016-12-23,172.75
2016-12-26,173.75
2016-12-27,174.5
2016-12-28,174.75
2016-12-29,175.25
2016-12-30,177.25
2017-01-04,179.75
2017-01-05,182.75
2017-01-06,183.0
2017-01-09,185.0
2017-01-10,187.75
2017-01-11,190.5
2017-01-12,189.5
2017-01-16,187.25
2017-01-17,185.0
2017-01-18,186.0
2017-01-19,183.0
2017-01-20,182.75
2017-01-23,185.25
2017-01-24,186.5
2017-01-25,189.5
2017-01-26,191.5
2017-01-27,188.25
2017-01-30,188.0
2017-01-31,188.5
2017-02-01,189.0
2017-02-02,190.5
2017-02-03,190.25
2017-02-06,193.75
2017-02-07,195.25
2017-02-08,195.25
2017-02-09,197.0
2017-02-10,198.75
2017-02-14,196.25
2017-02-15,193.25
2017-02-16,194.0
2017-02-17,196.5
2017-02-20,197.25
2017-02-21,194.75
2017-02-22,193.0
2017-02-23,191.25
2017-02-24,190.0
2017-02-27,188.25
2017-02-28,190.25
2017-03-01,193.75
2017-03-02,195.75
2017-03-03,195.5
2017-03-06,193.0
2017-03-07,192.0
2017-03-08,191.5
2017-03-09,190.75
2017-03-10,190.0
2017-03-13,189.25
2017-03-14,190.0
2017-03-15,189.5
2017-03-16,191.5
2017-03-17,193.0
2017-03-20,192.75
2017-03-21,192.5
2017-03-22,190.75
2017-03-23,191.25
2017-03-24,191.0
2017-03-27,191.0
2017-03-28,192.0
2017-03-29,192.5
2017-03-30,192.0
2017-03-31,190.5
2017-04-03,190.0
2017-04-04,191.5
2017-04-05,193.0
2017-04-07,193.5
2017-04-10,193.5
2017-04-11,194.5
2017-04-12,195.5
2017-04-17,194.25
2017-04-18,193.25
2017-04-19,189.0
2017-04-20,187.75
2017-04-21,189.0
2017-04-24,187.25
2017-04-25,185.5
2017-04-26,185.25
2017-04-27,184.0
2017-04-28,184.75
2017-05-02,186.0
2017-05-03,188.25
2017-05-04,191.5
2017-05-08,192.0
2017-05-09,193.0
2017-05-11,191.25
2017-05-12,189.25
2017-05-15,185.0
2017-05-16,183.75
2017-05-17,183.75
2017-05-18,184.5
2017-05-19,186.0
2017-05-22,189.25
2017-05-23,191.0
2017-05-24,191.0
2017-05-25,191.0
2017-05-26,190.25
2017-05-29,190.25
2017-05-30,190.5
2017-05-31,189.0
2017-06-01,188.75
2017-06-02,190.0
2017-06-05,190.0
2017-06-06,189.75
2017-06-07,188.75
2017-06-08,188.25
2017-06-09,188.5
2017-06-12,189.5
2017-06-13,191.25
2017-06-14,191.75
2017-06-15,190.0
2017-06-16,191.25
2017-06-19,192.0
2017-06-20,192.25
2017-06-21,192.75
2017-06-22,192.25
2017-06-23,192.5
2017-06-26,193.75
2017-06-27,194.75
2017-06-28,196.5
2017-06-29,198.75
2017-06-30,198.75
2017-07-03,197.75
2017-07-04,198.5
2017-07-05,198.75
2017-07-06,198.0
2017-07-07,196.5
2017-07-11,197.5
2017-07-12,201.5
2017-07-13,204.0
2017-07-14,203.0
2017-07-17,201.0
2017-07-18,199.25
2017-07-19,198.25
2017-07-20,196.25
2017-07-21,196.75
2017-07-24,197.5
2017-07-25,198.25
2017-07-26,198.5
2017-07-27,198.25
2017-07-31,195.0
2017-08-01,190.0
2017-08-02,190.0
2017-08-03,189.0
2017-08-04,188.75
2017-08-07,188.5
2017-08-08,191.75
2017-08-09,193.0
2017-08-10,193.75
2017-08-11,193.25
2017-08-15,193.0
2017-08-16,191.5
2017-08-17,190.75
2017-08-18,190.25
2017-08-21,191.0
2017-08-22,193.25
2017-08-23,196.25
2017-08-24,197.0
2017-08-25,196.5
2017-08-28,199.25
2017-08-29,201.0
2017-08-30,204.0
2017-08-31,202.5
2017-09-01,203.5
2017-09-04,203.5
2017-09-05,203.0
2017-09-06,201.0
2017-09-07,203.0
2017-09-08,206.5
2017-09-11,211.0
2017-09-12,212.0
2017-09-13,211.5
2017-09-14,214.0
2017-09-15,214.5
2017-09-18,214.0
2017-09-19,215.5
2017-09-20,213.5
2017-09-21,211.0
2017-09-22,207.0
2017-09-25,208.0
2017-09-26,208.5
2017-09-27,209.0
2017-09-28,208.0
2017-09-29,206.5
2017-10-02,208.0
2017-10-03,208.0
2017-10-04,208.0
2017-10-05,207.5
2017-10-06,208.0
2017-10-09,207.0
2017-10-10,209.5
2017-10-11,215.5
2017-10-12,216.5
2017-10-16,217.0
2017-10-17,217.0
2017-10-18,216.0
2017-10-19,214.0
2017-10-20,210.5
2017-10-24,211.5
2017-10-25,211.5
2017-10-27,212.5
2017-10-30,216.5
2017-10-31,221.0
2017-11-01,223.0
2017-11-02,223.0
2017-11-03,223.0
2017-11-06,221.5
2017-11-07,220.5
2017-11-08,221.0
2017-11-09,221.5
2017-11-10,217.5
2017-11-13,216.5
2017-11-14,221.0
2017-11-15,221.5
2017-11-16,220.5
2017-11-17,223.5
2017-11-20,224.0
2017-11-21,223.0
2017-11-22,224.0
2017-11-23,223.5
2017-11-24,222.5
2017-11-27,221.5
2017-11-28,221.5
2017-11-29,226.5
2017-11-30,227.5
2017-12-01,225.0
2017-12-04,225.0
2017-12-06,227.0
2017-12-07,229.5
2017-12-08,229.5
2017-12-12,227.0
2017-12-13,225.0
2017-12-14,227.0
2017-12-15,229.0
2017-12-18,229.5
2017-12-19,231.0
2017-12-20,232.5
2017-12-21,234.0
2017-12-22,233.5
2017-12-25,233.5
2017-12-26,234.5
2017-12-27,235.0
2017-12-28,233.5
2017-12-29,233.5
