Date,LH
2012-12-18,7.95
2012-12-19,8.0
2012-12-20,8.0
2012-12-21,8.0
2012-12-24,7.95
2012-12-25,8.0
2012-12-26,8.025
2012-12-27,8.05
2012-12-28,8.149999999999999
2013-01-02,8.1
2013-01-03,8.2
2013-01-04,8.65
2013-01-07,9.05
2013-01-08,9.1
2013-01-09,9.0
2013-01-10,8.85
2013-01-11,8.975
2013-01-14,9.1
2013-01-15,9.1625
2013-01-16,9.225000000000001
2013-01-17,9.287500000000001
2013-01-18,9.350000000000001
2013-01-21,9.7
2013-01-22,9.7
2013-01-23,9.7
2013-01-24,9.850000000000001
2013-01-25,9.8
2013-01-28,9.850000000000001
2013-01-29,9.775
2013-01-30,9.7
2013-01-31,9.524999999999999
2013-02-01,9.35
2013-02-04,9.3
2013-02-05,9.2
2013-02-06,9.4
2013-02-07,9.45
2013-02-08,9.416666666666666
2013-02-11,9.383333333333335
2013-02-12,9.350000000000001
2013-02-13,9.4
2013-02-14,9.4
2013-02-15,9.350000000000001
2013-02-18,9.3
2013-02-19,9.375
2013-02-20,9.45
2013-02-21,9.5
2013-02-22,9.55
2013-02-26,9.7
2013-02-27,10.0
2013-02-28,10.1
2013-03-01,9.9
2013-03-04,9.7
2013-03-05,9.7
2013-03-06,9.95
2013-03-07,10.1
2013-03-08,10.024999999999999
2013-03-11,9.95
2013-03-12,10.274999999999999
2013-03-13,10.6
2013-03-14,10.8
2013-03-15,11.05
2013-03-18,11.3
2013-03-19,10.899999999999999
2013-03-20,10.649999999999999
2013-03-21,10.5
2013-03-22,10.25
2013-03-25,10.45
2013-03-26,10.65
2013-03-27,10.7
2013-03-28,10.75
2013-03-29,10.75
2013-04-01,10.649999999999999
2013-04-02,10.366666666666665
2013-04-03,10.083333333333334
2013-04-04,9.8
2013-04-05,9.75
2013-04-09,9.7
2013-04-10,9.95
2013-04-11,10.2
2013-04-12,10.149999999999999
2013-04-17,10.149999999999999
2013-04-18,10.2
2013-04-19,10.45
2013-04-22,10.55
2013-04-23,10.65
2013-04-24,10.55
2013-04-25,10.725000000000001
2013-04-26,10.9
2013-04-29,11.05
2013-04-30,10.95
2013-05-02,10.783333333333333
2013-05-03,10.616666666666665
2013-05-07,10.45
2013-05-08,10.625
2013-05-09,10.8
2013-05-10,10.9
2013-05-13,10.933333333333334
2013-05-14,10.966666666666667
2013-05-15,11.0
2013-05-16,11.05
2013-05-17,10.850000000000001
2013-05-20,10.95
2013-05-21,10.95
2013-05-22,10.7
2013-05-23,10.45
2013-05-27,10.2
2013-05-28,10.0
2013-05-29,9.9
2013-05-30,9.8
2013-05-31,9.8
2013-06-03,9.5
2013-06-04,9.65
2013-06-05,9.5
2013-06-06,9.25
2013-06-07,9.149999999999999
2013-06-10,9.2
2013-06-11,8.85
2013-06-12,8.5
2013-06-13,8.7
2013-06-14,9.2
2013-06-17,9.2
2013-06-18,9.0
2013-06-19,8.95
2013-06-20,8.75
2013-06-21,8.45
2013-06-24,8.475
2013-06-25,8.5
2013-06-26,8.899999999999999
2013-06-27,9.174999999999999
2013-06-28,9.45
2013-07-02,9.600000000000001
2013-07-03,9.45
2013-07-04,9.100000000000001
2013-07-05,8.725000000000001
2013-07-08,8.350000000000001
2013-07-09,8.15
2013-07-10,8.05
2013-07-11,8.55
2013-07-12,9.0
2013-07-15,9.1
2013-07-16,8.95
2013-07-17,8.95
2013-07-18,9.1
2013-07-19,9.25
2013-07-23,9.45
2013-07-24,9.6
2013-07-25,9.325
2013-07-26,9.05
2013-07-29,8.9
2013-07-30,8.750000000000002
2013-07-31,8.600000000000001
2013-08-01,8.899999999999999
2013-08-02,9.1
2013-08-05,9.024999999999999
2013-08-06,8.95
2013-08-07,9.1
2013-08-08,9.3
2013-08-09,9.3
2013-08-13,9.2
2013-08-14,9.25
2013-08-15,9.35
2013-08-16,9.45
2013-08-19,9.3
2013-08-20,9.075000000000001
2013-08-21,8.850000000000001
2013-08-22,8.600000000000001
2013-08-23,8.5
2013-08-26,8.35
2013-08-27,8.2
2013-08-28,7.6
2013-08-29,7.699999999999999
2013-08-30,7.8
2013-09-02,8.0
2013-09-03,7.9
2013-09-04,7.75
2013-09-05,7.800000000000001
2013-09-06,8.05
2013-09-09,8.3
2013-09-10,8.45
2013-09-11,8.55
2013-09-12,8.45
2013-09-13,8.3
2013-09-16,8.899999999999999
2013-09-17,9.0
2013-09-18,9.35
2013-09-19,9.7
2013-09-20,9.6
2013-09-23,9.5
2013-09-24,9.149999999999999
2013-09-25,9.4
2013-09-26,9.25
2013-09-27,9.25
2013-09-30,8.95
2013-10-01,9.1
2013-10-02,9.325
2013-10-03,9.55
2013-10-04,9.5
2013-10-07,9.25
2013-10-08,9.350000000000001
2013-10-09,9.4
2013-10-10,9.524999999999999
2013-10-11,9.649999999999999
2013-10-14,9.6
2013-10-15,9.850000000000001
2013-10-16,9.8
2013-10-17,9.825000000000001
2013-10-18,9.850000000000001
2013-10-21,9.600000000000001
2013-10-22,9.350000000000001
2013-10-24,9.45
2013-10-25,9.350000000000001
2013-10-28,9.350000000000001
2013-10-29,9.350000000000001
2013-10-30,9.25
2013-10-31,9.1
2013-11-01,8.95
2013-11-04,8.8
2013-11-05,8.7
2013-11-06,8.95
2013-11-07,8.9
2013-11-08,8.600000000000001
2013-11-11,8.3
2013-11-12,8.65
2013-11-13,8.6
2013-11-14,8.7
2013-11-15,8.75
2013-11-18,8.675
2013-11-19,8.6
2013-11-20,8.350000000000001
2013-11-21,8.2
2013-11-22,8.1
2013-11-25,8.0
2013-11-26,8.0
2013-11-27,8.2
2013-11-28,8.274999999999999
2013-11-29,8.35
2013-12-02,8.274999999999999
2013-12-03,8.2
2013-12-04,8.2
2013-12-06,8.1
2013-12-09,7.95
2013-12-11,7.95
2013-12-12,7.85
2013-12-13,7.75
2013-12-16,7.6
2013-12-17,7.55
2013-12-18,7.65
2013-12-19,7.6
2013-12-20,7.5
2013-12-23,7.4
2013-12-24,7.35
2013-12-25,7.45
2013-12-26,7.45
2013-12-27,7.5
2014-01-02,7.25
2014-01-03,7.075
2014-01-06,6.9
2014-01-07,7.050000000000001
2014-01-08,7.05
2014-01-09,7.05
2014-01-10,6.9
2014-01-13,7.05
2014-01-14,7.15
2014-01-15,7.2
2014-01-16,7.4
2014-01-17,7.5
2014-01-20,7.4
2014-01-21,7.366666666666667
2014-01-22,7.333333333333334
2014-01-23,7.300000000000001
2014-01-24,7.4
2014-01-27,7.5
2014-01-28,7.35
2014-01-29,7.175
2014-01-30,7.0
2014-01-31,7.1
2014-02-03,7.300000000000001
2014-02-04,7.25
2014-02-05,7.2
2014-02-06,7.35
2014-02-07,7.5
2014-02-10,7.449999999999999
2014-02-11,7.5
2014-02-12,7.7
2014-02-13,7.8999999999999995
2014-02-17,8.1
2014-02-18,8.05
2014-02-19,7.875
2014-02-20,7.699999999999999
2014-02-21,7.6
2014-02-24,7.45
2014-02-25,7.4
2014-02-26,7.45
2014-02-27,7.574999999999999
2014-02-28,7.699999999999999
2014-03-03,7.949999999999999
2014-03-04,8.0
2014-03-05,8.05
2014-03-06,8.1
2014-03-07,8.149999999999999
2014-03-10,8.149999999999999
2014-03-11,8.149999999999999
2014-03-12,8.05
2014-03-13,8.075
2014-03-14,8.1
2014-03-17,8.25
2014-03-18,8.3
2014-03-19,8.175
2014-03-20,8.05
2014-03-21,7.9
2014-03-24,7.8
2014-03-25,7.8
2014-03-26,7.85
2014-03-27,7.9
2014-03-28,7.95
2014-03-31,8.0
2014-04-01,8.116666666666667
2014-04-02,8.233333333333333
2014-04-03,8.35
2014-04-04,8.55
2014-04-08,8.45
2014-04-09,8.350000000000001
2014-04-10,8.4
2014-04-11,8.45
2014-04-16,8.5
2014-04-17,8.7
2014-04-18,8.8
2014-04-21,8.8
2014-04-22,8.850000000000001
2014-04-23,8.95
2014-04-24,8.95
2014-04-25,9.075
2014-04-28,9.2
2014-04-29,10.05
2014-04-30,9.850000000000001
2014-05-02,10.05
2014-05-06,10.1
2014-05-07,10.05
2014-05-08,10.0
2014-05-09,9.649999999999999
2014-05-12,9.7
2014-05-14,9.8
2014-05-15,9.649999999999999
2014-05-16,9.649999999999999
2014-05-19,9.75
2014-05-20,9.8
2014-05-21,10.1
2014-05-22,10.15
2014-05-23,9.8
2014-05-26,9.7
2014-05-27,9.649999999999999
2014-05-28,9.8
2014-05-29,9.775
2014-05-30,9.75
2014-06-02,9.775
2014-06-03,9.8
2014-06-04,9.825
2014-06-05,9.85
2014-06-06,9.875
2014-06-09,9.9
2014-06-10,9.925
2014-06-11,9.950000000000001
2014-06-12,9.975000000000001
2014-06-13,10.0
2014-06-16,10.025
2014-06-17,10.05
2014-06-18,9.899999999999999
2014-06-19,9.9
2014-06-20,10.0
2014-06-23,10.0
2014-06-24,10.0
2014-06-25,10.0
2014-06-26,10.0
2014-06-27,9.95
2014-06-30,9.850000000000001
2014-07-02,9.9
2014-07-03,9.95
2014-07-04,10.0
2014-07-07,10.1
2014-07-08,10.3
2014-07-09,10.3
2014-07-10,10.475
2014-07-14,10.649999999999999
2014-07-15,10.6
2014-07-16,10.55
2014-07-17,10.483333333333334
2014-07-18,10.416666666666668
2014-07-21,10.350000000000001
2014-07-22,10.25
2014-07-23,10.2
2014-07-24,10.15
2014-07-25,10.1
2014-07-28,10.033333333333333
2014-07-29,9.966666666666667
2014-07-30,9.9
2014-07-31,9.600000000000001
2014-08-01,9.4
2014-08-04,9.45
2014-08-05,9.6
2014-08-06,9.75
2014-08-07,9.775
2014-08-08,9.8
2014-08-13,9.8
2014-08-14,9.9
2014-08-15,10.2
2014-08-18,10.649999999999999
2014-08-19,10.850000000000001
2014-08-20,10.95
2014-08-21,10.975
2014-08-22,11.0
2014-08-25,11.025
2014-08-26,11.05
2014-08-27,10.850000000000001
2014-08-28,10.9
2014-08-29,10.865
2014-09-01,10.83
2014-09-02,10.795
2014-09-03,10.76
2014-09-04,10.725000000000001
2014-09-05,10.690000000000001
2014-09-08,10.655000000000001
2014-09-09,10.620000000000001
2014-09-10,10.585
2014-09-11,10.55
2014-09-12,10.58125
2014-09-15,10.6125
2014-09-16,10.64375
2014-09-17,10.675
2014-09-18,10.70625
2014-09-19,10.7375
2014-09-22,10.76875
2014-09-23,10.8
2014-09-24,10.714285714285715
2014-09-25,10.628571428571428
2014-09-26,10.542857142857143
2014-09-29,10.457142857142857
2014-09-30,10.371428571428572
2014-10-01,10.285714285714285
2014-10-02,10.2
2014-10-03,10.16
2014-10-06,10.12
2014-10-07,10.08
2014-10-08,10.04
2014-10-09,10.0
2014-10-10,9.96
2014-10-13,9.92
2014-10-14,9.88
2014-10-15,9.84
2014-10-16,9.8
2014-10-17,9.8
2014-10-20,9.8
2014-10-21,9.7
2014-10-22,9.8
2014-10-24,9.8
2014-10-27,9.9
2014-10-28,10.1
2014-10-29,10.133333333333333
2014-10-30,10.166666666666666
2014-10-31,10.2
2014-11-03,10.2
2014-11-04,10.05
2014-11-05,10.05
2014-11-06,10.05
2014-11-07,10.014285714285714
2014-11-10,9.97857142857143
2014-11-11,9.942857142857143
2014-11-12,9.907142857142858
2014-11-13,9.871428571428572
2014-11-14,9.835714285714287
2014-11-17,9.8
2014-11-18,9.9
2014-11-19,9.925
2014-11-20,9.95
2014-11-21,9.95
2014-11-24,9.95
2014-11-25,9.850000000000001
2014-11-26,9.95
2014-11-27,9.95
2014-11-28,9.95
2014-12-01,10.0
2014-12-02,10.0
2014-12-03,9.95
2014-12-04,9.9
2014-12-08,9.733333333333334
2014-12-09,9.566666666666666
2014-12-11,9.4
2014-12-12,9.275
2014-12-15,9.15
2014-12-16,8.875
2014-12-17,8.6
2014-12-18,8.64
2014-12-19,8.68
2014-12-22,8.719999999999999
2014-12-23,8.76
2014-12-24,8.8
2014-12-25,8.84
2014-12-26,8.879999999999999
2014-12-29,8.92
2014-12-30,8.96
2015-01-05,9.0
2015-01-06,9.02142857142857
2015-01-07,9.042857142857143
2015-01-08,9.064285714285713
2015-01-09,9.085714285714285
2015-01-12,9.107142857142856
2015-01-13,9.128571428571428
2015-01-14,9.149999999999999
2015-01-15,9.124999999999998
2015-01-16,9.1
2015-01-19,9.075
2015-01-20,9.049999999999999
2015-01-21,9.025
2015-01-22,9.0
2015-01-23,9.1
2015-01-26,9.2
2015-01-27,9.3
2015-01-28,9.4
2015-01-29,9.4
2015-01-30,9.3
2015-02-02,9.2
2015-02-03,9.3
2015-02-04,9.3
2015-02-05,9.35
2015-02-06,9.55
2015-02-09,9.55
2015-02-10,9.5
2015-02-11,9.6
2015-02-12,9.649999999999999
2015-02-13,9.825
2015-02-16,10.0
2015-02-17,9.983333333333333
2015-02-18,9.966666666666667
2015-02-19,9.95
2015-02-20,10.05
2015-02-23,10.2
2015-02-24,10.4
2015-02-25,10.45
2015-02-26,10.4
2015-02-27,10.35
2015-03-02,10.3
2015-03-03,10.1
2015-03-05,10.0
2015-03-06,10.0
2015-03-09,10.1
2015-03-10,10.0
2015-03-11,9.75
2015-03-12,9.75
2015-03-13,9.649999999999999
2015-03-16,9.6
2015-03-17,9.6
2015-03-18,9.5
2015-03-19,9.649999999999999
2015-03-20,9.7
2015-03-23,9.9
2015-03-24,9.8
2015-03-25,9.8
2015-03-26,9.649999999999999
2015-03-27,9.6
2015-03-30,9.75
2015-03-31,9.8
2015-04-01,9.8
2015-04-02,9.8
2015-04-03,9.8
2015-04-07,9.8
2015-04-08,9.8
2015-04-09,9.8
2015-04-10,9.850000000000001
2015-04-16,9.95
2015-04-17,10.1
2015-04-20,10.05
2015-04-21,10.149999999999999
2015-04-22,10.25
2015-04-23,10.15
2015-04-24,10.1
2015-04-27,10.2
2015-04-28,10.1
2015-04-29,9.4
2015-04-30,9.5
2015-05-04,9.6
2015-05-06,9.399999999999999
2015-05-07,9.1
2015-05-08,9.1
2015-05-11,9.05
2015-05-12,9.1
2015-05-13,9.0
2015-05-14,9.05
2015-05-15,9.149999999999999
2015-05-18,9.2
2015-05-19,9.25
2015-05-20,9.4
2015-05-21,9.4
2015-05-22,9.45
2015-05-25,9.5
2015-05-26,9.3
2015-05-27,9.2
2015-05-28,9.25
2015-05-29,9.3
2015-06-02,9.25
2015-06-03,9.1
2015-06-04,9.25
2015-06-05,9.3
2015-06-08,9.3
2015-06-09,9.1
2015-06-10,9.0
2015-06-11,9.2
2015-06-12,9.149999999999999
2015-06-15,9.1
2015-06-16,9.0
2015-06-17,9.0
2015-06-18,9.2
2015-06-19,9.2
2015-06-22,9.25
2015-06-23,9.3
2015-06-24,9.2
2015-06-25,9.1
2015-06-26,9.1
2015-06-29,9.0
2015-06-30,8.95
2015-07-02,8.600000000000001
2015-07-03,8.350000000000001
2015-07-06,8.2
2015-07-07,8.149999999999999
2015-07-08,8.3
2015-07-09,8.25
2015-07-10,8.2
2015-07-13,8.3
2015-07-14,8.4
2015-07-15,8.350000000000001
2015-07-16,8.3
2015-07-17,8.2
2015-07-20,8.25
2015-07-21,8.2
2015-07-22,8.2
2015-07-23,8.25
2015-07-24,8.2
2015-07-27,7.949999999999999
2015-07-28,7.9
2015-07-29,7.85
2015-07-31,7.9
2015-08-03,8.1
2015-08-04,8.05
2015-08-05,8.1
2015-08-06,8.0
2015-08-07,8.05
2015-08-10,8.0
2015-08-11,7.95
2015-08-13,8.0
2015-08-14,8.149999999999999
2015-08-17,8.149999999999999
2015-08-18,7.95
2015-08-19,7.85
2015-08-20,7.8
2015-08-21,7.85
2015-08-24,7.6
2015-08-25,7.699999999999999
2015-08-26,7.45
2015-08-27,7.75
2015-08-28,7.9
2015-08-31,7.9
2015-09-01,7.699999999999999
2015-09-02,7.699999999999999
2015-09-03,7.9
2015-09-04,7.85
2015-09-07,7.8
2015-09-08,7.8
2015-09-09,8.05
2015-09-10,8.0
2015-09-11,7.95
2015-09-14,7.85
2015-09-15,7.8
2015-09-16,7.95
2015-09-17,8.05
2015-09-18,8.3
2015-09-21,8.45
2015-09-22,8.4
2015-09-23,8.2
2015-09-24,8.2
2015-09-25,8.25
2015-09-28,8.1
2015-09-29,8.0
2015-09-30,8.0
2015-10-01,8.05
2015-10-02,8.1
2015-10-05,8.0
2015-10-06,8.0
2015-10-07,8.1
2015-10-08,8.149999999999999
2015-10-09,8.3
2015-10-12,8.55
2015-10-13,8.6
2015-10-14,8.649999999999999
2015-10-15,8.75
2015-10-16,8.6
2015-10-19,8.5
2015-10-20,8.4
2015-10-21,8.45
2015-10-22,8.4
2015-10-26,8.5
2015-10-27,8.6
2015-10-28,8.5
2015-10-29,8.45
2015-10-30,8.5
2015-11-02,8.6
2015-11-03,8.6
2015-11-04,8.7
2015-11-05,8.8
2015-11-06,8.9
2015-11-09,8.95
2015-11-10,8.8
2015-11-11,8.75
2015-11-12,8.75
2015-11-13,8.75
2015-11-16,8.75
2015-11-17,8.8
2015-11-18,8.9
2015-11-19,9.1
2015-11-20,9.2
2015-11-23,9.3
2015-11-24,9.4
2015-11-25,9.4
2015-11-26,9.4
2015-11-27,9.2
2015-11-30,9.2
2015-12-01,9.149999999999999
2015-12-02,8.95
2015-12-03,8.850000000000001
2015-12-04,8.9
2015-12-08,8.9
2015-12-09,8.649999999999999
2015-12-11,8.649999999999999
2015-12-14,8.5
2015-12-15,8.65
2015-12-16,8.7
2015-12-17,8.8
2015-12-18,8.9
2015-12-21,9.0
2015-12-22,9.05
2015-12-23,9.05
2015-12-24,9.1
2015-12-25,9.0
2015-12-28,9.0
2015-12-29,9.1
2015-12-30,9.25
2016-01-04,9.149999999999999
2016-01-05,9.05
2016-01-06,9.0
2016-01-07,8.9
2016-01-08,8.8
2016-01-11,8.75
2016-01-12,8.649999999999999
2016-01-13,8.9
2016-01-14,8.8
2016-01-15,8.7
2016-01-18,8.6
2016-01-19,8.7
2016-01-20,8.649999999999999
2016-01-21,8.6
2016-01-22,8.649999999999999
2016-01-25,8.6
2016-01-26,8.649999999999999
2016-01-27,8.75
2016-01-28,8.75
2016-01-29,8.8
2016-02-01,8.8
2016-02-02,8.649999999999999
2016-02-03,8.6
2016-02-04,8.6
2016-02-05,8.7
2016-02-08,8.7
2016-02-09,8.6
2016-02-10,8.6
2016-02-11,8.5
2016-02-12,8.4
2016-02-15,8.4
2016-02-16,8.4
2016-02-17,8.1
2016-02-18,8.0
2016-02-19,8.0
2016-02-23,8.149999999999999
2016-02-24,8.1
2016-02-25,8.149999999999999
2016-02-26,8.3
2016-02-29,8.350000000000001
2016-03-01,8.5
2016-03-02,8.6
2016-03-03,8.6
2016-03-04,8.6
2016-03-07,8.6
2016-03-08,8.5
2016-03-09,8.45
2016-03-10,8.4
2016-03-11,8.45
2016-03-14,8.5
2016-03-15,8.55
2016-03-16,8.5
2016-03-17,8.6
2016-03-18,8.55
2016-03-21,8.55
2016-03-22,8.5
2016-03-23,8.55
2016-03-24,8.7
2016-03-25,8.75
2016-03-28,8.8
2016-03-29,8.9
2016-03-30,9.0
2016-03-31,9.0
2016-04-01,8.9
2016-04-04,8.9
2016-04-05,8.95
2016-04-07,9.0
2016-04-08,9.0
2016-04-11,9.1
2016-04-12,9.2
2016-04-18,9.2
2016-04-19,9.2
2016-04-20,9.149999999999999
2016-04-21,9.05
2016-04-22,9.0
2016-04-25,9.0
2016-04-26,9.0
2016-04-27,8.95
2016-04-28,8.9
2016-04-29,8.4
2016-05-03,8.45
2016-05-04,8.55
2016-05-09,8.6
2016-05-10,8.6
2016-05-11,8.5
2016-05-12,8.6
2016-05-13,8.65
2016-05-16,8.5
2016-05-17,8.45
2016-05-18,8.4
2016-05-19,8.4
2016-05-23,8.3
2016-05-24,8.3
2016-05-25,8.45
2016-05-26,8.45
2016-05-27,8.5
2016-05-30,8.55
2016-05-31,8.6
2016-06-01,8.6
2016-06-02,8.7
2016-06-03,9.05
2016-06-06,9.2
2016-06-07,9.05
2016-06-08,9.149999999999999
2016-06-09,9.2
2016-06-10,9.05
2016-06-13,9.0
2016-06-14,8.95
2016-06-15,8.95
2016-06-16,8.850000000000001
2016-06-17,8.9
2016-06-20,8.9
2016-06-21,9.0
2016-06-22,9.05
2016-06-23,9.0
2016-06-24,8.9
2016-06-27,9.0
2016-06-28,9.0
2016-06-29,9.05
2016-06-30,9.05
2016-07-04,9.0
2016-07-05,8.95
2016-07-06,8.9
2016-07-07,8.95
2016-07-08,9.0
2016-07-11,9.149999999999999
2016-07-12,9.55
2016-07-13,9.75
2016-07-14,9.6
2016-07-15,9.45
2016-07-20,9.5
2016-07-21,9.45
2016-07-22,9.45
2016-07-25,9.6
2016-07-26,9.649999999999999
2016-07-27,9.8
2016-07-28,9.95
2016-07-29,10.2
2016-08-01,10.15
2016-08-02,9.8
2016-08-03,9.9
2016-08-04,9.85
2016-08-05,9.8
2016-08-08,10.15
2016-08-09,10.15
2016-08-10,10.15
2016-08-11,10.149999999999999
2016-08-15,10.1
2016-08-16,9.95
2016-08-17,9.8
2016-08-18,9.9
2016-08-19,10.0
2016-08-22,10.0
2016-08-23,10.0
2016-08-24,9.75
2016-08-25,9.8
2016-08-26,9.75
2016-08-29,9.55
2016-08-30,9.55
2016-08-31,9.5
2016-09-01,9.4
2016-09-02,9.45
2016-09-05,9.3
2016-09-06,9.2
2016-09-07,9.2
2016-09-08,9.1
2016-09-09,8.9
2016-09-12,8.649999999999999
2016-09-13,8.8
2016-09-14,8.850000000000001
2016-09-15,8.95
2016-09-16,9.05
2016-09-19,9.1
2016-09-20,9.1
2016-09-21,9.2
2016-09-22,9.4
2016-09-23,9.4
2016-09-26,9.2
2016-09-27,9.3
2016-09-28,9.3
2016-09-29,9.3
2016-09-30,9.05
2016-10-03,9.0
2016-10-04,9.2
2016-10-05,9.3
2016-10-06,9.25
2016-10-07,9.25
2016-10-10,9.0
2016-10-11,9.0
2016-10-12,8.7
2016-10-13,8.5
2016-10-14,9.05
2016-10-17,9.05
2016-10-18,9.2
2016-10-19,9.2
2016-10-20,9.3
2016-10-21,9.25
2016-10-25,9.3
2016-10-26,9.3
2016-10-27,9.3
2016-10-28,9.25
2016-10-31,9.2
2016-11-01,9.2
2016-11-02,9.1
2016-11-03,9.1
2016-11-04,9.1
2016-11-07,9.1
2016-11-08,9.149999999999999
2016-11-09,9.1
2016-11-10,9.1
2016-11-11,9.0
2016-11-14,8.95
2016-11-15,8.95
2016-11-16,8.850000000000001
2016-11-17,8.8
2016-11-18,8.8
2016-11-21,8.8
2016-11-22,8.8
2016-11-23,8.9
2016-11-24,9.0
2016-11-25,9.0
2016-11-28,9.0
2016-11-29,9.149999999999999
2016-11-30,9.25
2016-12-01,9.25
2016-12-02,9.05
2016-12-06,9.0
2016-12-07,9.0
2016-12-08,9.1
2016-12-09,9.2
2016-12-13,9.2
2016-12-14,9.2
2016-12-15,9.149999999999999
2016-12-16,9.2
2016-12-19,9.2
2016-12-20,9.2
2016-12-21,9.25
2016-12-22,9.25
2016-12-23,9.3
2016-12-26,9.45
2016-12-27,9.600000000000001
2016-12-28,9.8
2016-12-29,9.850000000000001
2016-12-30,9.850000000000001
2017-01-04,9.75
2017-01-05,9.8
2017-01-06,9.8
2017-01-09,9.8
2017-01-10,9.899999999999999
2017-01-11,10.1
2017-01-12,10.1
2017-01-16,9.95
2017-01-17,9.8
2017-01-18,9.7
2017-01-19,9.55
2017-01-20,9.55
2017-01-23,9.7
2017-01-24,9.8
2017-01-25,9.9
2017-01-26,10.0
2017-01-27,9.850000000000001
2017-01-30,9.8
2017-01-31,9.75
2017-02-01,9.7
2017-02-02,9.8
2017-02-03,9.850000000000001
2017-02-06,9.95
2017-02-07,9.850000000000001
2017-02-08,9.8
2017-02-09,9.9
2017-02-10,9.9
2017-02-14,9.8
2017-02-15,9.7
2017-02-16,9.75
2017-02-17,9.8
2017-02-20,9.8
2017-02-21,9.8
2017-02-22,9.7
2017-02-23,9.6
2017-02-24,9.6
2017-02-27,9.55
2017-02-28,9.7
2017-03-01,9.8
2017-03-02,9.8
2017-03-03,9.8
2017-03-06,9.8
2017-03-07,9.75
2017-03-08,9.7
2017-03-09,9.850000000000001
2017-03-10,9.850000000000001
2017-03-13,9.8
2017-03-14,9.75
2017-03-15,9.7
2017-03-16,9.649999999999999
2017-03-17,9.6
2017-03-20,9.649999999999999
2017-03-21,9.7
2017-03-22,9.6
2017-03-23,9.6
2017-03-24,9.649999999999999
2017-03-27,9.7
2017-03-28,9.7
2017-03-29,9.649999999999999
2017-03-30,9.649999999999999
2017-03-31,9.7
2017-04-03,9.75
2017-04-04,9.8
2017-04-05,9.8
2017-04-07,9.75
2017-04-10,9.75
2017-04-11,9.8
2017-04-12,9.8
2017-04-17,9.8
2017-04-18,9.9
2017-04-19,10.0
2017-04-20,10.05
2017-04-21,10.05
2017-04-24,10.05
2017-04-25,10.05
2017-04-26,10.0
2017-04-27,10.1
2017-04-28,10.2
2017-05-02,10.25
2017-05-03,10.1
2017-05-04,10.05
2017-05-08,9.8
2017-05-09,10.05
2017-05-11,10.05
2017-05-12,9.95
2017-05-15,9.7
2017-05-16,9.7
2017-05-17,9.95
2017-05-18,9.6
2017-05-19,9.5
2017-05-22,9.6
2017-05-23,9.649999999999999
2017-05-24,9.6
2017-05-25,9.6
2017-05-26,9.649999999999999
2017-05-29,9.649999999999999
2017-05-30,9.75
2017-05-31,9.7
2017-06-01,9.649999999999999
2017-06-02,9.8
2017-06-05,9.9
2017-06-06,10.0
2017-06-07,10.0
2017-06-08,9.95
2017-06-09,9.9
2017-06-12,9.95
2017-06-13,9.9
2017-06-14,9.95
2017-06-15,10.0
2017-06-16,10.0
2017-06-19,10.0
2017-06-20,10.0
2017-06-21,10.0
2017-06-22,10.0
2017-06-23,10.1
2017-06-26,10.2
2017-06-27,10.25
2017-06-28,10.2
2017-06-29,10.2
2017-06-30,10.1
2017-07-03,10.1
2017-07-04,10.1
2017-07-05,10.0
2017-07-06,9.95
2017-07-07,9.8
2017-07-11,9.8
2017-07-12,9.8
2017-07-13,9.9
2017-07-14,9.9
2017-07-17,9.850000000000001
2017-07-18,9.8
2017-07-19,9.8
2017-07-20,9.8
2017-07-21,9.9
2017-07-24,9.95
2017-07-25,9.95
2017-07-26,10.0
2017-07-27,10.0
2017-07-31,10.0
2017-08-01,10.0
2017-08-02,10.05
2017-08-03,10.0
2017-08-04,10.0
2017-08-07,10.05
2017-08-08,10.05
2017-08-09,10.05
2017-08-10,10.0
2017-08-11,10.0
2017-08-15,10.1
2017-08-16,10.2
2017-08-17,10.2
2017-08-18,10.3
2017-08-21,10.25
2017-08-22,10.25
2017-08-23,9.850000000000001
2017-08-24,9.8
2017-08-25,9.8
2017-08-28,9.8
2017-08-29,9.850000000000001
2017-08-30,9.85
2017-08-31,9.7
2017-09-01,9.7
2017-09-04,9.6
2017-09-05,9.6
2017-09-06,9.6
2017-09-07,9.649999999999999
2017-09-08,9.8
2017-09-11,9.7
2017-09-12,9.7
2017-09-13,9.75
2017-09-14,9.8
2017-09-15,9.8
2017-09-18,9.8
2017-09-19,9.95
2017-09-20,10.05
2017-09-21,10.05
2017-09-22,10.1
2017-09-25,10.05
2017-09-26,10.05
2017-09-27,10.0
2017-09-28,9.9
2017-09-29,9.850000000000001
2017-10-02,10.0
2017-10-03,9.95
2017-10-04,10.0
2017-10-05,10.0
2017-10-06,9.95
2017-10-09,9.95
2017-10-10,10.0
2017-10-11,10.05
2017-10-12,10.149999999999999
2017-10-16,10.4
2017-10-17,10.55
2017-10-18,10.649999999999999
2017-10-19,10.35
2017-10-20,10.3
2017-10-24,10.45
2017-10-25,10.6
2017-10-27,10.649999999999999
2017-10-30,10.7
2017-10-31,10.850000000000001
2017-11-01,10.9
2017-11-02,10.850000000000001
2017-11-03,10.7
2017-11-06,10.6
2017-11-07,10.7
2017-11-08,10.649999999999999
2017-11-09,10.45
2017-11-10,10.350000000000001
