Date,TISCO
2016-02-02,42.35
2016-02-03,41.8
2016-02-04,42.0
2016-02-05,42.25
2016-02-08,42.4
2016-02-09,42.8
2016-02-10,42.65
2016-02-11,42.25
2016-02-12,42.0
2016-02-15,43.65
2016-02-16,44.9
2016-02-17,44.5
2016-02-18,44.5
2016-02-19,45.15
2016-02-23,46.25
2016-02-24,47.15
2016-02-25,47.2
2016-02-26,47.0
2016-02-29,47.35
2016-03-01,47.0
2016-03-02,47.35
2016-03-03,47.25
2016-03-04,47.0
2016-03-07,46.7
2016-03-08,45.7
2016-03-09,45.35
2016-03-10,46.25
2016-03-11,47.0
2016-03-14,47.65
2016-03-15,47.25
2016-03-16,47.1
2016-03-17,46.6
2016-03-18,46.2
2016-03-21,46.2
2016-03-22,46.85
2016-03-23,47.65
2016-03-24,47.5
2016-03-25,47.65
2016-03-28,47.65
2016-03-29,47.25
2016-03-30,47.35
2016-03-31,46.35
2016-04-01,45.2
2016-04-04,45.65
2016-04-05,45.35
2016-04-07,44.5
2016-04-08,44.0
2016-04-11,44.5
2016-04-12,45.65
2016-04-18,46.35
2016-04-19,46.5
2016-04-20,46.9
2016-04-21,46.75
2016-04-22,46.5
2016-04-25,46.5
2016-04-26,46.8
2016-04-27,43.75
2016-04-28,43.65
2016-04-29,43.5
2016-05-03,43.5
2016-05-04,43.15
2016-05-09,42.8
2016-05-10,42.35
2016-05-11,42.35
2016-05-12,41.75
2016-05-13,41.65
2016-05-16,42.75
2016-05-17,43.5
2016-05-18,43.2
2016-05-19,42.7
2016-05-23,42.5
2016-05-24,42.65
2016-05-25,43.15
2016-05-26,43.35
2016-05-27,43.5
2016-05-30,43.5
2016-05-31,43.25
2016-06-01,43.85
2016-06-02,44.5
2016-06-03,45.0
2016-06-06,45.1
2016-06-07,45.35
2016-06-08,44.65
2016-06-09,44.65
2016-06-10,44.4
2016-06-13,44.4
2016-06-14,44.9
2016-06-15,44.9
2016-06-16,44.6
2016-06-17,43.9
2016-06-20,43.9
2016-06-21,44.25
2016-06-22,45.25
2016-06-23,46.3
2016-06-24,46.5
2016-06-27,46.5
2016-06-28,47.1
2016-06-29,47.5
2016-06-30,49.0
2016-07-04,49.35
2016-07-05,49.35
2016-07-06,49.35
2016-07-07,50.1
2016-07-08,51.0
2016-07-11,52.25
2016-07-12,51.5
2016-07-13,50.75
2016-07-14,51.0
2016-07-15,51.7
2016-07-20,52.35
2016-07-21,51.1
2016-07-22,51.35
2016-07-25,53.0
2016-07-26,53.7
2016-07-27,55.5
2016-07-28,55.4
2016-07-29,54.6
2016-08-01,54.0
2016-08-02,53.35
2016-08-03,53.2
2016-08-04,53.65
2016-08-05,53.65
2016-08-08,53.6
2016-08-09,53.1
2016-08-10,53.15
2016-08-11,52.4
2016-08-15,52.0
2016-08-16,51.6
2016-08-17,50.8
2016-08-18,50.8
2016-08-19,50.9
2016-08-22,51.4
2016-08-23,52.15
2016-08-24,53.15
2016-08-25,52.65
2016-08-26,52.8
2016-08-29,53.1
2016-08-30,53.5
2016-08-31,53.9
2016-09-01,53.25
2016-09-02,53.0
2016-09-05,52.25
2016-09-06,51.65
2016-09-07,51.65
2016-09-08,51.25
2016-09-09,51.0
2016-09-12,51.0
2016-09-13,51.1
2016-09-14,51.25
2016-09-15,52.15
2016-09-16,52.75
2016-09-19,53.15
2016-09-20,52.75
2016-09-21,52.8
2016-09-22,54.1
2016-09-23,54.5
2016-09-26,53.8
2016-09-27,54.0
2016-09-28,53.75
2016-09-29,53.8
2016-09-30,53.0
2016-10-03,52.65
2016-10-04,52.8
2016-10-05,52.9
2016-10-06,53.75
2016-10-07,54.5
2016-10-10,53.1
2016-10-11,53.4
2016-10-12,52.25
2016-10-13,51.25
2016-10-14,52.35
2016-10-17,52.6
2016-10-18,53.35
2016-10-19,53.0
2016-10-20,52.9
2016-10-21,53.0
2016-10-25,53.0
2016-10-26,52.5
2016-10-27,52.4
2016-10-28,52.4
2016-10-31,51.9
2016-11-01,52.5
2016-11-02,52.5
2016-11-03,52.2
2016-11-04,52.1
2016-11-07,53.5
2016-11-08,54.75
2016-11-09,55.0
2016-11-10,54.75
2016-11-11,54.5
2016-11-14,53.75
2016-11-15,53.65
2016-11-16,53.8
2016-11-17,54.5
2016-11-18,54.75
2016-11-21,54.4
2016-11-22,54.0
2016-11-23,54.1
2016-11-24,54.2
2016-11-25,54.2
2016-11-28,54.0
2016-11-29,54.0
2016-11-30,54.0
2016-12-01,53.85
2016-12-02,53.35
2016-12-06,53.2
2016-12-07,53.0
2016-12-08,53.2
2016-12-09,52.9
2016-12-13,53.4
2016-12-14,54.0
2016-12-15,53.65
2016-12-16,54.85
2016-12-19,55.25
2016-12-20,55.0
2016-12-21,55.9
2016-12-22,57.5
2016-12-23,59.5
2016-12-26,60.8
2016-12-27,61.75
2016-12-28,62.2
2016-12-29,61.5
2016-12-30,60.85
2017-01-04,62.6
2017-01-05,63.9
2017-01-06,63.1
2017-01-09,62.6
2017-01-10,62.9
2017-01-11,63.0
2017-01-12,63.0
2017-01-16,63.1
2017-01-17,62.25
2017-01-18,61.9
2017-01-19,61.15
2017-01-20,61.6
2017-01-23,62.75
2017-01-24,62.4
2017-01-25,62.1
2017-01-26,61.7
2017-01-27,61.35
2017-01-30,61.5
2017-01-31,61.25
2017-02-01,61.5
2017-02-02,63.4
2017-02-03,63.85
2017-02-06,63.15
2017-02-07,62.85
2017-02-08,63.5
2017-02-09,65.75
2017-02-10,67.4
2017-02-14,67.4
2017-02-15,67.5
2017-02-16,66.75
2017-02-17,66.4
2017-02-20,66.6
2017-02-21,67.0
2017-02-22,66.75
2017-02-23,67.35
2017-02-24,67.1
2017-02-27,68.0
2017-02-28,68.75
2017-03-01,68.35
2017-03-02,68.3
2017-03-03,67.5
2017-03-06,66.5
2017-03-07,65.65
2017-03-08,65.5
2017-03-09,65.8
2017-03-10,65.5
2017-03-13,65.85
2017-03-14,66.1
2017-03-15,65.8
2017-03-16,66.4
2017-03-17,68.35
2017-03-20,68.75
2017-03-21,68.2
2017-03-22,68.6
2017-03-23,68.75
2017-03-24,68.75
2017-03-27,69.4
2017-03-28,69.25
2017-03-29,69.5
2017-03-30,71.25
2017-03-31,72.15
2017-04-03,72.7
2017-04-04,72.7
2017-04-05,71.7
2017-04-07,71.35
2017-04-10,71.5
2017-04-11,71.1
2017-04-12,71.2
2017-04-17,71.35
2017-04-18,72.85
2017-04-19,73.75
2017-04-20,73.65
2017-04-21,75.5
2017-04-24,76.4
2017-04-25,76.35
2017-04-26,72.85
2017-04-27,73.4
2017-04-28,75.0
2017-05-02,75.1
2017-05-03,73.75
2017-05-04,74.65
2017-05-08,74.3
2017-05-09,73.0
2017-05-11,73.75
2017-05-12,75.25
2017-05-15,74.2
2017-05-16,75.1
2017-05-17,78.0
2017-05-18,79.5
2017-05-19,79.0
2017-05-22,78.35
2017-05-23,78.5
2017-05-24,77.6
2017-05-25,77.1
2017-05-26,76.2
2017-05-29,76.35
2017-05-30,76.35
2017-05-31,76.5
2017-06-01,76.0
2017-06-02,76.1
2017-06-05,76.1
2017-06-06,76.9
2017-06-07,77.5
2017-06-08,77.1
2017-06-09,75.2
2017-06-12,74.5
2017-06-13,74.7
2017-06-14,76.5
2017-06-15,76.8
2017-06-16,76.9
2017-06-19,77.1
2017-06-20,77.35
2017-06-21,77.2
2017-06-22,77.65
2017-06-23,77.4
2017-06-26,77.35
2017-06-27,77.35
2017-06-28,77.5
2017-06-29,77.65
2017-06-30,76.75
2017-07-03,76.0
2017-07-04,75.5
2017-07-05,73.25
2017-07-06,71.75
2017-07-07,72.3
2017-07-11,72.9
2017-07-12,74.15
2017-07-13,75.9
2017-07-14,77.5
2017-07-17,76.3
2017-07-18,74.8
2017-07-19,74.6
2017-07-20,73.85
2017-07-21,73.9
2017-07-24,73.9
2017-07-25,73.15
2017-07-26,72.5
2017-07-27,72.75
2017-07-31,73.4
2017-08-01,73.15
2017-08-02,73.1
2017-08-03,73.0
2017-08-04,72.8
2017-08-07,72.65
2017-08-08,73.0
2017-08-09,73.0
2017-08-10,72.65
2017-08-11,72.65
2017-08-15,72.65
2017-08-16,72.35
2017-08-17,71.85
2017-08-18,70.7
2017-08-21,71.1
2017-08-22,72.25
2017-08-23,72.9
2017-08-24,73.4
2017-08-25,73.5
2017-08-28,74.2
2017-08-29,74.85
2017-08-30,75.3
2017-08-31,74.8
2017-09-01,75.0
2017-09-04,74.6
2017-09-05,74.0
2017-09-06,74.5
2017-09-07,75.15
2017-09-08,75.0
2017-09-11,74.25
2017-09-12,73.6
2017-09-13,73.5
2017-09-14,73.5
2017-09-15,73.2
2017-09-18,72.9
2017-09-19,73.85
2017-09-20,74.35
2017-09-21,75.1
2017-09-22,74.85
2017-09-25,75.25
2017-09-26,76.85
2017-09-27,77.35
2017-09-28,77.0
2017-09-29,76.9
2017-10-02,77.6
2017-10-03,79.1
2017-10-04,80.0
2017-10-05,80.25
2017-10-06,80.75
2017-10-09,81.15
2017-10-10,80.4
2017-10-11,81.35
2017-10-12,84.35
2017-10-16,86.5
2017-10-17,85.35
2017-10-18,84.5
2017-10-19,83.85
2017-10-20,83.7
2017-10-24,84.7
2017-10-25,88.1
2017-10-27,88.7
2017-10-30,87.75
2017-10-31,87.4
2017-11-01,87.9
2017-11-02,88.35
2017-11-03,87.1
2017-11-06,86.8
2017-11-07,87.4
2017-11-08,86.9
2017-11-09,86.6
2017-11-10,86.25
2017-11-13,87.75
2017-11-14,88.4
2017-11-15,87.65
2017-11-16,87.5
2017-11-17,88.75
2017-11-20,90.5
2017-11-21,89.2
2017-11-22,88.5
2017-11-23,87.75
2017-11-24,87.1
2017-11-27,84.85
2017-11-28,84.5
2017-11-29,86.75
2017-11-30,87.7
2017-12-01,87.15
2017-12-04,86.0
2017-12-06,85.25
2017-12-07,84.75
2017-12-08,85.25
2017-12-12,85.0
2017-12-13,84.9
2017-12-14,85.4
2017-12-15,86.5
2017-12-18,87.6
2017-12-19,88.1
2017-12-20,88.0
2017-12-21,87.9
2017-12-22,88.0
2017-12-25,89.35
2017-12-26,90.5
2017-12-27,89.75
2017-12-28,88.5
2017-12-29,88.65
