Date,INTUCH
2017-11-08,56.65
2017-11-09,56.25
2017-11-10,55.6
2017-11-13,55.2
2017-11-14,55.35
2017-11-15,55.1
2017-11-16,55.2
2017-11-17,55.65
2017-11-20,55.35
2017-11-21,54.85
2017-11-22,54.8
2017-11-23,54.5
2017-11-24,54.2
2017-11-27,54.25
2017-11-28,54.5
2017-11-29,54.35
2017-11-30,54.2
2017-12-01,54.35
2017-12-04,53.85
2017-12-06,53.85
2017-12-07,54.5
2017-12-08,54.9
2017-12-12,54.9
2017-12-13,55.5
2017-12-14,55.65
2017-12-15,55.1
2017-12-18,55.25
2017-12-19,55.35
2017-12-20,55.2
2017-12-21,55.35
2017-12-22,55.5
2017-12-25,55.8
2017-12-26,55.8
2017-12-27,55.35
2017-12-28,55.9
2017-12-29,56.2
