Date,TRUE
2015-12-14,7.15
2015-12-15,7.4
2015-12-16,7.5
2015-12-17,7.2
2015-12-18,7.1
2015-12-21,6.55
2015-12-22,6.6
2015-12-23,6.75
2015-12-24,6.8
2015-12-25,6.75
2015-12-28,6.7
2015-12-29,6.7
2015-12-30,6.65
2016-01-04,6.45
2016-01-05,5.95
2016-01-06,5.949999999999999
2016-01-07,5.85
2016-01-08,5.9
2016-01-11,5.8
2016-01-12,5.949999999999999
2016-01-13,6.5
2016-01-14,6.55
2016-01-15,6.449999999999999
2016-01-18,6.35
2016-01-19,6.55
2016-01-20,6.45
2016-01-21,6.4
2016-01-22,6.5
2016-01-25,6.5
2016-01-26,6.5
2016-01-27,6.55
2016-01-28,6.5
2016-01-29,6.7
2016-02-01,6.4
2016-02-02,6.3
2016-02-03,6.3
2016-02-04,6.35
2016-02-05,6.35
2016-02-08,6.3
2016-02-09,6.25
2016-02-10,6.2
2016-02-11,6.0
2016-02-12,5.9
2016-02-15,6.0
2016-02-16,5.95
2016-02-17,5.800000000000001
2016-02-18,5.699999999999999
2016-02-19,5.75
2016-02-23,5.800000000000001
2016-02-24,5.95
2016-02-25,6.05
2016-02-26,6.449999999999999
2016-02-29,6.9
2016-03-01,7.1
2016-03-02,7.4
2016-03-03,7.5
2016-03-04,7.449999999999999
2016-03-07,7.4
2016-03-08,7.3
2016-03-09,7.7
2016-03-10,8.05
2016-03-11,7.9
2016-03-14,7.85
2016-03-15,7.75
2016-03-16,7.65
2016-03-17,7.65
2016-03-18,7.65
2016-03-21,7.75
2016-03-22,7.85
2016-03-23,8.0
2016-03-24,8.1
2016-03-25,8.05
2016-03-28,7.85
2016-03-29,7.699999999999999
2016-03-30,7.65
2016-03-31,7.550000000000001
2016-04-01,7.35
2016-04-04,7.15
2016-04-05,7.05
2016-04-07,6.95
2016-04-08,7.0
2016-04-11,7.1
2016-04-12,7.199999999999999
2016-04-18,7.25
2016-04-19,7.300000000000001
2016-04-20,7.300000000000001
2016-04-21,7.2
2016-04-22,7.2
2016-04-25,7.15
2016-04-26,7.15
2016-04-27,7.35
2016-04-28,7.4
2016-04-29,7.35
2016-05-03,7.4
2016-05-04,7.4
2016-05-09,7.4
2016-05-10,7.45
2016-05-11,7.45
2016-05-12,7.4
2016-05-13,7.4
2016-05-16,7.4
2016-05-17,7.45
2016-05-18,7.4
2016-05-19,7.4
2016-05-23,7.35
2016-05-24,7.300000000000001
2016-05-25,7.35
2016-05-26,7.300000000000001
2016-05-27,7.25
2016-05-30,7.25
2016-05-31,7.25
2016-06-01,7.25
2016-06-02,7.2
2016-06-03,7.2
2016-06-06,7.2
2016-06-07,7.2
2016-06-08,7.2
2016-06-09,7.2
2016-06-10,7.2
2016-06-13,7.2
2016-06-14,7.2
2016-06-15,7.2
2016-06-16,7.15
2016-06-17,7.2
2016-06-20,7.15
2016-06-21,7.2
2016-06-22,7.2
2016-06-23,7.2
2016-06-24,7.05
2016-06-27,7.0
2016-06-28,7.15
2016-06-29,7.35
2016-06-30,7.300000000000001
2016-07-04,7.2
2016-07-05,7.2
2016-07-06,7.4
2016-07-07,7.5
2016-07-08,7.550000000000001
2016-07-11,8.05
2016-07-12,8.45
2016-07-13,8.75
2016-07-14,8.8
2016-07-15,8.75
2016-07-20,8.85
2016-07-21,9.1
2016-07-22,9.05
2016-07-25,9.0
2016-07-26,9.05
2016-07-27,9.05
2016-07-28,9.0
2016-07-29,9.0
2016-08-01,8.9
2016-08-02,8.7
2016-08-03,8.6
2016-08-04,8.6
2016-08-05,8.6
2016-08-08,8.9
2016-08-09,9.1
2016-08-10,9.05
2016-08-11,9.0
2016-08-15,8.95
2016-08-16,8.8
2016-08-17,8.5
2016-08-18,8.4
2016-08-19,8.4
2016-08-22,8.4
2016-08-23,8.350000000000001
2016-08-24,8.4
2016-08-25,8.25
2016-08-26,8.2
2016-08-29,8.149999999999999
2016-08-30,8.2
2016-08-31,8.149999999999999
2016-09-01,7.95
2016-09-02,7.85
2016-09-05,7.75
2016-09-06,7.55
2016-09-07,7.4
2016-09-08,7.1
2016-09-09,7.0
2016-09-12,6.9
2016-09-13,7.0
2016-09-14,7.0
2016-09-15,7.05
2016-09-16,7.15
2016-09-19,7.35
2016-09-20,7.35
2016-09-21,7.25
2016-09-22,7.35
2016-09-23,7.25
2016-09-26,7.15
2016-09-27,7.2
2016-09-28,7.1
2016-09-29,7.05
2016-09-30,7.0
2016-10-03,6.95
2016-10-04,7.0
2016-10-05,7.0
2016-10-06,7.0
2016-10-07,7.0
2016-10-10,6.6
2016-10-11,6.5
2016-10-12,6.300000000000001
2016-10-13,6.05
2016-10-14,6.6
2016-10-17,6.6
2016-10-18,6.6
2016-10-19,6.75
2016-10-20,6.9
2016-10-21,6.9
2016-10-25,7.0
2016-10-26,6.95
2016-10-27,6.85
2016-10-28,6.8
2016-10-31,6.8
2016-11-01,6.85
2016-11-02,6.85
2016-11-03,6.75
2016-11-04,6.65
2016-11-07,6.8
2016-11-08,7.1
2016-11-09,7.5
2016-11-10,7.699999999999999
2016-11-11,7.4
2016-11-14,7.1
2016-11-15,7.15
2016-11-16,7.25
2016-11-17,7.300000000000001
2016-11-18,7.2
2016-11-21,7.25
2016-11-22,7.300000000000001
2016-11-23,7.2
2016-11-24,7.2
2016-11-25,7.2
2016-11-28,7.2
2016-11-29,7.25
2016-11-30,7.2
2016-12-01,7.2
2016-12-02,7.1
2016-12-06,7.0
2016-12-07,7.05
2016-12-08,7.15
2016-12-09,7.1
2016-12-13,7.1
2016-12-14,7.2
2016-12-15,7.15
2016-12-16,7.15
2016-12-19,7.15
2016-12-20,7.1
2016-12-21,7.0
2016-12-22,7.0
2016-12-23,7.0
2016-12-26,7.0
2016-12-27,7.0
2016-12-28,7.0
2016-12-29,7.05
2016-12-30,7.15
2017-01-04,7.300000000000001
2017-01-05,7.4
2017-01-06,7.300000000000001
2017-01-09,7.2
2017-01-10,7.15
2017-01-11,7.1
2017-01-12,7.15
2017-01-16,7.15
2017-01-17,6.949999999999999
2017-01-18,6.8
2017-01-19,6.85
2017-01-20,6.85
2017-01-23,6.85
2017-01-24,6.75
2017-01-25,6.699999999999999
2017-01-26,6.65
2017-01-27,6.6
2017-01-30,6.65
2017-01-31,6.6
2017-02-01,6.55
2017-02-02,6.45
2017-02-03,6.4
2017-02-06,6.300000000000001
2017-02-07,6.2
2017-02-08,6.300000000000001
2017-02-09,6.35
2017-02-10,6.25
2017-02-14,6.2
2017-02-15,6.2
2017-02-16,6.2
2017-02-17,6.2
2017-02-20,6.2
2017-02-21,6.2
2017-02-22,6.2
2017-02-23,6.2
2017-02-24,6.2
2017-02-27,6.2
2017-02-28,6.2
2017-03-01,6.300000000000001
2017-03-02,6.45
2017-03-03,6.5
2017-03-06,6.5
2017-03-07,6.4
2017-03-08,6.45
2017-03-09,6.4
2017-03-10,6.300000000000001
2017-03-13,6.25
2017-03-14,6.2
2017-03-15,6.2
2017-03-16,6.300000000000001
2017-03-17,6.4
2017-03-20,6.4
2017-03-21,6.45
2017-03-22,6.4
2017-03-23,6.4
2017-03-24,6.4
2017-03-27,6.4
2017-03-28,6.45
2017-03-29,6.55
2017-03-30,6.699999999999999
2017-03-31,6.8
2017-04-03,6.8
2017-04-04,6.75
2017-04-05,6.75
2017-04-07,6.699999999999999
2017-04-10,6.6
2017-04-11,6.6
2017-04-12,6.6
2017-04-17,6.6
2017-04-18,6.6
2017-04-19,6.5
2017-04-20,6.55
2017-04-21,6.55
2017-04-24,6.5
2017-04-25,6.4
2017-04-26,6.4
2017-04-27,6.4
2017-04-28,6.5
2017-05-02,6.6
2017-05-03,6.6
2017-05-04,6.6
2017-05-08,6.6
2017-05-09,6.6
2017-05-11,6.5
2017-05-12,6.35
2017-05-15,6.2
2017-05-16,6.2
2017-05-17,6.25
2017-05-18,6.2
2017-05-19,6.2
2017-05-22,6.2
2017-05-23,6.2
2017-05-24,6.25
2017-05-25,6.25
2017-05-26,6.25
2017-05-29,6.3
2017-05-30,6.35
2017-05-31,6.300000000000001
2017-06-01,6.15
2017-06-02,6.1
2017-06-05,6.05
2017-06-06,6.0
2017-06-07,5.95
2017-06-08,6.1
2017-06-09,6.05
2017-06-12,6.0
2017-06-13,6.15
2017-06-14,6.2
2017-06-15,6.2
2017-06-16,6.2
2017-06-19,6.2
2017-06-20,6.2
2017-06-21,6.2
2017-06-22,6.2
2017-06-23,6.15
2017-06-26,6.2
2017-06-27,6.2
2017-06-28,6.2
2017-06-29,6.2
2017-06-30,6.2
2017-07-03,6.2
2017-07-04,6.2
2017-07-05,6.2
2017-07-06,6.15
2017-07-07,6.05
2017-07-11,6.0
2017-07-12,6.0
2017-07-13,6.0
2017-07-14,6.0
2017-07-17,6.0
2017-07-18,5.95
2017-07-19,5.9
2017-07-20,5.95
2017-07-21,5.85
2017-07-24,5.699999999999999
2017-07-25,5.6
2017-07-26,5.7
2017-07-27,5.65
2017-07-31,5.6
2017-08-01,5.7
2017-08-02,5.75
2017-08-03,5.75
2017-08-04,5.7
2017-08-07,5.65
2017-08-08,5.75
2017-08-09,5.75
2017-08-10,5.65
2017-08-11,5.5
2017-08-15,5.45
2017-08-16,5.300000000000001
2017-08-17,5.1
2017-08-18,5.05
2017-08-21,5.1
2017-08-22,5.2
2017-08-23,5.25
2017-08-24,5.25
2017-08-25,5.2
2017-08-28,5.2
2017-08-29,5.4
2017-08-30,5.6
2017-08-31,5.6
2017-09-01,5.6
2017-09-04,5.65
2017-09-05,5.9
2017-09-06,6.0
2017-09-07,6.05
2017-09-08,6.1
2017-09-11,6.0
2017-09-12,6.05
2017-09-13,6.1
2017-09-14,6.05
2017-09-15,6.0
2017-09-18,6.300000000000001
2017-09-19,6.4
2017-09-20,6.4
2017-09-21,6.4
2017-09-22,6.25
2017-09-25,6.15
2017-09-26,6.2
2017-09-27,6.2
2017-09-28,6.2
2017-09-29,6.1
2017-10-02,6.2
2017-10-03,6.2
2017-10-04,6.2
2017-10-05,6.2
2017-10-06,6.2
2017-10-09,6.25
2017-10-10,6.2
2017-10-11,6.25
2017-10-12,6.2
2017-10-16,6.300000000000001
2017-10-17,6.4
2017-10-18,6.300000000000001
2017-10-19,6.15
2017-10-20,6.15
2017-10-24,6.2
2017-10-25,6.2
2017-10-27,6.2
2017-10-30,6.15
2017-10-31,6.2
2017-11-01,6.2
2017-11-02,6.0
2017-11-03,5.75
2017-11-06,5.7
2017-11-07,5.75
2017-11-08,5.699999999999999
2017-11-09,5.6
2017-11-10,5.6
2017-11-13,5.6
2017-11-14,5.65
2017-11-15,5.8
2017-11-16,5.8
2017-11-17,5.8
2017-11-20,5.8
2017-11-21,5.699999999999999
2017-11-22,5.65
2017-11-23,5.699999999999999
2017-11-24,5.75
2017-11-27,5.7
2017-11-28,5.7
2017-11-29,5.699999999999999
2017-11-30,5.65
2017-12-01,5.699999999999999
2017-12-04,5.7
2017-12-06,5.7
2017-12-07,5.75
2017-12-08,5.8
2017-12-12,5.8
2017-12-13,5.8
2017-12-14,5.8
2017-12-15,5.8
2017-12-18,5.95
2017-12-19,6.0
2017-12-20,6.1
2017-12-21,6.2
2017-12-22,6.2
2017-12-25,6.2
2017-12-26,6.15
2017-12-27,6.15
2017-12-28,6.25
2017-12-29,6.2
