Date,CENTEL
2017-03-21,35.0
2017-03-22,35.1
2017-03-23,34.9
2017-03-24,34.8
2017-03-27,34.75
2017-03-28,34.65
2017-03-29,35.15
2017-03-30,35.8
2017-03-31,35.65
2017-04-03,35.5
2017-04-04,35.8
2017-04-05,35.8
2017-04-07,35.5
2017-04-10,35.35
2017-04-11,35.2
2017-04-12,35.35
2017-04-17,35.2
2017-04-18,35.35
2017-04-19,35.2
2017-04-20,35.1
2017-04-21,35.1
2017-04-24,35.1
2017-04-25,35.1
2017-04-26,34.9
2017-04-27,34.65
2017-04-28,34.8
2017-05-02,34.9
2017-05-03,35.0
2017-05-04,35.0
2017-05-08,34.7
2017-05-09,34.35
2017-05-11,34.5
2017-05-12,34.35
2017-05-15,34.5
2017-05-16,34.5
2017-05-17,34.65
2017-05-18,34.8
2017-05-19,34.75
2017-05-22,35.2
2017-05-23,35.6
2017-05-24,36.25
2017-05-25,36.35
2017-05-26,36.35
2017-05-29,36.5
2017-05-30,36.35
2017-05-31,36.35
2017-06-01,36.1
2017-06-02,35.9
2017-06-05,36.0
2017-06-06,36.1
2017-06-07,36.1
2017-06-08,36.35
2017-06-09,36.85
2017-06-12,37.5
2017-06-13,37.65
2017-06-14,37.35
2017-06-15,37.4
2017-06-16,37.75
2017-06-19,37.75
2017-06-20,38.1
2017-06-21,38.35
2017-06-22,38.0
2017-06-23,38.25
2017-06-26,37.85
2017-06-27,37.25
2017-06-28,37.7
2017-06-29,38.5
2017-06-30,38.25
2017-07-03,38.5
2017-07-04,39.65
2017-07-05,39.65
2017-07-06,39.5
2017-07-07,39.25
2017-07-11,40.15
2017-07-12,40.75
2017-07-13,41.0
2017-07-14,40.5
2017-07-17,39.85
2017-07-18,39.9
2017-07-19,39.9
2017-07-20,40.6
2017-07-21,40.5
2017-07-24,40.5
2017-07-25,40.4
2017-07-26,40.0
2017-07-27,40.35
2017-07-31,40.65
2017-08-01,41.0
2017-08-02,41.0
2017-08-03,41.5
2017-08-04,41.5
2017-08-07,41.4
2017-08-08,41.25
2017-08-09,41.0
2017-08-10,40.8
2017-08-11,40.4
2017-08-15,40.25
2017-08-16,40.25
2017-08-17,39.9
2017-08-18,39.35
2017-08-21,39.6
2017-08-22,39.5
2017-08-23,39.4
2017-08-24,40.0
2017-08-25,40.1
2017-08-28,39.8
2017-08-29,40.0
2017-08-30,40.35
2017-08-31,40.65
2017-09-01,41.1
2017-09-04,41.35
2017-09-05,41.1
2017-09-06,40.5
2017-09-07,40.5
2017-09-08,40.5
2017-09-11,40.65
2017-09-12,40.75
2017-09-13,41.15
2017-09-14,41.75
2017-09-15,42.25
2017-09-18,42.5
2017-09-19,43.25
2017-09-20,43.8
2017-09-21,43.65
2017-09-22,43.5
2017-09-25,43.1
2017-09-26,43.25
2017-09-27,43.35
2017-09-28,43.5
2017-09-29,44.15
2017-10-02,44.35
2017-10-03,44.85
2017-10-04,44.6
2017-10-05,44.35
2017-10-06,44.025000000000006
2017-10-09,43.7
2017-10-10,43.5
2017-10-11,44.5
2017-10-12,44.9
2017-10-16,45.0
2017-10-17,45.2
2017-10-18,45.25
2017-10-19,44.6
2017-10-20,43.85
2017-10-24,44.35
2017-10-25,45.6
2017-10-27,45.75
2017-10-30,45.75
2017-10-31,45.9
2017-11-01,46.0
2017-11-02,47.6
2017-11-03,47.75
2017-11-06,48.4
2017-11-07,47.65
2017-11-08,47.2
2017-11-09,46.9
2017-11-10,46.15
2017-11-13,46.15
2017-11-14,47.15
2017-11-15,47.4
2017-11-16,46.4
2017-11-17,47.25
2017-11-20,48.75
2017-11-21,50.5
2017-11-22,50.25
2017-11-23,50.6
2017-11-24,51.15
2017-11-27,51.6
2017-11-28,52.1
2017-11-29,53.75
2017-11-30,53.75
2017-12-01,53.5
2017-12-04,52.7
2017-12-06,53.2
2017-12-07,55.65
2017-12-08,57.25
2017-12-12,55.85
2017-12-13,54.2
2017-12-14,54.7
2017-12-15,55.0
2017-12-18,54.4
2017-12-19,53.9
2017-12-20,53.75
2017-12-21,53.75
2017-12-22,53.9
2017-12-25,53.85
2017-12-26,55.9
2017-12-27,57.3
2017-12-28,57.8
2017-12-29,58.0
