Date,SCC
2012-04-30,349.0
2012-05-02,351.5
2012-05-03,352.5
2012-05-04,350.5
2012-05-08,350.0
2012-05-09,347.0
2012-05-10,343.0
2012-05-11,341.0
2012-05-14,339.0
2012-05-15,337.5
2012-05-16,341.0
2012-05-17,342.5
2012-05-18,336.5
2012-05-21,330.5
2012-05-22,331.5
2012-05-23,326.5
2012-05-24,327.0
2012-05-25,329.5
2012-05-28,330.5
2012-05-29,336.5
2012-05-30,336.5
2012-05-31,338.5
2012-06-01,334.5
2012-06-05,327.5
2012-06-06,329.5
2012-06-07,332.0
2012-06-08,327.5
2012-06-11,333.0
2012-06-12,331.5
2012-06-13,330.5
2012-06-14,328.0
2012-06-15,328.0
2012-06-18,330.0
2012-06-19,328.5
2012-06-20,328.5
2012-06-21,327.5
2012-06-22,323.5
2012-06-25,316.0
2012-06-26,312.0
2012-06-27,314.0
2012-06-28,315.0
2012-06-29,315.5
2012-07-02,319.0
2012-07-03,321.0
2012-07-04,323.0
2012-07-05,323.0
2012-07-06,318.5
2012-07-09,316.5
2012-07-10,317.5
2012-07-11,317.5
2012-07-12,315.0
2012-07-13,317.0
2012-07-16,321.0
2012-07-17,322.5
2012-07-18,323.0
2012-07-19,327.5
2012-07-20,327.0
2012-07-23,319.0
2012-07-24,316.0
2012-07-25,315.5
2012-07-26,318.5
2012-07-27,319.5
2012-07-30,323.0
2012-07-31,327.5
2012-08-01,328.5
2012-08-03,326.0
2012-08-06,323.0
2012-08-07,325.5
2012-08-08,331.5
2012-08-09,334.0
2012-08-10,334.5
2012-08-14,339.0
2012-08-15,343.0
2012-08-16,341.0
2012-08-17,338.5
2012-08-20,339.0
2012-08-21,337.0
2012-08-22,332.0
2012-08-23,331.0
2012-08-24,330.5
2012-08-27,330.5
2012-08-28,327.5
2012-08-29,326.5
2012-08-30,327.5
2012-08-31,330.5
2012-09-03,331.5
2012-09-04,333.5
2012-09-05,332.5
2012-09-06,330.0
2012-09-07,331.5
2012-09-10,331.0
2012-09-11,329.0
2012-09-12,329.0
2012-09-13,327.5
2012-09-14,338.5
2012-09-17,346.0
2012-09-18,348.5
2012-09-19,355.0
2012-09-20,358.5
2012-09-21,356.5
2012-09-24,352.5
2012-09-25,352.0
2012-09-26,350.0
2012-09-27,350.0
2012-09-28,350.5
2012-10-01,349.5
2012-10-02,349.5
2012-10-03,349.5
2012-10-04,350.5
2012-10-05,354.5
2012-10-08,357.5
2012-10-09,356.5
2012-10-10,353.0
2012-10-11,357.5
2012-10-12,357.5
2012-10-15,352.0
2012-10-16,352.5
2012-10-17,358.0
2012-10-18,357.0
2012-10-19,359.0
2012-10-22,362.5
2012-10-24,365.5
2012-10-25,365.5
2012-10-26,365.0
2012-10-29,363.5
2012-10-30,366.0
2012-10-31,371.0
2012-11-01,382.0
2012-11-02,396.0
2012-11-05,394.0
2012-11-06,390.0
2012-11-07,388.5
2012-11-08,383.5
2012-11-09,385.5
2012-11-12,386.0
2012-11-13,385.0
2012-11-14,379.5
2012-11-15,378.0
2012-11-16,386.0
2012-11-19,391.5
2012-11-20,391.5
2012-11-21,391.5
2012-11-22,392.5
2012-11-23,390.5
2012-11-26,387.5
2012-11-27,387.5
2012-11-28,387.5
2012-11-29,390.0
2012-11-30,392.5
2012-12-03,398.0
2012-12-04,399.5
2012-12-06,400.0
2012-12-07,398.0
2012-12-11,400.5
2012-12-12,412.0
2012-12-13,421.0
2012-12-14,421.0
2012-12-17,415.0
2012-12-18,410.0
2012-12-19,419.0
2012-12-20,423.0
2012-12-21,428.0
2012-12-24,439.0
2012-12-25,439.0
2012-12-26,438.0
2012-12-27,443.0
2012-12-28,443.0
2013-01-02,443.0
2013-01-03,445.0
2013-01-04,445.0
2013-01-07,448.0
2013-01-08,443.0
2013-01-09,442.0
2013-01-10,441.0
2013-01-11,437.0
2013-01-14,433.0
2013-01-15,431.0
2013-01-16,427.0
2013-01-17,426.0
2013-01-18,430.0
2013-01-21,437.0
2013-01-22,440.0
2013-01-23,448.0
2013-01-24,444.0
2013-01-25,443.0
2013-01-28,454.0
2013-01-29,457.0
2013-01-30,454.0
2013-01-31,446.0
2013-02-01,446.0
2013-02-04,445.0
2013-02-05,442.0
2013-02-06,439.0
2013-02-07,437.0
2013-02-08,440.0
2013-02-11,441.0
2013-02-12,438.0
2013-02-13,442.0
2013-02-14,454.0
2013-02-15,454.0
2013-02-18,454.0
2013-02-19,458.0
2013-02-20,463.0
2013-02-21,463.0
2013-02-22,471.0
2013-02-26,475.0
2013-02-27,467.0
2013-02-28,462.0
2013-03-01,465.0
2013-03-04,460.0
2013-03-05,462.0
2013-03-06,470.0
2013-03-07,471.0
2013-03-08,484.0
2013-03-11,492.0
2013-03-12,492.0
2013-03-13,483.0
2013-03-14,484.0
2013-03-15,497.0
2013-03-18,496.0
2013-03-19,494.0
2013-03-20,487.0
2013-03-21,481.0
2013-03-22,468.0
2013-03-25,467.0
2013-03-26,472.0
2013-03-27,484.0
2013-03-28,486.0
2013-03-29,487.0
2013-04-01,488.0
2013-04-02,480.0
2013-04-03,473.0
2013-04-04,460.0
2013-04-05,457.0
2013-04-09,452.0
2013-04-10,452.0
2013-04-11,457.0
2013-04-12,460.0
2013-04-17,458.0
2013-04-18,451.0
2013-04-19,457.0
2013-04-22,478.0
2013-04-23,481.0
2013-04-24,487.0
2013-04-25,486.0
2013-04-26,486.0
2013-04-29,481.0
2013-04-30,479.0
2013-05-02,482.0
2013-05-03,482.0
2013-05-07,484.0
2013-05-08,489.0
2013-05-09,487.0
2013-05-10,488.0
2013-05-13,486.0
2013-05-14,485.0
2013-05-15,487.0
2013-05-16,483.0
2013-05-17,470.0
2013-05-20,471.0
2013-05-21,476.0
2013-05-22,477.0
2013-05-23,470.0
2013-05-27,469.0
2013-05-28,470.0
2013-05-29,470.0
2013-05-30,462.0
2013-05-31,466.0
2013-06-03,460.0
2013-06-04,456.0
2013-06-05,448.0
2013-06-06,441.0
2013-06-07,447.0
2013-06-10,456.0
2013-06-11,440.0
2013-06-12,425.0
2013-06-13,421.0
2013-06-14,438.0
2013-06-17,443.0
2013-06-18,433.0
2013-06-19,426.0
2013-06-20,415.0
2013-06-21,421.0
2013-06-24,425.0
2013-06-25,426.0
2013-06-26,435.0
2013-06-27,442.0
2013-06-28,449.0
2013-07-02,449.0
2013-07-03,442.0
2013-07-04,432.0
2013-07-05,425.0
2013-07-08,418.0
2013-07-09,425.0
2013-07-10,434.0
2013-07-11,447.0
2013-07-12,451.0
2013-07-15,452.0
2013-07-16,444.0
2013-07-17,448.0
2013-07-18,459.0
2013-07-19,456.0
2013-07-23,453.0
2013-07-24,451.0
2013-07-25,444.0
2013-07-26,443.0
2013-07-29,441.0
2013-07-30,446.0
2013-07-31,451.0
2013-08-01,459.0
2013-08-02,453.0
2013-08-05,455.0
2013-08-06,448.0
2013-08-07,443.0
2013-08-08,449.0
2013-08-09,447.0
2013-08-13,450.0
2013-08-14,452.0
2013-08-15,451.0
2013-08-16,454.0
2013-08-19,446.0
2013-08-20,432.0
2013-08-21,423.0
2013-08-22,428.0
2013-08-23,425.0
2013-08-26,415.0
2013-08-27,400.5
2013-08-28,386.5
2013-08-29,389.0
2013-08-30,394.5
2013-09-02,399.5
2013-09-03,402.0
2013-09-04,392.5
2013-09-05,392.0
2013-09-06,394.5
2013-09-09,411.0
2013-09-10,432.0
2013-09-11,442.0
2013-09-12,442.0
2013-09-13,434.0
2013-09-16,444.0
2013-09-17,442.0
2013-09-18,443.0
2013-09-19,459.0
2013-09-20,458.0
2013-09-23,448.0
2013-09-24,440.0
2013-09-25,445.0
2013-09-26,445.0
2013-09-27,451.0
2013-09-30,431.0
2013-10-01,432.0
2013-10-02,436.0
2013-10-03,434.0
2013-10-04,432.0
2013-10-07,431.0
2013-10-08,432.0
2013-10-09,435.0
2013-10-10,437.0
2013-10-11,443.0
2013-10-14,438.0
2013-10-15,438.0
2013-10-16,436.0
2013-10-17,437.0
2013-10-18,446.0
2013-10-21,441.0
2013-10-22,434.0
2013-10-24,436.0
2013-10-25,437.0
2013-10-28,434.0
2013-10-29,434.0
2013-10-30,433.0
2013-10-31,427.0
2013-11-01,431.0
2013-11-04,424.0
2013-11-05,422.0
2013-11-06,432.0
2013-11-07,432.0
2013-11-08,426.0
2013-11-11,421.0
2013-11-12,421.0
2013-11-13,417.0
2013-11-14,420.0
2013-11-15,422.0
2013-11-18,425.0
2013-11-19,423.0
2013-11-20,425.0
2013-11-21,418.0
2013-11-22,404.5
2013-11-25,395.5
2013-11-26,395.0
2013-11-27,398.0
2013-11-28,396.0
2013-11-29,393.5
2013-12-02,393.5
2013-12-03,398.5
2013-12-04,400.0
2013-12-06,403.0
2013-12-09,408.0
2013-12-11,406.0
2013-12-12,401.0
2013-12-13,395.0
2013-12-16,393.0
2013-12-17,395.5
2013-12-18,398.0
2013-12-19,398.0
2013-12-20,396.5
2013-12-23,397.5
2013-12-24,398.0
2013-12-25,404.0
2013-12-26,408.0
2013-12-27,402.0
2014-01-02,390.5
2014-01-03,376.0
2014-01-06,381.5
2014-01-07,388.0
2014-01-08,390.0
2014-01-09,391.0
2014-01-10,389.5
2014-01-13,393.5
2014-01-14,402.5
2014-01-15,405.0
2014-01-16,407.0
2014-01-17,407.0
2014-01-20,404.0
2014-01-21,404.0
2014-01-22,400.0
2014-01-23,405.0
2014-01-24,413.0
2014-01-27,403.0
2014-01-28,400.0
2014-01-29,402.0
2014-01-30,400.5
2014-01-31,405.0
2014-02-03,407.0
2014-02-04,405.0
2014-02-05,406.0
2014-02-06,412.0
2014-02-07,417.0
2014-02-10,413.0
2014-02-11,413.0
2014-02-12,417.0
2014-02-13,419.0
2014-02-17,418.0
2014-02-18,418.0
2014-02-19,416.0
2014-02-20,412.0
2014-02-21,416.0
2014-02-24,416.0
2014-02-25,416.0
2014-02-26,415.0
2014-02-27,418.0
2014-02-28,426.0
2014-03-03,429.0
2014-03-04,431.0
2014-03-05,430.0
2014-03-06,428.0
2014-03-07,430.0
2014-03-10,432.0
2014-03-11,434.0
2014-03-12,431.0
2014-03-13,430.0
2014-03-14,427.0
2014-03-17,426.0
2014-03-18,423.0
2014-03-19,414.0
2014-03-20,412.0
2014-03-21,417.0
2014-03-24,414.0
2014-03-25,414.0
2014-03-26,416.0
2014-03-27,416.0
2014-03-28,418.0
2014-03-31,419.0
2014-04-01,416.0
2014-04-02,420.0
2014-04-03,422.0
2014-04-04,425.0
2014-04-08,424.0
2014-04-09,424.0
2014-04-10,426.0
2014-04-11,425.0
2014-04-16,427.0
2014-04-17,427.0
2014-04-18,426.0
2014-04-21,426.0
2014-04-22,431.0
2014-04-23,442.0
2014-04-24,449.0
2014-04-25,437.0
2014-04-28,437.0
2014-04-29,441.0
2014-04-30,439.0
2014-05-02,430.0
2014-05-06,424.0
2014-05-07,421.0
2014-05-08,420.0
2014-05-09,421.0
2014-05-12,420.0
2014-05-14,418.0
2014-05-15,416.0
2014-05-16,416.0
2014-05-19,415.0
2014-05-20,408.0
2014-05-21,407.0
2014-05-22,411.0
2014-05-23,407.0
2014-05-26,412.0
2014-05-27,410.0
2014-05-28,412.0
2014-05-29,415.0
2014-05-30,418.0
2014-06-02,427.0
2014-06-03,437.0
2014-06-04,434.0
2014-06-05,431.0
2014-06-06,435.0
2014-06-09,439.0
2014-06-10,444.0
2014-06-11,443.0
2014-06-12,440.0
2014-06-13,441.0
2014-06-16,449.0
2014-06-17,452.0
2014-06-18,449.0
2014-06-19,443.0
2014-06-20,443.0
2014-06-23,446.0
2014-06-24,445.0
2014-06-25,447.0
2014-06-26,449.0
2014-06-27,450.0
2014-06-30,452.0
2014-07-02,457.0
2014-07-03,465.0
2014-07-04,468.0
2014-07-07,475.0
2014-07-08,477.0
2014-07-09,467.0
2014-07-10,463.0
2014-07-14,465.0
2014-07-15,468.0
2014-07-16,464.0
2014-07-17,453.0
2014-07-18,449.0
2014-07-21,453.0
2014-07-22,456.0
2014-07-23,460.0
2014-07-24,463.0
2014-07-25,466.0
2014-07-28,462.0
2014-07-29,459.0
2014-07-30,455.0
2014-07-31,442.0
2014-08-01,431.0
2014-08-04,432.0
2014-08-05,437.0
2014-08-06,438.0
2014-08-07,432.0
2014-08-08,428.0
2014-08-13,435.0
2014-08-14,443.0
2014-08-15,442.0
2014-08-18,442.0
2014-08-19,442.0
2014-08-20,442.0
2014-08-21,440.0
2014-08-22,438.0
2014-08-25,439.0
2014-08-26,437.0
2014-08-27,438.0
2014-08-28,439.0
2014-08-29,439.0
2014-09-01,439.0
2014-09-02,438.0
2014-09-03,441.0
2014-09-04,439.0
2014-09-05,444.0
2014-09-08,458.0
2014-09-09,458.0
2014-09-10,458.0
2014-09-11,458.0
2014-09-12,456.0
2014-09-15,453.0
2014-09-16,452.0
2014-09-17,454.0
2014-09-18,458.0
2014-09-19,457.0
2014-09-22,454.0
2014-09-23,453.0
2014-09-24,449.0
2014-09-25,448.0
2014-09-26,448.0
2014-09-29,448.0
2014-09-30,449.0
2014-10-01,452.0
2014-10-02,450.0
2014-10-03,446.0
2014-10-06,445.0
2014-10-07,440.0
2014-10-08,435.0
2014-10-09,437.0
2014-10-10,436.0
2014-10-13,434.0
2014-10-14,434.0
2014-10-15,434.0
2014-10-16,432.0
2014-10-17,431.0
2014-10-20,432.0
2014-10-21,431.0
2014-10-22,432.0
2014-10-24,433.0
2014-10-27,435.0
2014-10-28,434.0
2014-10-29,433.0
2014-10-30,439.0
2014-10-31,448.0
2014-11-03,452.0
2014-11-04,453.0
2014-11-05,449.0
2014-11-06,445.0
2014-11-07,444.3333333333333
2014-11-10,443.6666666666667
2014-11-11,443.0
2014-11-12,444.3333333333333
2014-11-13,445.6666666666667
2014-11-14,447.0
2014-11-17,448.3333333333333
2014-11-18,449.6666666666667
2014-11-19,451.0
2014-11-20,448.5
2014-11-21,446.0
2014-11-24,450.5
2014-11-25,455.0
2014-11-26,459.5
2014-11-27,464.0
2014-11-28,471.0
2014-12-01,471.0
2014-12-02,470.0
2014-12-03,472.0
2014-12-04,472.0
2014-12-08,470.0
2014-12-09,464.0
2014-12-11,461.0
2014-12-12,461.0
2014-12-15,462.0
2014-12-16,453.0
2014-12-17,452.0
2014-12-18,454.0
2014-12-19,457.0
2014-12-22,464.0
2014-12-23,469.0
2014-12-24,469.0
2014-12-25,464.0
2014-12-26,462.0
2014-12-29,463.0
2014-12-30,452.0
2015-01-05,449.0
2015-01-06,444.0
2015-01-07,440.0
2015-01-08,447.0
2015-01-09,453.0
2015-01-12,451.0
2015-01-13,454.0
2015-01-14,456.0
2015-01-15,455.0
2015-01-16,454.0
2015-01-19,459.0
2015-01-20,457.0
2015-01-21,454.0
2015-01-22,460.0
2015-01-23,468.0
2015-01-26,469.0
2015-01-27,471.0
2015-01-28,476.0
2015-01-29,483.0
2015-01-30,492.0
2015-02-02,487.0
2015-02-03,482.0
2015-02-04,483.0
2015-02-05,495.0
2015-02-06,501.0
2015-02-09,496.0
2015-02-10,491.0
2015-02-11,498.0
2015-02-12,504.0
2015-02-13,501.0
2015-02-16,506.0
2015-02-17,505.0
2015-02-18,504.0
2015-02-19,518.0
2015-02-20,534.0
2015-02-23,534.0
2015-02-24,532.0
2015-02-25,533.0
2015-02-26,529.0
2015-02-27,526.0
2015-03-02,528.0
2015-03-03,533.0
2015-03-05,533.0
2015-03-06,531.0
2015-03-09,528.0
2015-03-10,522.0
2015-03-11,517.0
2015-03-12,525.0
2015-03-13,527.0
2015-03-16,518.0
2015-03-17,512.0
2015-03-18,518.0
2015-03-19,524.0
2015-03-20,525.0
2015-03-23,532.0
2015-03-24,532.0
2015-03-25,533.0
2015-03-26,525.0
2015-03-27,518.0
2015-03-30,519.0
2015-03-31,511.0
2015-04-01,511.0
2015-04-02,516.0
2015-04-03,515.0
2015-04-07,520.0
2015-04-08,521.0
2015-04-09,514.0
2015-04-10,518.0
2015-04-16,526.0
2015-04-17,526.0
2015-04-20,523.0
2015-04-21,532.0
2015-04-22,534.0
2015-04-23,533.0
2015-04-24,538.0
2015-04-27,546.0
2015-04-28,547.0
2015-04-29,538.0
2015-04-30,536.0
2015-05-04,538.0
2015-05-06,540.0
2015-05-07,540.0
2015-05-08,544.0
2015-05-11,544.0
2015-05-12,532.0
2015-05-13,532.0
2015-05-14,527.0
2015-05-15,525.0
2015-05-18,528.0
2015-05-19,532.0
2015-05-20,540.0
2015-05-21,547.0
2015-05-22,546.0
2015-05-25,540.0
2015-05-26,536.0
2015-05-27,535.0
2015-05-28,534.0
2015-05-29,531.0
2015-06-02,523.0
2015-06-03,519.0
2015-06-04,520.0
2015-06-05,526.0
2015-06-08,533.0
2015-06-09,525.0
2015-06-10,522.0
2015-06-11,524.0
2015-06-12,520.0
2015-06-15,516.0
2015-06-16,517.0
2015-06-17,523.0
2015-06-18,526.0
2015-06-19,524.0
2015-06-22,521.0
2015-06-23,522.0
2015-06-24,524.0
2015-06-25,522.0
2015-06-26,523.0
2015-06-29,519.0
2015-06-30,519.0
2015-07-02,521.0
2015-07-03,522.0
2015-07-06,517.0
2015-07-07,517.0
2015-07-08,512.0
2015-07-09,509.0
2015-07-10,511.0
2015-07-13,512.0
2015-07-14,511.0
2015-07-15,511.0
2015-07-16,513.0
2015-07-17,514.0
2015-07-20,513.0
2015-07-21,512.0
2015-07-22,513.0
2015-07-23,518.0
2015-07-24,517.0
2015-07-27,509.0
2015-07-28,508.0
2015-07-29,512.0
2015-07-31,521.0
2015-08-03,524.0
2015-08-04,525.0
2015-08-05,529.0
2015-08-06,530.0
2015-08-07,524.0
2015-08-10,516.0
2015-08-11,520.0
2015-08-13,521.0
2015-08-14,522.0
2015-08-17,522.0
2015-08-18,516.0
2015-08-19,518.0
2015-08-20,516.0
2015-08-21,511.0
2015-08-24,487.0
2015-08-25,482.0
2015-08-26,474.0
2015-08-27,478.0
2015-08-28,483.0
2015-08-31,481.0
2015-09-01,479.0
2015-09-02,488.0
2015-09-03,502.0
2015-09-04,504.0
2015-09-07,502.0
2015-09-08,496.0
2015-09-09,499.0
2015-09-10,499.0
2015-09-11,498.0
2015-09-14,491.0
2015-09-15,490.0
2015-09-16,494.0
2015-09-17,498.0
2015-09-18,495.0
2015-09-21,494.0
2015-09-22,492.0
2015-09-23,479.0
2015-09-24,473.0
2015-09-25,473.0
2015-09-28,458.0
2015-09-29,457.0
2015-09-30,464.0
2015-10-01,462.0
2015-10-02,459.0
2015-10-05,464.0
2015-10-06,471.0
2015-10-07,481.0
2015-10-08,483.0
2015-10-09,483.0
2015-10-12,482.0
2015-10-13,474.0
2015-10-14,472.0
2015-10-15,479.0
2015-10-16,483.0
2015-10-19,479.0
2015-10-20,476.0
2015-10-21,473.0
2015-10-22,474.0
2015-10-26,475.0
2015-10-27,473.0
2015-10-28,471.0
2015-10-29,461.0
2015-10-30,454.0
2015-11-02,459.0
2015-11-03,466.0
2015-11-04,467.0
2015-11-05,467.0
2015-11-06,467.0
2015-11-09,465.0
2015-11-10,457.0
2015-11-11,455.0
2015-11-12,454.0
2015-11-13,457.0
2015-11-16,458.0
2015-11-17,467.0
2015-11-18,460.0
2015-11-19,461.0
2015-11-20,462.0
2015-11-23,462.0
2015-11-24,463.0
2015-11-25,461.0
2015-11-26,457.0
2015-11-27,452.0
2015-11-30,450.0
2015-12-01,451.0
2015-12-02,446.0
2015-12-03,445.0
2015-12-04,447.0
2015-12-08,444.0
2015-12-09,435.0
2015-12-11,429.0
2015-12-14,424.0
2015-12-15,431.0
2015-12-16,443.0
2015-12-17,450.0
2015-12-18,444.0
2015-12-21,441.0
2015-12-22,445.0
2015-12-23,443.0
2015-12-24,449.0
2015-12-25,452.0
2015-12-28,454.0
2015-12-29,454.0
2015-12-30,458.0
2016-01-04,454.0
2016-01-05,444.0
2016-01-06,435.0
2016-01-07,416.0
2016-01-08,418.0
2016-01-11,416.0
2016-01-12,413.0
2016-01-13,415.0
2016-01-14,412.0
2016-01-15,413.0
2016-01-18,403.0
2016-01-19,408.0
2016-01-20,407.0
2016-01-21,407.0
2016-01-22,409.0
2016-01-25,420.0
2016-01-26,419.0
2016-01-27,427.0
2016-01-28,430.0
2016-01-29,429.0
2016-02-01,429.0
2016-02-02,418.0
2016-02-03,414.0
2016-02-04,422.0
2016-02-05,426.0
2016-02-08,427.0
2016-02-09,425.0
2016-02-10,425.0
2016-02-11,425.0
2016-02-12,425.0
2016-02-15,429.0
2016-02-16,427.0
2016-02-17,423.0
2016-02-18,428.0
2016-02-19,442.0
2016-02-23,452.0
2016-02-24,451.0
2016-02-25,456.0
2016-02-26,456.0
2016-02-29,447.0
2016-03-01,449.0
2016-03-02,456.0
2016-03-03,461.0
2016-03-04,464.0
2016-03-07,467.0
2016-03-08,463.0
2016-03-09,466.0
2016-03-10,467.0
2016-03-11,468.0
2016-03-14,472.0
2016-03-15,468.0
2016-03-16,464.0
2016-03-17,462.0
2016-03-18,461.0
2016-03-21,461.0
2016-03-22,459.0
2016-03-23,461.0
2016-03-24,462.0
2016-03-25,459.0
2016-03-28,457.0
2016-03-29,459.0
2016-03-30,462.0
2016-03-31,465.0
2016-04-01,469.0
2016-04-04,459.0
2016-04-05,453.0
2016-04-07,449.0
2016-04-08,452.0
2016-04-11,448.0
2016-04-12,447.0
2016-04-18,458.0
2016-04-19,478.0
2016-04-20,491.0
2016-04-21,489.0
2016-04-22,484.0
2016-04-25,479.0
2016-04-26,483.0
2016-04-27,491.0
2016-04-28,490.0
2016-04-29,487.0
2016-05-03,485.0
2016-05-04,480.0
2016-05-09,486.0
2016-05-10,488.0
2016-05-11,488.0
2016-05-12,491.0
2016-05-13,486.0
2016-05-16,489.0
2016-05-17,491.0
2016-05-18,487.0
2016-05-19,482.0
2016-05-23,476.0
2016-05-24,469.0
2016-05-25,471.0
2016-05-26,469.0
2016-05-27,472.0
2016-05-30,479.0
2016-05-31,483.0
2016-06-01,479.0
2016-06-02,482.0
2016-06-03,485.0
2016-06-06,488.0
2016-06-07,487.0
2016-06-08,483.0
2016-06-09,479.0
2016-06-10,478.0
2016-06-13,475.0
2016-06-14,475.0
2016-06-15,471.0
2016-06-16,468.0
2016-06-17,467.0
2016-06-20,472.0
2016-06-21,475.0
2016-06-22,476.0
2016-06-23,478.0
2016-06-24,471.0
2016-06-27,474.0
2016-06-28,480.0
2016-06-29,479.0
2016-06-30,476.0
2016-07-04,476.0
2016-07-05,475.0
2016-07-06,473.0
2016-07-07,476.0
2016-07-08,476.0
2016-07-11,476.0
2016-07-12,481.0
2016-07-13,488.0
2016-07-14,490.0
2016-07-15,491.0
2016-07-20,498.0
2016-07-21,504.0
2016-07-22,505.0
2016-07-25,509.0
2016-07-26,507.0
2016-07-27,511.0
2016-07-28,514.0
2016-07-29,512.0
2016-08-01,511.0
2016-08-02,513.0
2016-08-03,516.0
2016-08-04,514.0
2016-08-05,515.0
2016-08-08,518.0
2016-08-09,520.0
2016-08-10,523.0
2016-08-11,528.0
2016-08-15,532.0
2016-08-16,526.0
2016-08-17,519.0
2016-08-18,520.0
2016-08-19,517.0
2016-08-22,514.0
2016-08-23,511.0
2016-08-24,516.0
2016-08-25,518.0
2016-08-26,515.0
2016-08-29,517.0
2016-08-30,519.0
2016-08-31,525.0
2016-09-01,546.0
2016-09-02,541.0
2016-09-05,539.0
2016-09-06,538.0
2016-09-07,529.0
2016-09-08,518.0
2016-09-09,514.0
2016-09-12,515.0
2016-09-13,523.0
2016-09-14,526.0
2016-09-15,524.0
2016-09-16,525.0
2016-09-19,525.0
2016-09-20,520.0
2016-09-21,519.0
2016-09-22,526.0
2016-09-23,521.0
2016-09-26,516.0
2016-09-27,518.0
2016-09-28,516.0
2016-09-29,519.0
2016-09-30,517.0
2016-10-03,522.0
2016-10-04,527.0
2016-10-05,529.0
2016-10-06,524.0
2016-10-07,521.0
2016-10-10,513.0
2016-10-11,506.0
2016-10-12,496.0
2016-10-13,495.0
2016-10-14,509.0
2016-10-17,507.0
2016-10-18,509.0
2016-10-19,510.0
2016-10-20,512.0
2016-10-21,511.0
2016-10-25,509.0
2016-10-26,508.0
2016-10-27,502.0
2016-10-28,499.0
2016-10-31,498.0
2016-11-01,505.0
2016-11-02,503.0
2016-11-03,501.0
2016-11-04,498.0
2016-11-07,501.0
2016-11-08,502.0
2016-11-09,499.0
2016-11-10,501.0
2016-11-11,498.0
2016-11-14,487.0
2016-11-15,484.0
2016-11-16,480.0
2016-11-17,473.0
2016-11-18,468.0
2016-11-21,469.0
2016-11-22,474.0
2016-11-23,478.0
2016-11-24,477.0
2016-11-25,477.0
2016-11-28,480.0
2016-11-29,479.0
2016-11-30,474.0
2016-12-01,479.0
2016-12-02,479.0
2016-12-06,481.0
2016-12-07,483.0
2016-12-08,481.0
2016-12-09,479.0
2016-12-13,480.0
2016-12-14,482.0
2016-12-15,481.0
2016-12-16,480.0
2016-12-19,480.0
2016-12-20,482.0
2016-12-21,479.0
2016-12-22,478.0
2016-12-23,482.0
2016-12-26,482.0
2016-12-27,481.0
2016-12-28,484.0
2016-12-29,486.0
2016-12-30,493.0
2017-01-04,495.0
2017-01-05,498.0
2017-01-06,499.0
2017-01-09,500.0
2017-01-10,500.0
2017-01-11,501.0
2017-01-12,500.0
2017-01-16,492.0
2017-01-17,491.0
2017-01-18,492.0
2017-01-19,494.0
2017-01-20,495.0
2017-01-23,496.0
2017-01-24,496.0
2017-01-25,505.0
2017-01-26,514.0
2017-01-27,515.0
2017-01-30,513.0
2017-01-31,507.0
2017-02-01,510.0
2017-02-02,514.0
2017-02-03,516.0
2017-02-06,520.0
2017-02-07,522.0
2017-02-08,520.0
2017-02-09,518.0
2017-02-10,523.0
2017-02-14,523.0
2017-02-15,520.0
2017-02-16,519.0
2017-02-17,524.0
2017-02-20,521.0
2017-02-21,517.0
2017-02-22,516.0
2017-02-23,519.0
2017-02-24,519.0
2017-02-27,517.0
2017-02-28,516.0
2017-03-01,519.0
2017-03-02,522.0
2017-03-03,523.0
2017-03-06,522.0
2017-03-07,523.0
2017-03-08,531.0
2017-03-09,537.0
2017-03-10,529.0
2017-03-13,529.0
2017-03-14,530.0
2017-03-15,526.0
2017-03-16,531.0
2017-03-17,534.0
2017-03-20,537.0
2017-03-21,534.0
2017-03-22,532.0
2017-03-23,533.0
2017-03-24,536.0
2017-03-27,537.0
2017-03-28,537.0
2017-03-29,538.0
2017-03-30,541.0
2017-03-31,541.0
2017-04-03,543.0
2017-04-04,532.0
2017-04-05,536.0
2017-04-07,544.0
2017-04-10,549.0
2017-04-11,547.0
2017-04-12,545.0
2017-04-17,543.0
2017-04-18,539.0
2017-04-19,540.0
2017-04-20,541.0
2017-04-21,541.0
2017-04-24,543.0
2017-04-25,542.0
2017-04-26,546.0
2017-04-27,546.0
2017-04-28,542.0
2017-05-02,532.0
2017-05-03,530.0
2017-05-04,530.0
2017-05-08,524.0
2017-05-09,523.0
2017-05-11,516.0
2017-05-12,514.0
2017-05-15,510.0
2017-05-16,516.0
2017-05-17,520.0
2017-05-18,521.0
2017-05-19,521.0
2017-05-22,522.0
2017-05-23,525.0
2017-05-24,523.0
2017-05-25,523.0
2017-05-26,525.0
2017-05-29,523.0
2017-05-30,524.0
2017-05-31,526.0
2017-06-01,523.0
2017-06-02,523.0
2017-06-05,526.0
2017-06-06,524.0
2017-06-07,519.0
2017-06-08,518.0
2017-06-09,520.0
2017-06-12,520.0
2017-06-13,519.0
2017-06-14,520.0
2017-06-15,518.0
2017-06-16,518.0
2017-06-19,514.0
2017-06-20,511.0
2017-06-21,509.0
2017-06-22,510.0
2017-06-23,512.0
2017-06-26,510.0
2017-06-27,508.0
2017-06-28,506.0
2017-06-29,503.0
2017-06-30,503.0
2017-07-03,504.0
2017-07-04,506.0
2017-07-05,508.0
2017-07-06,509.0
