Date,BH
2012-10-08,80.4
2012-10-09,80.5
2012-10-10,79.7
2012-10-11,79.9
2012-10-12,79.75
2012-10-15,78.25
2012-10-16,77.5
2012-10-17,77.5
2012-10-18,78.0
2012-10-19,77.9
2012-10-22,77.5
2012-10-24,77.1
2012-10-25,77.6
2012-10-26,77.25
2012-10-29,75.75
2012-10-30,75.1
2012-10-31,76.0
2012-11-01,75.5
2012-11-02,75.5
2012-11-05,76.3
2012-11-06,77.25
2012-11-07,77.25
2012-11-08,75.85
2012-11-09,75.75
2012-11-12,75.65
2012-11-13,75.6
2012-11-14,75.1
2012-11-15,74.6
2012-11-16,74.15
2012-11-19,74.35
2012-11-20,74.5
2012-11-21,74.1
2012-11-22,74.0
2012-11-23,74.0
2012-11-26,74.75
2012-11-27,74.9
2012-11-28,74.5
2012-11-29,74.5
2012-11-30,75.1
2012-12-03,76.1
2012-12-04,76.0
2012-12-06,75.9
2012-12-07,74.75
2012-12-11,74.25
2012-12-12,74.4
2012-12-13,74.25
2012-12-14,74.35
2012-12-17,74.1
2012-12-18,74.1
2012-12-19,74.5
2012-12-20,74.25
2012-12-21,73.9
2012-12-24,74.15
2012-12-25,74.5
2012-12-26,74.5
2012-12-27,75.15
2012-12-28,74.75
2013-01-02,74.1
2013-01-03,74.85
2013-01-04,75.1
2013-01-07,75.7
2013-01-08,77.6
2013-01-09,78.35
2013-01-10,77.85
2013-01-11,77.25
2013-01-14,76.75
2013-01-15,75.85
2013-01-16,75.25
2013-01-17,75.5
2013-01-18,76.9
2013-01-21,76.5
2013-01-22,75.75
2013-01-23,75.25
2013-01-24,75.65
2013-01-25,76.15
2013-01-28,76.5
2013-01-29,76.4
2013-01-30,77.9
2013-01-31,78.4
2013-02-01,78.4
2013-02-04,79.0
2013-02-05,78.2
2013-02-06,77.85
2013-02-07,77.35
2013-02-08,77.0
2013-02-11,77.5
2013-02-12,78.75
2013-02-13,79.85
2013-02-14,83.1
2013-02-15,85.0
2013-02-18,85.25
2013-02-19,87.0
2013-02-20,91.15
2013-02-21,91.2
2013-02-22,90.65
2013-02-26,90.8
2013-02-27,90.15
2013-02-28,88.65
2013-03-01,87.8
2013-03-04,87.5
2013-03-05,86.5
2013-03-06,86.65
2013-03-07,88.65
2013-03-08,90.5
2013-03-11,90.9
2013-03-12,90.4
2013-03-13,89.85
2013-03-14,90.3
2013-03-15,91.25
2013-03-18,90.4
2013-03-19,88.75
2013-03-20,86.6
2013-03-21,85.75
2013-03-22,85.1
2013-03-25,84.0
2013-03-26,84.75
2013-03-27,85.35
2013-03-28,85.75
2013-03-29,85.9
2013-04-01,85.6
2013-04-02,84.3
2013-04-03,83.4
2013-04-04,82.4
2013-04-05,81.2
2013-04-09,79.5
2013-04-10,80.15
2013-04-11,82.4
2013-04-12,82.65
2013-04-17,81.9
2013-04-18,81.4
2013-04-19,81.25
2013-04-22,82.75
2013-04-23,84.4
2013-04-24,84.5
2013-04-25,84.6
2013-04-26,84.85
2013-04-29,83.35
2013-04-30,82.6
2013-05-02,82.5
2013-05-03,81.65
2013-05-07,81.35
2013-05-08,83.65
2013-05-09,84.5
2013-05-10,85.65
2013-05-13,87.25
2013-05-14,87.2
2013-05-15,87.25
2013-05-16,87.0
2013-05-17,86.35
2013-05-20,87.0
2013-05-21,86.7
2013-05-22,86.75
2013-05-23,87.35
2013-05-27,86.1
2013-05-28,86.1
2013-05-29,85.25
2013-05-30,83.9
2013-05-31,83.0
2013-06-03,81.6
2013-06-04,82.4
2013-06-05,83.35
2013-06-06,81.15
2013-06-07,81.0
2013-06-10,82.0
2013-06-11,80.0
2013-06-12,77.0
2013-06-13,73.0
2013-06-14,77.4
2013-06-17,78.5
2013-06-18,77.1
2013-06-19,79.0
2013-06-20,75.25
2013-06-21,73.4
2013-06-24,73.15
2013-06-25,73.75
2013-06-26,74.75
2013-06-27,77.1
2013-06-28,77.8
2013-07-02,77.65
2013-07-03,77.0
2013-07-04,76.5
2013-07-05,75.65
2013-07-08,72.9
2013-07-09,72.9
2013-07-10,72.35
2013-07-11,73.7
2013-07-12,75.25
2013-07-15,75.4
2013-07-16,74.5
2013-07-17,75.25
2013-07-18,76.25
2013-07-19,77.5
2013-07-23,80.0
2013-07-24,82.4
2013-07-25,84.15
2013-07-26,86.5
2013-07-29,86.4
2013-07-30,84.0
2013-07-31,82.1
2013-08-01,83.65
2013-08-02,84.0
2013-08-05,84.9
2013-08-06,86.6
2013-08-07,87.6
2013-08-08,88.4
2013-08-09,88.0
2013-08-13,89.65
2013-08-14,90.4
2013-08-15,89.4
2013-08-16,90.15
2013-08-19,89.4
2013-08-20,86.5
2013-08-21,85.0
2013-08-22,84.3
2013-08-23,84.6
2013-08-26,84.25
2013-08-27,82.75
2013-08-28,80.0
2013-08-29,78.0
2013-08-30,77.1
2013-09-02,79.6
2013-09-03,78.5
2013-09-04,78.75
2013-09-05,78.5
2013-09-06,78.9
2013-09-09,79.15
2013-09-10,82.5
2013-09-11,84.4
2013-09-12,84.6
2013-09-13,82.6
2013-09-16,85.15
2013-09-17,85.0
2013-09-18,84.65
2013-09-19,86.75
2013-09-20,87.75
2013-09-23,86.0
2013-09-24,84.5
2013-09-25,84.65
2013-09-26,85.4
2013-09-27,85.25
2013-09-30,83.25
2013-10-01,85.0
2013-10-02,87.4
2013-10-03,87.75
2013-10-04,87.9
2013-10-07,86.4
2013-10-08,86.85
2013-10-09,88.25
2013-10-10,88.25
2013-10-11,89.0
2013-10-14,89.1
2013-10-15,89.5
2013-10-16,88.0
2013-10-17,87.85
2013-10-18,90.85
2013-10-21,90.65
2013-10-22,88.75
2013-10-24,89.0
2013-10-25,88.3
2013-10-28,87.4
2013-10-29,87.35
2013-10-30,87.2
2013-10-31,87.1
2013-11-01,88.25
2013-11-04,88.1
2013-11-05,87.5
2013-11-06,89.0
2013-11-07,90.65
2013-11-08,89.3
2013-11-11,89.15
2013-11-12,90.85
2013-11-13,90.15
2013-11-14,92.25
2013-11-15,93.6
2013-11-18,92.35
2013-11-19,92.0
2013-11-20,92.5
2013-11-21,91.4
2013-11-22,90.3
2013-11-25,91.6
2013-11-26,90.1
2013-11-27,89.65
2013-11-28,90.25
2013-11-29,89.5
2013-12-02,90.5
2013-12-03,90.25
2013-12-04,90.25
2013-12-06,89.5
2013-12-09,89.1
2013-12-11,90.0
2013-12-12,88.35
2013-12-13,87.75
2013-12-16,87.0
2013-12-17,87.25
2013-12-18,87.4
2013-12-19,88.0
2013-12-20,86.9
2013-12-23,86.25
2013-12-24,86.4
2013-12-25,86.6
2013-12-26,85.9
2013-12-27,86.15
2014-01-02,85.65
2014-01-03,83.5
2014-01-06,84.5
2014-01-07,82.7
2014-01-08,83.0
2014-01-09,83.4
2014-01-10,85.0
2014-01-13,87.25
2014-01-14,87.4
2014-01-15,85.0
2014-01-16,85.25
2014-01-17,86.5
2014-01-20,85.7
2014-01-21,85.1
2014-01-22,84.2
2014-01-23,84.75
2014-01-24,84.15
2014-01-27,82.4
2014-01-28,82.3
2014-01-29,83.0
2014-01-30,82.5
2014-01-31,83.25
2014-02-03,84.8
2014-02-04,83.9
2014-02-05,83.15
2014-02-06,84.15
2014-02-07,84.85
2014-02-10,84.8
2014-02-11,84.65
2014-02-12,85.75
2014-02-13,86.1
2014-02-17,87.0
2014-02-18,88.9
2014-02-19,87.5
2014-02-20,85.6
2014-02-21,85.15
2014-02-24,86.5
2014-02-25,87.5
2014-02-26,87.1
2014-02-27,88.6
2014-02-28,89.25
2014-03-03,89.5
2014-03-04,89.9
2014-03-05,89.8
2014-03-06,90.25
2014-03-07,90.9
2014-03-10,90.4
2014-03-11,89.5
2014-03-12,89.9
2014-03-13,89.5
2014-03-14,89.75
2014-03-17,89.35
2014-03-18,88.85
2014-03-19,89.65
2014-03-20,88.85
2014-03-21,89.0
2014-03-24,90.0
2014-03-25,90.35
2014-03-26,90.65
2014-03-27,91.25
2014-03-28,94.3
2014-03-31,96.6
2014-04-01,96.7
2014-04-02,96.85
2014-04-03,96.25
2014-04-04,98.4
2014-04-08,99.5
2014-04-09,99.75
2014-04-10,99.3
2014-04-11,98.5
2014-04-16,99.15
2014-04-17,99.8
2014-04-18,99.4
2014-04-21,99.5
2014-04-22,99.0
2014-04-23,97.65
2014-04-24,97.5
2014-04-25,98.0
2014-04-28,98.35
2014-04-29,97.65
2014-04-30,97.6
2014-05-02,101.0
2014-05-06,101.9
2014-05-07,100.0
2014-05-08,100.25
2014-05-09,99.85
2014-05-12,101.75
2014-05-14,101.75
2014-05-15,108.75
2014-05-16,110.75
2014-05-19,110.0
2014-05-20,109.0
2014-05-21,109.0
2014-05-22,111.25
2014-05-23,112.25
2014-05-26,113.0
2014-05-27,114.5
2014-05-28,113.0
2014-05-29,112.5
2014-05-30,113.5
2014-06-02,112.75
2014-06-03,114.0
2014-06-04,114.75
2014-06-05,114.75
2014-06-06,117.0
2014-06-09,119.25
2014-06-10,121.5
2014-06-11,120.5
2014-06-12,118.0
2014-06-13,118.0
2014-06-16,117.25
2014-06-17,117.5
2014-06-18,118.0
2014-06-19,117.0
2014-06-20,115.5
2014-06-23,114.25
2014-06-24,113.75
2014-06-25,114.25
2014-06-26,115.0
2014-06-27,115.5
2014-06-30,117.0
2014-07-02,116.25
2014-07-03,114.75
2014-07-04,114.75
2014-07-07,115.75
2014-07-08,115.75
2014-07-09,115.0
2014-07-10,114.25
2014-07-14,114.5
2014-07-15,116.25
2014-07-16,116.75
2014-07-17,115.75
2014-07-18,115.0
2014-07-21,115.25
2014-07-22,115.5
2014-07-23,115.75
2014-07-24,117.5
2014-07-25,120.25
2014-07-28,122.5
2014-07-29,121.0
2014-07-30,119.75
2014-07-31,119.25
2014-08-01,121.75
2014-08-04,122.75
2014-08-05,122.75
2014-08-06,125.25
2014-08-07,128.0
2014-08-08,126.25
2014-08-13,131.0
2014-08-14,134.5
2014-08-15,133.25
2014-08-18,132.5
2014-08-19,132.0
2014-08-20,132.5
2014-08-21,133.0
2014-08-22,132.75
2014-08-25,133.75
2014-08-26,135.0
2014-08-27,135.75
2014-08-28,136.0
2014-08-29,134.5
2014-09-01,138.0
2014-09-02,139.0
2014-09-03,141.0
2014-09-04,141.5
2014-09-05,141.75
2014-09-08,140.5
2014-09-09,136.0
2014-09-10,131.75
2014-09-11,131.75
2014-09-12,132.75
2014-09-15,132.25
2014-09-16,129.25
2014-09-17,129.75
2014-09-18,133.5
2014-09-19,132.25
2014-09-22,130.0
2014-09-23,130.5
2014-09-24,130.5
2014-09-25,131.75
2014-09-26,134.75
2014-09-29,136.25
2014-09-30,133.0
2014-10-01,132.0
2014-10-02,131.0
2014-10-03,128.5
2014-10-06,123.75
2014-10-07,122.5
2014-10-08,121.0
2014-10-09,125.75
2014-10-10,127.5
2014-10-13,127.5
2014-10-14,128.75
2014-10-15,128.5
2014-10-16,126.5
2014-10-17,125.75
2014-10-20,125.75
2014-10-21,125.0
2014-10-22,126.5
2014-10-24,128.5
2014-10-27,128.0
2014-10-28,128.25
2014-10-29,130.5
2014-10-30,132.0
2014-10-31,132.5
2014-11-03,134.5
2014-11-04,135.75
2014-11-05,137.25
2014-11-06,136.75
2014-11-07,136.75
2014-11-10,136.0
2014-11-11,135.75
2014-11-12,135.5
2014-11-13,135.25
2014-11-14,135.0
2014-11-17,134.75
2014-11-18,134.5
2014-11-19,135.125
2014-11-20,135.75
2014-11-21,134.25
2014-11-24,137.75
2014-11-25,141.25
2014-11-26,144.75
2014-11-27,148.25
2014-11-28,146.25
2014-12-01,147.75
2014-12-02,147.75
2014-12-03,148.75
2014-12-04,151.5
2014-12-08,151.25
2014-12-09,145.25
2014-12-11,141.0
2014-12-12,141.5
2014-12-15,142.25
2014-12-16,137.75
2014-12-17,140.25
2014-12-18,144.0
2014-12-19,147.0
2014-12-22,148.25
2014-12-23,150.0
2014-12-24,149.0
2014-12-25,145.5
2014-12-26,145.25
2014-12-29,144.5
2014-12-30,142.0
2015-01-05,139.75
2015-01-06,138.5
2015-01-07,140.0
2015-01-08,140.75
2015-01-09,140.0
2015-01-12,140.25
2015-01-13,139.5
2015-01-14,139.75
2015-01-15,140.0
2015-01-16,139.0
2015-01-19,141.75
2015-01-20,145.25
2015-01-21,147.5
2015-01-22,150.0
2015-01-23,154.75
2015-01-26,162.25
2015-01-27,161.25
2015-01-28,159.25
2015-01-29,160.75
2015-01-30,158.25
2015-02-02,157.5
2015-02-03,159.0
2015-02-04,160.25
2015-02-05,157.5
2015-02-06,157.5
2015-02-09,156.75
2015-02-10,153.25
2015-02-11,153.75
2015-02-12,157.25
2015-02-13,159.5
2015-02-16,157.5
2015-02-17,156.75
2015-02-18,157.75
2015-02-19,157.25
2015-02-20,157.75
2015-02-23,157.25
2015-02-24,156.5
2015-02-25,157.0
2015-02-26,155.5
2015-02-27,155.5
2015-03-02,156.25
2015-03-03,156.0
2015-03-05,153.25
2015-03-06,151.5
2015-03-09,151.25
2015-03-10,151.75
2015-03-11,149.75
2015-03-12,148.5
2015-03-13,147.25
2015-03-16,143.5
2015-03-17,143.0
2015-03-18,146.25
2015-03-19,148.75
2015-03-20,149.0
2015-03-23,149.75
2015-03-24,150.25
2015-03-25,152.25
2015-03-26,148.75
2015-03-27,149.5
2015-03-30,148.75
2015-03-31,150.5
2015-04-01,155.25
2015-04-02,156.75
2015-04-03,158.25
2015-04-07,157.25
2015-04-08,156.5
2015-04-09,154.75
2015-04-10,152.5
2015-04-16,153.5
2015-04-17,154.75
2015-04-20,153.75
2015-04-21,153.0
2015-04-22,151.75
2015-04-23,152.0
2015-04-24,153.5
2015-04-27,155.0
2015-04-28,156.25
2015-04-29,157.0
2015-04-30,161.0
2015-05-04,160.5
2015-05-06,164.25
2015-05-07,173.25
2015-05-08,184.25
2015-05-11,185.75
2015-05-12,180.0
2015-05-13,183.0
2015-05-14,181.75
2015-05-15,178.0
2015-05-18,176.5
2015-05-19,179.75
2015-05-20,185.75
2015-05-21,186.75
2015-05-22,183.25
2015-05-25,179.5
2015-05-26,174.75
2015-05-27,173.0
2015-05-28,172.5
2015-05-29,172.25
2015-06-02,173.0
2015-06-03,176.0
2015-06-04,180.5
2015-06-05,182.0
2015-06-08,178.5
2015-06-09,180.25
2015-06-10,182.25
2015-06-11,188.0
2015-06-12,189.25
2015-06-15,186.0
2015-06-16,181.75
2015-06-17,181.5
2015-06-18,187.25
2015-06-19,181.25
2015-06-22,180.0
2015-06-23,179.75
2015-06-24,178.25
2015-06-25,178.75
2015-06-26,180.75
2015-06-29,181.25
2015-06-30,185.75
2015-07-02,187.75
2015-07-03,186.75
2015-07-06,185.25
2015-07-07,188.5
2015-07-08,191.25
2015-07-09,195.5
2015-07-10,197.0
2015-07-13,199.25
2015-07-14,203.0
2015-07-15,204.0
2015-07-16,200.0
2015-07-17,200.5
2015-07-20,196.75
2015-07-21,195.5
2015-07-22,197.75
2015-07-23,198.5
2015-07-24,197.5
2015-07-27,197.0
2015-07-28,198.5
2015-07-29,198.0
2015-07-31,201.75
2015-08-03,202.5
2015-08-04,199.25
2015-08-05,201.25
2015-08-06,205.5
2015-08-07,206.5
2015-08-10,207.0
2015-08-11,206.5
2015-08-13,207.0
2015-08-14,217.0
2015-08-17,221.5
2015-08-18,217.0
2015-08-19,218.0
2015-08-20,223.5
2015-08-21,227.0
2015-08-24,220.0
2015-08-25,222.0
2015-08-26,225.0
2015-08-27,226.5
2015-08-28,223.5
2015-08-31,226.5
2015-09-01,227.5
2015-09-02,233.0
2015-09-03,249.0
2015-09-04,246.0
2015-09-07,241.0
2015-09-08,245.5
2015-09-09,248.0
2015-09-10,240.5
2015-09-11,235.5
2015-09-14,235.0
2015-09-15,234.0
2015-09-16,235.5
2015-09-17,236.0
2015-09-18,233.0
2015-09-21,228.0
2015-09-22,224.5
2015-09-23,218.0
2015-09-24,213.5
2015-09-25,215.0
2015-09-28,213.0
2015-09-29,216.0
2015-09-30,218.0
2015-10-01,219.5
2015-10-02,222.0
2015-10-05,227.0
2015-10-06,229.0
2015-10-07,233.0
2015-10-08,232.5
2015-10-09,233.0
2015-10-12,233.0
2015-10-13,230.5
2015-10-14,227.0
2015-10-15,227.0
2015-10-16,223.0
2015-10-19,216.5
2015-10-20,219.0
2015-10-21,221.5
2015-10-22,220.0
2015-10-26,220.0
2015-10-27,219.0
2015-10-28,217.5
2015-10-29,214.5
2015-10-30,214.5
2015-11-02,215.5
2015-11-03,214.0
2015-11-04,214.0
2015-11-05,214.0
2015-11-06,213.5
2015-11-09,209.5
2015-11-10,202.25
2015-11-11,202.25
2015-11-12,204.5
2015-11-13,204.5
2015-11-16,209.0
2015-11-17,208.0
2015-11-18,203.5
2015-11-19,205.5
2015-11-20,209.5
2015-11-23,214.5
2015-11-24,218.0
2015-11-25,219.0
2015-11-26,218.0
2015-11-27,213.5
2015-11-30,216.0
2015-12-01,221.0
2015-12-02,217.0
2015-12-03,216.5
2015-12-04,214.0
2015-12-08,209.5
2015-12-09,204.0
2015-12-11,206.0
2015-12-14,207.0
2015-12-15,204.5
2015-12-16,205.0
2015-12-17,204.5
2015-12-18,202.5
2015-12-21,201.5
2015-12-22,201.5
2015-12-23,200.0
2015-12-24,199.5
2015-12-25,200.25
2015-12-28,206.5
2015-12-29,208.0
2015-12-30,209.5
2016-01-04,209.0
2016-01-05,211.5
2016-01-06,218.5
2016-01-07,215.5
2016-01-08,215.5
2016-01-11,214.5
2016-01-12,218.5
2016-01-13,224.5
2016-01-14,221.0
2016-01-15,223.5
2016-01-18,223.5
2016-01-19,220.0
2016-01-20,212.5
2016-01-21,214.0
2016-01-22,219.5
2016-01-25,220.0
2016-01-26,222.5
2016-01-27,220.5
2016-01-28,221.0
2016-01-29,221.0
2016-02-01,224.0
2016-02-02,227.0
2016-02-03,226.0
2016-02-04,225.0
2016-02-05,224.0
2016-02-08,222.5
2016-02-09,222.0
2016-02-10,221.0
2016-02-11,219.5
2016-02-12,217.0
2016-02-15,215.5
2016-02-16,211.5
2016-02-17,208.0
2016-02-18,210.5
2016-02-19,213.5
2016-02-23,211.0
2016-02-24,207.0
2016-02-25,211.0
2016-02-26,215.0
2016-02-29,217.0
2016-03-01,218.0
2016-03-02,225.5
2016-03-03,227.0
2016-03-04,216.5
2016-03-07,213.5
2016-03-08,209.5
2016-03-09,207.5
2016-03-10,207.0
2016-03-11,207.5
2016-03-14,212.0
2016-03-15,209.0
2016-03-16,210.0
2016-03-17,208.0
2016-03-18,208.5
2016-03-21,211.0
2016-03-22,209.5
2016-03-23,210.0
2016-03-24,212.5
2016-03-25,210.5
2016-03-28,207.0
2016-03-29,206.0
2016-03-30,209.5
2016-03-31,211.5
2016-04-01,209.0
2016-04-04,207.5
2016-04-05,206.5
2016-04-07,206.0
2016-04-08,202.25
2016-04-11,199.0
2016-04-12,200.25
2016-04-18,202.5
2016-04-19,207.0
2016-04-20,208.5
2016-04-21,208.5
2016-04-22,206.0
2016-04-25,202.0
2016-04-26,203.0
2016-04-27,204.0
2016-04-28,202.5
2016-04-29,201.5
2016-05-03,202.0
2016-05-04,200.5
2016-05-09,202.5
2016-05-10,202.0
2016-05-11,199.75
2016-05-12,198.75
2016-05-13,198.0
2016-05-16,197.0
2016-05-17,196.0
2016-05-18,193.25
2016-05-19,189.0
2016-05-23,187.75
2016-05-24,188.5
2016-05-25,189.25
2016-05-26,189.75
2016-05-27,190.25
2016-05-30,193.5
2016-05-31,195.25
2016-06-01,194.5
2016-06-02,191.0
2016-06-03,191.75
2016-06-06,193.25
2016-06-07,193.5
2016-06-08,193.25
2016-06-09,189.0
2016-06-10,187.5
2016-06-13,185.75
2016-06-14,185.0
2016-06-15,186.25
2016-06-16,184.5
2016-06-17,182.75
2016-06-20,182.0
2016-06-21,182.0
2016-06-22,182.5
2016-06-23,183.5
2016-06-24,181.75
2016-06-27,182.25
2016-06-28,182.5
2016-06-29,183.25
2016-06-30,183.25
2016-07-04,184.5
2016-07-05,185.75
2016-07-06,183.25
2016-07-07,183.5
2016-07-08,183.0
2016-07-11,184.25
2016-07-12,183.75
2016-07-13,182.0
2016-07-14,181.25
2016-07-15,182.25
2016-07-20,184.75
2016-07-21,189.75
2016-07-22,190.75
2016-07-25,188.75
2016-07-26,186.5
2016-07-27,186.0
2016-07-28,186.75
2016-07-29,185.25
2016-08-01,180.0
2016-08-02,175.5
2016-08-03,175.5
2016-08-04,176.0
2016-08-05,178.0
2016-08-08,179.25
2016-08-09,177.25
2016-08-10,176.5
2016-08-11,176.25
2016-08-15,175.0
2016-08-16,173.75
2016-08-17,173.5
2016-08-18,173.75
2016-08-19,174.0
2016-08-22,172.25
2016-08-23,169.5
2016-08-24,170.75
2016-08-25,170.25
2016-08-26,169.0
2016-08-29,171.25
2016-08-30,173.0
2016-08-31,171.25
2016-09-01,169.75
2016-09-02,169.0
2016-09-05,166.75
2016-09-06,164.5
2016-09-07,162.0
2016-09-08,158.25
2016-09-09,153.75
2016-09-12,150.0
2016-09-13,154.75
2016-09-14,163.0
2016-09-15,170.5
2016-09-16,172.5
2016-09-19,170.75
2016-09-20,169.0
2016-09-21,171.25
2016-09-22,174.5
2016-09-23,174.75
2016-09-26,173.75
2016-09-27,176.25
2016-09-28,177.75
2016-09-29,177.75
2016-09-30,175.25
2016-10-03,174.75
2016-10-04,173.25
2016-10-05,172.0
2016-10-06,171.25
2016-10-07,170.75
2016-10-10,166.5
2016-10-11,166.0
2016-10-12,163.0
2016-10-13,159.5
2016-10-14,167.25
2016-10-17,171.25
2016-10-18,171.5
2016-10-19,170.5
2016-10-20,172.5
2016-10-21,174.25
2016-10-25,176.25
2016-10-26,176.5
2016-10-27,175.75
2016-10-28,179.5
2016-10-31,183.25
2016-11-01,182.25
2016-11-02,181.5
2016-11-03,181.75
2016-11-04,182.5
2016-11-07,183.5
2016-11-08,182.5
2016-11-09,184.75
2016-11-10,187.25
2016-11-11,188.0
2016-11-14,186.5
2016-11-15,185.0
2016-11-16,185.5
2016-11-17,186.25
2016-11-18,187.0
2016-11-21,186.25
2016-11-22,188.25
2016-11-23,189.25
2016-11-24,189.0
2016-11-25,188.75
2016-11-28,190.5
2016-11-29,190.0
2016-11-30,190.0
2016-12-01,195.5
2016-12-02,193.75
2016-12-06,193.75
2016-12-07,193.75
2016-12-08,191.75
2016-12-09,187.0
2016-12-13,183.25
2016-12-14,181.25
2016-12-15,180.0
2016-12-16,179.75
2016-12-19,179.5
2016-12-20,180.5
2016-12-21,179.75
2016-12-22,178.5
2016-12-23,175.5
2016-12-26,172.0
2016-12-27,174.25
2016-12-28,177.5
2016-12-29,179.5
2016-12-30,181.0
2017-01-04,183.0
2017-01-05,185.0
2017-01-06,185.0
2017-01-09,184.0
2017-01-10,183.75
2017-01-11,183.75
2017-01-12,184.0
2017-01-16,184.25
2017-01-17,183.5
2017-01-18,181.75
2017-01-19,180.5
2017-01-20,179.5
2017-01-23,180.5
2017-01-24,181.0
2017-01-25,182.0
2017-01-26,182.25
2017-01-27,181.5
2017-01-30,180.5
2017-01-31,179.25
2017-02-01,178.75
2017-02-02,181.0
2017-02-03,180.5
2017-02-06,180.75
2017-02-07,179.0
2017-02-08,180.75
2017-02-09,183.25
2017-02-10,184.75
2017-02-14,185.0
2017-02-15,185.25
2017-02-16,183.75
2017-02-17,184.25
2017-02-20,182.5
2017-02-21,181.25
2017-02-22,182.75
2017-02-23,182.25
2017-02-24,181.25
2017-02-27,178.25
2017-02-28,176.5
2017-03-01,177.75
2017-03-02,177.0
2017-03-03,175.25
2017-03-06,176.0
2017-03-07,176.5
2017-03-08,177.0
2017-03-09,177.5
2017-03-10,177.25
2017-03-13,178.0
2017-03-14,178.5
2017-03-15,178.75
2017-03-16,179.75
2017-03-17,180.25
2017-03-20,181.0
2017-03-21,181.0
2017-03-22,179.0
2017-03-23,177.75
2017-03-24,177.0
2017-03-27,177.0
2017-03-28,177.75
2017-03-29,180.0
2017-03-30,180.25
2017-03-31,182.0
2017-04-03,181.5
2017-04-04,181.75
2017-04-05,181.75
2017-04-07,180.0
2017-04-10,180.25
2017-04-11,180.75
2017-04-12,180.5
2017-04-17,179.5
2017-04-18,176.5
2017-04-19,175.5
2017-04-20,176.5
2017-04-21,174.75
2017-04-24,175.0
2017-04-25,177.0
2017-04-26,176.0
2017-04-27,177.25
2017-04-28,177.0
2017-05-02,175.25
2017-05-03,175.75
2017-05-04,177.25
2017-05-08,179.5
2017-05-09,182.5
2017-05-11,183.0
2017-05-12,183.5
2017-05-15,185.0
2017-05-16,184.0
2017-05-17,181.5
2017-05-18,179.0
2017-05-19,179.0
2017-05-22,180.25
2017-05-23,179.5
2017-05-24,178.25
2017-05-25,177.5
2017-05-26,178.0
2017-05-29,176.25
2017-05-30,176.25
2017-05-31,175.0
2017-06-01,174.0
2017-06-02,174.25
2017-06-05,174.25
2017-06-06,173.75
2017-06-07,175.25
2017-06-08,176.0
2017-06-09,175.75
2017-06-12,175.5
2017-06-13,175.0
2017-06-14,173.5
2017-06-15,172.25
2017-06-16,170.75
2017-06-19,171.5
2017-06-20,171.0
2017-06-21,170.5
2017-06-22,171.75
2017-06-23,171.5
2017-06-26,173.0
2017-06-27,174.25
2017-06-28,173.25
2017-06-29,172.5
2017-06-30,171.75
2017-07-03,172.5
2017-07-04,172.5
2017-07-05,173.5
2017-07-06,174.25
2017-07-07,172.25
2017-07-11,171.0
2017-07-12,172.0
2017-07-13,171.0
2017-07-14,170.0
2017-07-17,170.0
2017-07-18,170.25
2017-07-19,173.25
2017-07-20,174.25
2017-07-21,173.0
2017-07-24,172.75
2017-07-25,173.0
2017-07-26,173.75
2017-07-27,174.75
2017-07-31,175.0
2017-08-01,175.75
2017-08-02,179.75
2017-08-03,185.0
2017-08-04,187.0
2017-08-07,186.5
2017-08-08,189.5
2017-08-09,189.75
2017-08-10,192.0
2017-08-11,195.25
2017-08-15,196.0
2017-08-16,196.25
2017-08-17,203.75
2017-08-18,204.0
2017-08-21,203.5
2017-08-22,201.5
2017-08-23,202.0
2017-08-24,207.5
2017-08-25,212.0
2017-08-28,211.0
2017-08-29,215.0
2017-08-30,216.0
2017-08-31,218.0
2017-09-01,217.0
2017-09-04,214.5
2017-09-05,214.5
2017-09-06,213.0
2017-09-07,213.0
2017-09-08,214.5
2017-09-11,214.0
2017-09-12,215.5
2017-09-13,213.0
2017-09-14,213.5
2017-09-15,214.5
2017-09-18,212.5
2017-09-19,211.0
2017-09-20,209.5
2017-09-21,212.0
2017-09-22,214.0
2017-09-25,212.0
2017-09-26,212.0
2017-09-27,214.0
2017-09-28,215.0
2017-09-29,214.5
2017-10-02,216.0
2017-10-03,216.0
2017-10-04,212.5
2017-10-05,210.0
2017-10-06,210.25
2017-10-09,210.5
2017-10-10,211.5
2017-10-11,212.5
2017-10-12,216.0
2017-10-16,225.0
2017-10-17,224.0
2017-10-18,222.5
2017-10-19,219.5
2017-10-20,217.5
2017-10-24,219.0
2017-10-25,222.5
2017-10-27,224.0
2017-10-30,224.5
2017-10-31,221.0
2017-11-01,219.0
2017-11-02,215.5
2017-11-03,214.0
2017-11-06,214.5
2017-11-07,215.5
2017-11-08,213.5
2017-11-09,214.5
2017-11-10,212.0
2017-11-13,203.75
2017-11-14,201.5
2017-11-15,202.5
2017-11-16,203.5
2017-11-17,203.0
2017-11-20,206.0
2017-11-21,208.0
2017-11-22,208.5
2017-11-23,207.5
2017-11-24,206.0
2017-11-27,203.0
2017-11-28,207.0
2017-11-29,207.0
2017-11-30,202.25
2017-12-01,199.75
2017-12-04,199.75
2017-12-06,200.0
2017-12-07,199.0
2017-12-08,201.0
2017-12-12,201.0
2017-12-13,197.25
2017-12-14,197.5
2017-12-15,199.0
2017-12-18,196.25
2017-12-19,192.25
2017-12-20,190.5
2017-12-21,191.0
2017-12-22,193.0
