Date,GLOBAL
2009-08-19,0.8
2009-08-20,0.75
2009-08-21,0.7
2009-08-24,0.75
2009-08-25,0.8
2009-08-26,0.8
2009-08-27,0.8
2009-08-28,0.8
2009-08-31,0.8
2009-09-01,0.8
2009-09-02,0.8
2009-09-03,0.8
2009-09-04,0.8
2009-09-07,0.8
2009-09-08,0.8
2009-09-09,0.8
2009-09-10,0.8
2009-09-11,0.8
2009-09-14,0.8
2009-09-15,0.8
2009-09-16,0.8
2009-09-17,0.8
2009-09-18,0.8
2009-09-21,0.8
2009-09-22,0.8
2009-09-23,0.9
2009-09-24,0.8500000000000001
2009-09-25,0.8
2009-09-28,0.8
2009-09-29,0.8
2009-09-30,0.8500000000000001
2009-10-01,0.8
2009-10-02,0.8
2009-10-05,0.8
2009-10-06,0.8
2009-10-07,0.8
2009-10-08,0.8
2009-10-09,0.8
2009-10-12,0.8
2009-10-13,0.8
2009-10-14,0.8
2009-10-15,0.75
2009-10-16,0.75
2009-10-19,0.8
2009-10-20,0.8
2009-10-21,0.8
2009-10-22,0.8
2009-10-26,0.8
2009-10-27,0.8
2009-10-28,0.8
2009-10-29,0.8
2009-10-30,0.8
2009-11-02,0.8
2009-11-03,0.8
2009-11-04,0.8
2009-11-05,0.8
2009-11-06,0.8
2009-11-09,0.8
2009-11-10,0.8
2009-11-11,0.8
2009-11-12,0.8
2009-11-13,0.8
2009-11-16,0.8
2009-11-17,0.8
2009-11-18,0.8
2009-11-19,0.8
2009-11-20,0.8
2009-11-23,0.8
2009-11-24,0.8
2009-11-25,0.8
2009-11-26,0.8
2009-11-27,0.8
