Date,PTT
2012-10-12,316.5
2012-10-15,313.5
2012-10-16,312.5
2012-10-17,313.0
2012-10-18,316.5
2012-10-19,319.5
2012-10-22,318.5
2012-10-24,316.5
2012-10-25,313.5
2012-10-26,312.5
2012-10-29,314.0
2012-10-30,316.5
2012-10-31,317.5
2012-11-01,317.5
2012-11-02,319.5
2012-11-05,320.5
2012-11-06,320.0
2012-11-07,320.0
2012-11-08,316.5
2012-11-09,317.0
2012-11-12,316.5
2012-11-13,317.5
2012-11-14,316.5
2012-11-15,314.5
2012-11-16,314.0
2012-11-19,313.5
2012-11-20,311.5
2012-11-21,310.5
2012-11-22,310.0
2012-11-23,310.5
2012-11-26,312.5
2012-11-27,314.0
2012-11-28,315.0
2012-11-29,317.5
2012-11-30,319.5
2012-12-03,323.0
2012-12-04,326.5
2012-12-06,327.0
2012-12-07,327.5
2012-12-11,327.0
2012-12-12,330.5
2012-12-13,330.5
2012-12-14,331.0
2012-12-17,331.5
2012-12-18,331.5
2012-12-19,333.0
2012-12-20,332.5
2012-12-21,331.5
2012-12-24,331.5
2012-12-25,332.0
2012-12-26,332.0
2012-12-27,333.5
2012-12-28,334.0
2013-01-02,334.5
2013-01-03,337.0
2013-01-04,335.5
2013-01-07,335.5
2013-01-08,332.0
2013-01-09,331.0
2013-01-10,330.5
2013-01-11,327.0
2013-01-14,330.5
2013-01-15,335.5
2013-01-16,335.5
2013-01-17,337.0
2013-01-18,336.5
2013-01-21,336.5
2013-01-22,335.5
2013-01-23,336.5
2013-01-24,335.5
2013-01-25,333.0
2013-01-28,332.5
2013-01-29,333.5
2013-01-30,342.0
2013-01-31,344.0
2013-02-01,350.0
2013-02-04,361.0
2013-02-05,362.5
2013-02-06,363.0
2013-02-07,356.0
2013-02-08,351.5
2013-02-11,349.0
2013-02-12,348.5
2013-02-13,355.5
2013-02-14,362.0
2013-02-15,358.5
2013-02-18,353.5
2013-02-19,355.0
2013-02-20,358.5
2013-02-21,350.0
2013-02-22,348.5
2013-02-26,346.5
2013-02-27,343.0
2013-02-28,347.0
2013-03-01,347.0
2013-03-04,344.5
2013-03-05,346.0
2013-03-06,340.0
2013-03-07,339.0
2013-03-08,337.5
2013-03-11,339.5
2013-03-12,343.0
2013-03-13,342.5
2013-03-14,338.0
2013-03-15,339.5
2013-03-18,338.5
2013-03-19,338.5
2013-03-20,335.5
2013-03-21,335.0
2013-03-22,327.0
2013-03-25,326.0
2013-03-26,326.5
2013-03-27,327.5
2013-03-28,325.5
2013-03-29,325.5
2013-04-01,323.5
2013-04-02,323.5
2013-04-03,325.0
2013-04-04,319.0
2013-04-05,316.0
2013-04-09,313.0
2013-04-10,312.5
2013-04-11,315.5
2013-04-12,315.0
2013-04-17,312.0
2013-04-18,311.0
2013-04-19,316.0
2013-04-22,315.0
2013-04-23,311.5
2013-04-24,314.5
2013-04-25,316.0
2013-04-26,319.0
2013-04-29,317.0
2013-04-30,323.0
2013-05-02,326.5
2013-05-03,327.5
2013-05-07,328.0
2013-05-08,332.0
2013-05-09,336.5
2013-05-10,339.5
2013-05-13,337.0
2013-05-14,335.0
2013-05-15,337.5
2013-05-16,338.5
2013-05-17,336.0
2013-05-20,340.0
2013-05-21,345.5
2013-05-22,346.5
2013-05-23,345.0
2013-05-27,344.5
2013-05-28,345.5
2013-05-29,346.0
2013-05-30,338.0
2013-05-31,332.5
2013-06-03,323.5
2013-06-04,326.5
2013-06-05,324.0
2013-06-06,323.5
2013-06-07,329.5
2013-06-10,336.5
2013-06-11,330.0
2013-06-12,319.0
2013-06-13,312.0
2013-06-14,320.5
2013-06-17,327.0
2013-06-18,324.5
2013-06-19,328.0
2013-06-20,328.5
2013-06-21,334.0
2013-06-24,330.5
2013-06-25,330.0
2013-06-26,335.0
2013-06-27,340.0
2013-06-28,338.5
2013-07-02,336.0
2013-07-03,336.5
2013-07-04,341.0
2013-07-05,345.5
2013-07-08,346.0
2013-07-09,345.0
2013-07-10,343.5
2013-07-11,349.0
2013-07-12,348.5
2013-07-15,342.0
2013-07-16,338.5
2013-07-17,339.5
2013-07-18,339.5
2013-07-19,343.0
2013-07-23,343.5
2013-07-24,345.0
2013-07-25,337.0
2013-07-26,336.5
2013-07-29,336.0
2013-07-30,333.5
2013-07-31,329.5
2013-08-01,332.0
2013-08-02,332.0
2013-08-05,332.0
2013-08-06,334.0
2013-08-07,330.0
2013-08-08,330.0
2013-08-09,329.5
2013-08-13,330.0
2013-08-14,330.5
2013-08-15,329.5
2013-08-16,325.5
2013-08-19,319.5
2013-08-20,316.0
2013-08-21,312.0
2013-08-22,316.5
2013-08-23,323.0
2013-08-26,321.5
2013-08-27,319.0
2013-08-28,319.5
2013-08-29,324.5
2013-08-30,328.5
2013-09-02,326.5
2013-09-03,325.5
2013-09-04,325.5
2013-09-05,328.5
2013-09-06,332.0
2013-09-09,339.0
2013-09-10,339.5
2013-09-11,338.0
2013-09-12,336.0
2013-09-13,333.5
2013-09-16,340.0
2013-09-17,340.5
2013-09-18,333.5
2013-09-19,335.0
2013-09-20,335.0
2013-09-23,334.0
2013-09-24,331.0
2013-09-25,329.0
2013-09-26,329.5
2013-09-27,327.0
2013-09-30,320.0
2013-10-01,318.0
2013-10-02,319.5
2013-10-03,320.5
2013-10-04,319.0
2013-10-07,319.5
2013-10-08,319.0
2013-10-09,320.0
2013-10-10,320.0
2013-10-11,322.0
2013-10-14,320.0
2013-10-15,319.5
2013-10-16,319.0
2013-10-17,319.0
2013-10-18,319.5
2013-10-21,321.0
2013-10-22,321.0
2013-10-24,321.0
2013-10-25,320.0
2013-10-28,318.0
2013-10-29,316.5
2013-10-30,313.5
2013-10-31,314.0
2013-11-01,314.0
2013-11-04,311.0
2013-11-05,312.0
2013-11-06,312.0
2013-11-07,311.5
2013-11-08,310.5
2013-11-11,310.0
2013-11-12,308.5
2013-11-13,308.0
2013-11-14,308.0
2013-11-15,309.0
2013-11-18,311.0
2013-11-19,309.0
2013-11-20,306.5
2013-11-21,302.5
2013-11-22,299.0
2013-11-25,292.5
2013-11-26,291.0
2013-11-27,293.0
2013-11-28,294.0
2013-11-29,293.5
2013-12-02,298.0
2013-12-03,305.0
2013-12-04,305.5
2013-12-06,304.5
2013-12-09,304.5
2013-12-11,303.5
2013-12-12,299.0
2013-12-13,295.5
2013-12-16,289.5
2013-12-17,286.5
2013-12-18,288.0
2013-12-19,289.0
2013-12-20,291.0
2013-12-23,288.0
2013-12-24,287.0
2013-12-25,288.5
2013-12-26,287.0
2013-12-27,286.0
2014-01-02,280.0
2014-01-03,269.0
2014-01-06,266.5
2014-01-07,273.5
2014-01-08,283.0
2014-01-09,285.0
2014-01-10,285.5
2014-01-13,287.5
2014-01-14,291.0
2014-01-15,288.0
2014-01-16,287.0
2014-01-17,289.0
2014-01-20,287.5
2014-01-21,287.0
2014-01-22,283.5
2014-01-23,286.5
2014-01-24,290.5
2014-01-27,285.5
2014-01-28,280.0
2014-01-29,276.5
2014-01-30,272.0
2014-01-31,274.0
2014-02-03,278.5
2014-02-04,274.5
2014-02-05,272.5
2014-02-06,274.5
2014-02-07,282.5
2014-02-10,287.5
2014-02-11,288.5
2014-02-12,291.5
2014-02-13,291.0
2014-02-17,293.0
2014-02-18,296.5
2014-02-19,295.0
2014-02-20,288.5
2014-02-21,286.5
2014-02-24,288.5
2014-02-25,290.0
2014-02-26,286.0
2014-02-27,287.0
2014-02-28,290.0
2014-03-03,298.0
2014-03-04,301.5
2014-03-05,303.5
2014-03-06,296.5
2014-03-07,294.0
2014-03-10,292.0
2014-03-11,296.0
2014-03-12,296.0
2014-03-13,298.5
2014-03-14,296.0
2014-03-17,294.5
2014-03-18,295.0
2014-03-19,292.5
2014-03-20,290.5
2014-03-21,292.5
2014-03-24,289.5
2014-03-25,291.0
2014-03-26,294.5
2014-03-27,297.5
2014-03-28,299.0
2014-03-31,299.0
2014-04-01,300.5
2014-04-02,305.0
2014-04-03,308.0
2014-04-04,307.0
2014-04-08,304.0
2014-04-09,303.5
2014-04-10,307.0
2014-04-11,306.0
2014-04-16,311.0
2014-04-17,313.0
2014-04-18,311.5
2014-04-21,311.0
2014-04-22,309.0
2014-04-23,308.0
2014-04-24,308.5
2014-04-25,306.5
2014-04-28,306.5
2014-04-29,304.0
2014-04-30,309.5
2014-05-02,311.0
2014-05-06,309.0
2014-05-07,307.5
2014-05-08,307.0
2014-05-09,304.0
2014-05-12,303.0
2014-05-14,302.5
2014-05-15,303.0
2014-05-16,303.0
2014-05-19,306.0
2014-05-20,305.5
2014-05-21,308.5
2014-05-22,310.0
2014-05-23,303.5
2014-05-26,299.5
2014-05-27,296.0
2014-05-28,295.0
2014-05-29,294.5
2014-05-30,293.5
2014-06-02,297.0
2014-06-03,302.0
2014-06-04,301.0
2014-06-05,299.5
2014-06-06,298.0
2014-06-09,297.0
2014-06-10,297.0
2014-06-11,297.0
2014-06-12,296.5
2014-06-13,293.5
2014-06-16,297.0
2014-06-17,299.0
2014-06-18,297.5
2014-06-19,296.5
2014-06-20,298.0
2014-06-23,300.0
2014-06-24,298.0
2014-06-25,298.5
2014-06-26,304.5
2014-06-27,311.0
2014-06-30,316.5
2014-07-02,318.5
2014-07-03,319.5
2014-07-04,319.5
2014-07-07,324.5
2014-07-08,323.5
2014-07-09,321.0
2014-07-10,324.5
2014-07-14,326.0
2014-07-15,325.5
2014-07-16,325.0
2014-07-17,326.5
2014-07-18,330.0
2014-07-21,332.5
2014-07-22,332.5
2014-07-23,332.0
2014-07-24,333.5
2014-07-25,334.0
2014-07-28,331.5
2014-07-29,332.0
2014-07-30,328.5
2014-07-31,321.5
2014-08-01,316.0
2014-08-04,319.0
2014-08-05,326.5
2014-08-06,326.5
2014-08-07,325.5
2014-08-08,322.5
2014-08-13,327.5
2014-08-14,332.0
2014-08-15,333.0
2014-08-18,334.5
2014-08-19,335.0
2014-08-20,334.5
2014-08-21,335.5
2014-08-22,336.5
2014-08-25,335.0
2014-08-26,333.5
2014-08-27,331.5
2014-08-28,325.0
2014-08-29,320.5
2014-09-01,320.5
2014-09-02,319.5
2014-09-03,325.0
2014-09-04,329.5
2014-09-05,331.5
2014-09-08,333.5
2014-09-09,342.0
2014-09-10,349.0
2014-09-11,352.0
2014-09-12,355.5
2014-09-15,350.0
2014-09-16,352.5
2014-09-17,351.5
2014-09-18,350.5
2014-09-19,352.5
2014-09-22,355.5
2014-09-23,358.5
2014-09-24,356.5
2014-09-25,353.0
2014-09-26,355.5
2014-09-29,355.0
2014-09-30,357.5
2014-10-01,363.5
2014-10-02,367.0
2014-10-03,365.0
2014-10-06,367.0
2014-10-07,368.0
2014-10-08,366.5
2014-10-09,373.0
2014-10-10,366.5
2014-10-13,356.5
2014-10-14,354.0
2014-10-15,351.5
2014-10-16,347.0
2014-10-17,350.5
2014-10-20,354.0
2014-10-21,353.5
2014-10-22,353.5
2014-10-24,352.0
2014-10-27,353.0
2014-10-28,355.0
2014-10-29,356.0
2014-10-30,354.5
2014-10-31,361.5
2014-11-03,366.0
2014-11-04,365.5
2014-11-05,368.5
2014-11-06,376.5
2014-11-07,389.0
2014-11-10,384.5
2014-11-11,385.875
2014-11-12,387.25
2014-11-13,388.625
2014-11-14,390.0
2014-11-17,389.25
2014-11-18,388.5
2014-11-19,387.75
2014-11-20,387.0
2014-11-21,385.5
2014-11-24,389.0
2014-11-25,392.5
2014-11-26,392.5
2014-11-27,392.5
2014-11-28,383.5
2014-12-01,371.5
2014-12-02,366.5
2014-12-03,369.5
2014-12-04,371.5
2014-12-08,370.0
2014-12-09,355.0
2014-12-11,339.0
2014-12-12,331.0
2014-12-15,315.5
2014-12-16,304.0
2014-12-17,310.0
2014-12-18,330.5
2014-12-19,333.0
2014-12-22,339.5
2014-12-23,337.5
2014-12-24,338.5
2014-12-25,331.0
2014-12-26,329.5
2014-12-29,329.0
2014-12-30,325.0
2015-01-05,319.5
2015-01-06,316.5
2015-01-07,328.0
2015-01-08,343.0
2015-01-09,340.0
2015-01-12,334.0
2015-01-13,327.5
2015-01-14,324.5
2015-01-15,322.5
2015-01-16,319.5
2015-01-19,329.0
2015-01-20,333.5
2015-01-21,332.0
2015-01-22,338.0
2015-01-23,345.0
2015-01-26,346.0
2015-01-27,348.0
2015-01-28,352.0
2015-01-29,349.5
2015-01-30,350.0
2015-02-02,352.5
2015-02-03,365.0
2015-02-04,378.0
2015-02-05,371.0
2015-02-06,378.5
2015-02-09,369.0
2015-02-10,363.0
2015-02-11,358.5
2015-02-12,357.0
2015-02-13,364.5
2015-02-16,364.5
2015-02-17,358.0
2015-02-18,356.5
2015-02-19,350.0
2015-02-20,346.0
2015-02-23,341.0
2015-02-24,339.5
2015-02-25,340.0
2015-02-26,342.5
2015-02-27,342.0
2015-03-02,346.5
2015-03-03,342.5
2015-03-05,336.0
2015-03-06,329.0
2015-03-09,329.5
2015-03-10,332.5
2015-03-11,331.5
2015-03-12,328.0
2015-03-13,326.0
2015-03-16,319.5
2015-03-17,320.5
2015-03-18,322.5
2015-03-19,328.0
2015-03-20,325.0
2015-03-23,325.5
2015-03-24,328.0
2015-03-25,328.0
2015-03-26,326.0
2015-03-27,325.5
2015-03-30,323.5
2015-03-31,322.0
2015-04-01,323.5
2015-04-02,327.0
2015-04-03,329.0
2015-04-07,335.5
2015-04-08,341.0
2015-04-09,335.5
2015-04-10,333.5
2015-04-16,344.5
2015-04-17,360.0
2015-04-20,355.0
2015-04-21,354.0
2015-04-22,349.0
2015-04-23,346.5
2015-04-24,352.5
2015-04-27,360.5
2015-04-28,363.5
2015-04-29,355.0
2015-04-30,354.5
2015-05-04,356.0
2015-05-06,359.0
2015-05-07,360.5
2015-05-08,359.0
2015-05-11,357.0
2015-05-12,349.5
2015-05-13,351.0
2015-05-14,353.5
2015-05-15,355.5
2015-05-18,359.0
2015-05-19,364.0
2015-05-20,362.5
2015-05-21,364.0
2015-05-22,363.5
2015-05-25,361.5
2015-05-26,361.5
2015-05-27,355.5
2015-05-28,353.5
2015-05-29,350.0
2015-06-02,344.5
2015-06-03,341.5
2015-06-04,338.5
2015-06-05,341.0
2015-06-08,344.0
2015-06-09,339.5
2015-06-10,342.0
2015-06-11,346.5
2015-06-12,340.5
2015-06-15,339.0
2015-06-16,343.5
2015-06-17,352.0
2015-06-18,355.5
2015-06-19,356.0
2015-06-22,356.0
2015-06-23,358.5
2015-06-24,360.0
2015-06-25,365.0
2015-06-26,364.0
2015-06-29,361.0
2015-06-30,360.5
2015-07-02,357.5
2015-07-03,355.0
2015-07-06,349.0
2015-07-07,347.5
2015-07-08,343.0
2015-07-09,339.0
2015-07-10,341.5
2015-07-13,338.0
2015-07-14,338.5
2015-07-15,338.5
2015-07-16,339.0
2015-07-17,336.0
2015-07-20,332.0
2015-07-21,326.0
2015-07-22,317.5
2015-07-23,315.5
2015-07-24,317.5
2015-07-27,314.5
2015-07-28,315.5
2015-07-29,316.5
2015-07-31,321.5
2015-08-03,326.0
2015-08-04,321.0
2015-08-05,319.5
2015-08-06,317.5
2015-08-07,315.5
2015-08-10,313.0
2015-08-11,312.0
2015-08-13,304.0
2015-08-14,300.0
2015-08-17,298.5
2015-08-18,286.0
2015-08-19,277.5
2015-08-20,264.0
2015-08-21,260.5
2015-08-24,246.0
2015-08-25,251.0
2015-08-26,248.5
2015-08-27,257.0
2015-08-28,270.0
2015-08-31,269.5
2015-09-01,267.5
2015-09-02,264.0
2015-09-03,265.5
2015-09-04,261.5
2015-09-07,259.5
2015-09-08,260.0
2015-09-09,263.5
2015-09-10,256.0
2015-09-11,254.0
2015-09-14,247.0
2015-09-15,246.5
2015-09-16,250.0
2015-09-17,254.5
2015-09-18,254.5
2015-09-21,253.0
2015-09-22,253.0
2015-09-23,251.0
2015-09-24,248.0
2015-09-25,248.5
2015-09-28,246.5
2015-09-29,242.0
2015-09-30,241.5
2015-10-01,242.0
2015-10-02,243.5
2015-10-05,250.0
2015-10-06,254.0
2015-10-07,264.0
2015-10-08,267.0
2015-10-09,272.0
2015-10-12,272.0
2015-10-13,265.5
2015-10-14,263.0
2015-10-15,264.5
2015-10-16,266.0
2015-10-19,267.0
2015-10-20,268.0
2015-10-21,270.0
2015-10-22,269.0
2015-10-26,275.0
2015-10-27,282.0
2015-10-28,283.5
2015-10-29,284.0
2015-10-30,279.0
2015-11-02,281.0
2015-11-03,287.5
2015-11-04,295.5
2015-11-05,295.0
2015-11-06,294.0
2015-11-09,289.5
2015-11-10,281.0
2015-11-11,277.5
2015-11-12,280.0
2015-11-13,277.0
2015-11-16,272.5
2015-11-17,274.5
2015-11-18,266.5
2015-11-19,267.5
2015-11-20,272.0
2015-11-23,273.0
2015-11-24,270.5
2015-11-25,270.5
2015-11-26,270.0
2015-11-27,266.0
2015-11-30,260.5
2015-12-01,255.0
2015-12-02,252.5
2015-12-03,252.5
2015-12-04,253.0
2015-12-08,246.5
2015-12-09,237.5
2015-12-11,226.0
2015-12-14,217.5
2015-12-15,231.5
2015-12-16,238.5
2015-12-17,239.5
2015-12-18,231.5
2015-12-21,229.0
2015-12-22,236.5
2015-12-23,245.0
2015-12-24,251.5
2015-12-25,249.5
2015-12-28,247.5
2015-12-29,239.5
2015-12-30,241.5
2016-01-04,241.5
2016-01-05,233.0
2016-01-06,226.5
2016-01-07,212.0
2016-01-08,214.0
2016-01-11,211.0
2016-01-12,210.0
2016-01-13,222.5
2016-01-14,220.0
2016-01-15,212.0
2016-01-18,198.5
2016-01-19,206.0
2016-01-20,201.0
2016-01-21,205.5
2016-01-22,215.0
2016-01-25,222.5
2016-01-26,218.5
2016-01-27,223.0
2016-01-28,230.5
2016-01-29,236.0
2016-02-01,237.5
2016-02-02,234.5
2016-02-03,230.0
2016-02-04,239.0
2016-02-05,241.0
2016-02-08,240.0
2016-02-09,239.0
2016-02-10,236.5
2016-02-11,230.5
2016-02-12,230.0
2016-02-15,234.5
2016-02-16,238.5
2016-02-17,239.5
2016-02-18,249.0
2016-02-19,252.5
2016-02-23,260.0
2016-02-24,258.0
2016-02-25,261.5
2016-02-26,264.0
2016-02-29,261.5
2016-03-01,265.5
2016-03-02,272.5
2016-03-03,272.5
2016-03-04,276.5
2016-03-07,282.5
2016-03-08,285.0
2016-03-09,278.5
2016-03-10,279.0
2016-03-11,280.0
2016-03-14,280.0
2016-03-15,271.0
2016-03-16,271.5
2016-03-17,278.0
2016-03-18,282.0
2016-03-21,284.5
2016-03-22,287.5
2016-03-23,289.0
2016-03-24,285.5
2016-03-25,284.0
2016-03-28,283.5
2016-03-29,285.0
2016-03-30,286.5
2016-03-31,282.5
2016-04-01,278.0
2016-04-04,279.0
2016-04-05,275.0
2016-04-07,273.5
2016-04-08,276.5
2016-04-11,284.0
2016-04-12,286.5
2016-04-18,287.0
2016-04-19,294.0
2016-04-20,300.5
2016-04-21,311.5
2016-04-22,312.0
2016-04-25,305.5
2016-04-26,302.0
2016-04-27,304.0
2016-04-28,304.5
2016-04-29,304.0
2016-05-03,300.5
2016-05-04,293.5
2016-05-09,296.0
2016-05-10,293.5
2016-05-11,294.5
2016-05-12,299.5
2016-05-13,303.0
2016-05-16,306.5
2016-05-17,311.0
2016-05-18,313.0
2016-05-19,306.0
2016-05-23,301.0
2016-05-24,296.5
2016-05-25,300.5
2016-05-26,303.5
2016-05-27,305.0
2016-05-30,310.0
2016-05-31,306.0
2016-06-01,300.0
2016-06-02,303.0
2016-06-03,307.5
2016-06-06,308.0
2016-06-07,309.0
2016-06-08,314.0
2016-06-09,319.5
2016-06-10,317.5
2016-06-13,313.5
2016-06-14,315.5
2016-06-15,317.5
2016-06-16,314.5
2016-06-17,315.5
2016-06-20,319.0
2016-06-21,318.0
2016-06-22,319.5
2016-06-23,322.0
2016-06-24,312.5
2016-06-27,308.5
2016-06-28,311.0
2016-06-29,313.0
2016-06-30,313.5
2016-07-04,313.5
2016-07-05,313.0
2016-07-06,310.0
2016-07-07,313.5
2016-07-08,312.0
2016-07-11,311.0
2016-07-12,312.0
2016-07-13,314.5
2016-07-14,319.5
2016-07-15,326.0
2016-07-20,333.0
2016-07-21,336.0
2016-07-22,337.5
2016-07-25,339.0
2016-07-26,333.5
2016-07-27,331.0
2016-07-28,331.0
2016-07-29,332.0
2016-08-01,329.5
2016-08-02,321.0
2016-08-03,320.5
2016-08-04,329.0
2016-08-05,335.0
2016-08-08,338.5
2016-08-09,338.0
2016-08-10,337.5
2016-08-11,337.0
2016-08-15,341.0
2016-08-16,344.5
2016-08-17,343.0
2016-08-18,345.5
2016-08-19,349.0
2016-08-22,348.5
2016-08-23,344.5
2016-08-24,346.5
2016-08-25,347.5
2016-08-26,349.0
2016-08-29,352.0
2016-08-30,353.5
2016-08-31,348.5
2016-09-01,346.5
2016-09-02,340.5
2016-09-05,335.5
2016-09-06,333.5
2016-09-07,334.0
2016-09-08,334.5
2016-09-09,330.0
2016-09-12,315.0
2016-09-13,319.5
2016-09-14,321.0
2016-09-15,319.0
2016-09-16,324.0
2016-09-19,328.0
2016-09-20,326.0
2016-09-21,331.0
2016-09-22,336.5
2016-09-23,335.0
2016-09-26,330.0
2016-09-27,331.5
2016-09-28,329.5
2016-09-29,340.0
2016-09-30,340.5
2016-10-03,345.0
2016-10-04,347.0
2016-10-05,348.0
2016-10-06,348.0
2016-10-07,347.0
2016-10-10,335.0
2016-10-11,338.5
2016-10-12,337.0
2016-10-13,336.0
2016-10-14,350.5
2016-10-17,353.0
2016-10-18,353.5
2016-10-19,354.0
2016-10-20,358.5
2016-10-21,354.0
2016-10-25,353.0
2016-10-26,350.0
2016-10-27,349.0
2016-10-28,349.5
2016-10-31,346.0
2016-11-01,346.0
2016-11-02,343.0
2016-11-03,340.0
2016-11-04,338.0
2016-11-07,343.5
2016-11-08,347.5
2016-11-09,344.5
2016-11-10,344.0
2016-11-11,337.0
2016-11-14,326.5
2016-11-15,333.0
2016-11-16,340.0
2016-11-17,339.5
2016-11-18,341.5
2016-11-21,343.0
2016-11-22,345.0
2016-11-23,348.0
2016-11-24,349.5
2016-11-25,349.0
2016-11-28,346.0
2016-11-29,344.5
2016-11-30,345.5
2016-12-01,359.5
2016-12-02,361.5
2016-12-06,361.5
2016-12-07,365.5
2016-12-08,364.0
2016-12-09,368.5
2016-12-13,368.5
2016-12-14,366.5
2016-12-15,362.0
2016-12-16,363.0
2016-12-19,365.5
2016-12-20,363.0
2016-12-21,363.5
2016-12-22,363.0
2016-12-23,364.0
2016-12-26,365.5
2016-12-27,365.0
2016-12-28,367.0
2016-12-29,371.0
2016-12-30,373.0
2017-01-04,376.0
2017-01-05,384.5
2017-01-06,388.0
2017-01-09,386.0
2017-01-10,385.5
2017-01-11,385.0
2017-01-12,386.0
2017-01-16,387.0
2017-01-17,387.5
2017-01-18,386.0
2017-01-19,385.0
2017-01-20,386.5
2017-01-23,388.0
2017-01-24,398.5
2017-01-25,409.0
2017-01-26,420.0
2017-01-27,419.0
2017-01-30,417.0
2017-01-31,410.0
2017-02-01,404.0
2017-02-02,403.0
2017-02-03,407.0
2017-02-06,413.0
2017-02-07,411.0
2017-02-08,409.0
2017-02-09,402.0
2017-02-10,397.0
2017-02-14,391.0
2017-02-15,392.0
2017-02-16,395.5
2017-02-17,395.5
2017-02-20,397.0
2017-02-21,397.5
2017-02-22,400.5
2017-02-23,399.0
2017-02-24,398.0
2017-02-27,398.5
2017-02-28,398.5
2017-03-01,398.5
2017-03-02,399.0
2017-03-03,395.5
2017-03-06,391.5
2017-03-07,388.5
2017-03-08,391.5
2017-03-09,390.5
2017-03-10,390.0
2017-03-13,392.0
2017-03-14,395.5
2017-03-15,396.0
2017-03-16,398.5
2017-03-17,397.0
2017-03-20,401.0
2017-03-21,405.0
2017-03-22,405.0
2017-03-23,405.0
2017-03-24,406.0
2017-03-27,406.0
2017-03-28,404.0
2017-03-29,395.5
2017-03-30,395.0
2017-03-31,392.0
2017-04-03,391.0
2017-04-04,391.5
2017-04-05,391.5
2017-04-07,391.0
2017-04-10,394.0
2017-04-11,395.0
2017-04-12,396.0
2017-04-17,395.0
2017-04-18,393.0
2017-04-19,392.5
2017-04-20,393.0
2017-04-21,391.5
2017-04-24,391.0
2017-04-25,389.5
2017-04-26,389.5
2017-04-27,387.5
2017-04-28,390.0
2017-05-02,389.0
2017-05-03,388.5
2017-05-04,390.0
2017-05-08,389.0
2017-05-09,388.5
2017-05-11,386.5
2017-05-12,384.5
2017-05-15,386.0
2017-05-16,391.5
2017-05-17,390.5
2017-05-18,392.0
2017-05-19,392.5
2017-05-22,393.5
2017-05-23,393.5
2017-05-24,394.0
2017-05-25,395.0
2017-05-26,392.5
2017-05-29,393.5
2017-05-30,393.0
2017-05-31,393.0
2017-06-01,391.0
2017-06-02,390.5
2017-06-05,387.5
2017-06-06,385.0
2017-06-07,385.5
2017-06-08,383.0
2017-06-09,383.0
2017-06-12,382.5
2017-06-13,383.5
2017-06-14,384.5
2017-06-15,381.5
2017-06-16,379.5
2017-06-19,380.0
2017-06-20,382.5
2017-06-21,379.5
2017-06-22,377.5
2017-06-23,379.0
2017-06-26,379.5
2017-06-27,380.0
2017-06-28,378.5
2017-06-29,376.5
2017-06-30,372.5
2017-07-03,372.5
2017-07-04,374.5
2017-07-05,373.5
2017-07-06,370.5
2017-07-07,370.5
2017-07-11,373.5
2017-07-12,373.0
2017-07-13,374.5
2017-07-14,375.0
2017-07-17,376.0
2017-07-18,378.0
2017-07-19,380.0
2017-07-20,380.0
2017-07-21,378.0
2017-07-24,378.0
2017-07-25,382.0
2017-07-26,387.0
2017-07-27,388.5
2017-07-31,388.0
2017-08-01,386.5
2017-08-02,383.0
2017-08-03,380.5
2017-08-04,380.5
2017-08-07,381.5
2017-08-08,382.5
2017-08-09,383.0
2017-08-10,383.0
2017-08-11,381.0
2017-08-15,382.5
2017-08-16,383.5
2017-08-17,385.0
2017-08-18,387.0
2017-08-21,391.5
2017-08-22,392.5
2017-08-23,393.5
2017-08-24,393.5
2017-08-25,393.5
2017-08-28,394.0
2017-08-29,397.0
2017-08-30,403.0
2017-08-31,397.0
2017-09-01,401.0
2017-09-04,398.5
2017-09-05,400.0
2017-09-06,400.0
2017-09-07,403.0
2017-09-08,406.0
2017-09-11,405.0
2017-09-12,406.0
2017-09-13,406.0
2017-09-14,408.0
2017-09-15,411.0
2017-09-18,415.0
2017-09-19,419.0
2017-09-20,418.0
2017-09-21,416.0
2017-09-22,410.0
2017-09-25,410.0
2017-09-26,417.0
2017-09-27,418.0
2017-09-28,416.0
2017-09-29,410.0
2017-10-02,413.0
2017-10-03,421.0
2017-10-04,423.0
2017-10-05,420.0
2017-10-06,420.0
2017-10-09,419.0
2017-10-10,424.0
2017-10-11,432.0
2017-10-12,428.0
2017-10-16,429.0
2017-10-17,428.0
2017-10-18,425.0
2017-10-19,419.0
2017-10-20,413.0
2017-10-24,410.0
2017-10-25,411.0
2017-10-27,413.0
2017-10-30,420.0
2017-10-31,420.0
2017-11-01,422.0
2017-11-02,417.0
2017-11-03,417.0
2017-11-06,420.0
2017-11-07,424.0
2017-11-08,422.0
2017-11-09,417.0
2017-11-10,415.0
2017-11-13,414.0
2017-11-14,415.0
2017-11-15,414.0
2017-11-16,411.0
2017-11-17,415.0
2017-11-20,418.0
2017-11-21,414.0
2017-11-22,414.0
2017-11-23,414.0
2017-11-24,413.0
2017-11-27,414.0
2017-11-28,414.0
2017-11-29,412.0
2017-11-30,412.0
2017-12-01,418.0
2017-12-04,421.0
2017-12-06,421.0
2017-12-07,421.0
2017-12-08,420.0
2017-12-12,425.0
2017-12-13,427.0
2017-12-14,429.0
2017-12-15,430.0
2017-12-18,434.0
2017-12-19,437.0
2017-12-20,439.0
2017-12-21,439.0
2017-12-22,443.0
2017-12-25,448.0
2017-12-26,443.0
2017-12-27,442.0
2017-12-28,439.0
